Common,260
50:04:b8:8f:95:f9,LuckyAlmera,WPA2,6
76:4a:a4:c9:3e:4c,CECILLE,WPA2/WPA,6
ac:86:74:4a:09:52,CloudTrax,OPN,5
0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,6
bc:c0:0f:7b:c2:08,FIBERHOME_bc208,WPA2/WPA,7
ac:f9:70:ec:e6:08,HUAWEI-7BDP,WPA2/WPA,6
88:d2:74:86:c4:cb,bayanDSLWIFI_C4CB,WPA2/WPA,11
38:d8:2f:22:3d:48,bayanDSLWiFi_3D48,WPA2/WPA,10
00:13:33:e1:c9:15,PLDTHOMEDSL,WPA2/WPA,11
fa:8f:ca:50:af:9a,,OPN,11
9c:6f:52:34:ff:b7,Fatpipe@Moonleaf,WPA2/WPA,11
e0:8e:3c:21:45:ff,bayanDSLWIFI_45FF,WPA2/WPA,11
00:13:33:c0:57:33,PLDTHOMEDSL,WPA2/WPA,11
f0:98:38:f9:14:28,Fiber200,WPA2/WPA,1
70:8b:cd:b2:7b:60,Flower Poopoo :3 ,WPA2,1
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,WPA2/WPA,1
88:d2:74:86:c0:a5,NAIL TREATS HAND and FOOTS SPA,WPA2/WPA,1
ba:4e:26:4c:0e:e3,,WPA2,2
cc:1a:fa:97:cf:b8,bayanDSL,WPA,4
ac:86:74:4a:09:53,,WPA2/WPA,5
cc:06:77:e1:1f:90,PLDTHOMEFIBR11f90,WPA2/WPA,5
00:e0:20:3b:00:75,Extension 3,WPA,6
b0:c1:9e:30:5e:25,SmartBro_305E25,WPA2/WPA,7
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,WPA2/WPA,11
00:13:33:e8:f8:31,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:e1:9b:5c,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:2a:47:af,Marco,WPA2,11
90:61:0c:2c:e1:7d,PLDTHOMEDSL57725,WPA2/WPA,1
cc:06:77:22:fb:60,PLDTHOMEFIBR2fb60,WPA2/WPA,5
00:24:01:b8:d1:9d,FRANCISCO-PC_Network,WPA2,6
00:13:33:ea:87:f5,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:e3:b0:3b,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:c6:d0:da,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:2e:02:f3,PLDTHOMEDSL00755,WPA2/WPA,11
90:61:0c:2e:02:f4,,WPA2/WPA,11
90:61:0c:2e:d5:16,PLDTHOMEDSL54550,WPA2/WPA,11
e0:8e:3c:1f:e9:c3,PSCSEND-Office,WPA2/WPA,1
e4:77:23:a5:9a:84,RMotel Bayan,WPA2/WPA,1
cc:06:77:63:37:90,Estivlings,WPA2/WPA,1
e0:8e:3c:21:f2:cb,bayanDSLWIFI_F2CB,WPA2/WPA,1
18:a6:f7:8e:ef:ac,PSCSEND-Conference,WPA2/WPA,1
e0:8e:3c:22:1c:23,bayanDSLWIFI_1C23,WPA2/WPA,1
00:13:33:f4:2a:f6,PLDTHOMEDSL,WPA2/WPA,6
b0:c1:9e:49:f6:70,salt to the sea,WPA2/WPA,6
d0:22:be:21:f6:8d,beyond ulysses,WPA2,6
00:13:33:fc:69:69,PLDTHOMEDSLGRABTAPSI,WPA2/WPA,6
94:46:96:18:f3:11,PLDTHOMEDSL7Y7Y0,WPA2/WPA,7
e8:cd:2d:7f:11:4d,glyph,WPA2/WPA,8
9c:6f:52:35:10:66,Aji 3,WPA2/WPA,11
00:13:33:fa:e4:77,,WPA2/WPA,1
00:1f:fb:a5:21:19,jennyjuly06,WPA2,1
00:13:33:ed:62:7d,PLDTHOMEDSL,WPA2/WPA,1
e8:94:f6:e1:ba:30,Extension,WPA2,5
88:d2:74:86:b6:5a,BirthdayMoBa?,WPA2/WPA,5
00:13:33:f4:2a:f7,,WPA2/WPA,6
34:ba:9a:56:31:88,Farnsworth,WPA2,7
60:31:97:33:82:60,Saturn_Boss,WPA2/WPA,7
e0:8e:3c:2f:67:01,bayanDSLWIFI_6701,WPA2/WPA,11
00:13:33:e1:98:5f,PLDTHOMEDSLsanji,WPA2/WPA,11
40:cb:a8:90:46:e2,Broadband@work,WPA2/WPA,11
94:46:96:1e:9b:87,PLDTHOMEDSLW3WH0,WPA2/WPA,1
90:61:0c:35:8c:13,PLDTHOMEDSL35859,WPA2/WPA,1
e0:8e:3c:1a:f6:63,bayanDSLWIFI_F663,WPA2/WPA,1
e0:8e:3c:20:17:8f,bayanDSLWIFI_178F,WPA2/WPA,1
94:46:96:0e:28:69,PLDTHOMEDSLanamaria,WPA2/WPA,2
2a:17:23:00:04:77,EVOHOTSPOT 8,OPN,6
28:ff:3e:3d:e8:19,bayanDSLWIFI_E819,WPA2/WPA,10
e0:8e:3c:1a:e6:07,bayanDSLWIFI_E607,WPA2/WPA,10
00:13:33:d4:a9:4f,PLDTHOMEDSL,WPA2/WPA,11
94:46:96:1e:f1:2c,PLDTHOMEDSL2Y2Y0,WPA2/WPA,11
1a:17:23:00:04:8f,EVOHOTSPOT 3,OPN,1
08:17:23:00:04:8f,EVOHOTSPOT 1,OPN,1
0a:17:23:00:04:8f,EVOHOTSPOT 2,OPN,1
e0:8e:3c:1a:ca:2f,bayanDSLWIFI_CA2F,WPA2/WPA,1
2a:17:23:00:04:8f,EVOHOTSPOT 4,OPN,1
9c:6f:52:35:1e:06,bayanDSLWIFI_1E06,WPA2/WPA,2
00:23:69:26:de:f7,maja,WPA2/WPA,5
94:fe:22:b1:b6:14,WEST PHILIPPINE SEA,WPA2/WPA,5
94:46:96:19:6c:10,PLDTHOMEDSL_CRES,WPA2/WPA,4
08:17:23:00:04:77,EVOHOTSPOT 5,OPN,6
0a:17:23:00:04:77,EVOHOTSPOT 6,OPN,6
1a:17:23:00:04:77,EVOHOTSPOT 7,OPN,6
94:46:96:1f:01:3f,EVOLUTION-5--,WPA2/WPA,10
00:13:33:fd:b7:fb,PLDTHOMEDSLLUCERO,WPA2/WPA,11
90:61:0c:19:b5:a9,,WPA2/WPA,11
74:cc:39:bc:bc:a3,EDONG-EVOLUTION,OPN,10
74:cc:39:bc:bc:a2,EDONG-EVOLUTION,OPN,10
90:61:0c:3a:33:db,PLDTHOMEDSL13275,WPA2/WPA,1
74:cc:39:bc:bc:a0,EDONG-EVOLUTION,OPN,10
00:13:33:f2:83:f7,PLDTHOMEDSLPrivate,WPA2/WPA,6
60:83:34:cb:8d:ff,HUAWEI-8DFF,WPA2,5
5c:6a:80:25:f4:98,PLDTMYDSL,WPA2/WPA,6
08:17:23:00:04:3f,EVOHOTSPOT 9,OPN,6
06:d6:aa:57:47:00,Voodoo,WPA2,6
88:d2:74:86:ac:73,bayanDSLWIFI_AC73,WPA2/WPA,6
fc:8b:97:38:ea:bb,PLDTMyDSL,WPA2,11
fc:8b:97:38:ea:bf,,WPA2/WPA,11
94:a7:b7:3c:ee:9b,Virus,WPA2/WPA,11
8c:eb:c6:ee:8d:e2,SODOPtradinginc,WPA2/WPA,10
c0:7e:40:73:1f:e4,PT&T Fiber,WPA2/WPA,11
28:ff:3e:3d:ea:e6,bayanDSLWIFI_EAE6,WPA2/WPA,10
5a:8b:f3:70:7b:30,PLDTMyDSLBiz3MobileWiFi-62EA,WPA,11
5a:8b:f3:70:7b:33,PLDTMyDSLBiz3,WPA2/WPA,11
e0:8e:3c:1b:3f:5f,bayanDSLWIFI_3F5F,WPA2/WPA,11
0a:17:23:00:04:39,EVOHOTSPOT 14,OPN,11
90:61:0c:36:0c:7d,PLDTHOMEDSL03197,WPA2/WPA,11
90:61:0c:16:a8:02,PLDTMyDSL,WPA2/WPA,11
0c:96:bf:79:42:87,Broadband@work,WPA2/WPA,11
1a:17:23:00:04:39,EVOHOTSPOT 15,OPN,11
2a:17:23:00:04:39,EVOHOTSPOT 16,OPN,11
6c:3b:6b:4c:3f:d9,pgp personal,WPA2,1
e0:8e:3c:1a:d7:1f,Francisco,WPA2,1
0a:17:23:00:01:4d,EVOHOTSPOT 34,OPN,1
e6:8d:8c:55:5e:73,Panthera Hotspot,OPN,1
1a:17:23:00:01:4d,EVOHOTSPOT 35,OPN,1
08:17:23:00:01:4d,EVOHOTSPOT 33,OPN,1
1-13,101
BSSID,SSID,Encryption,Channel
50:c7:bf:d8:62:57,NHA-WiFi-Guest,WPA2/WPA,3
50:c7:bf:d8:60:9a,NHA-WiFi-Guest,WPA2/WPA,4
5c:6a:80:a3:70:6f,OGM2017,WPA2/WPA,9
50:c7:bf:d8:60:52,NHA-WiFi-Guest,WPA2/WPA,10
c0:25:e9:06:2c:16,vmowifi,WPA2,3
50:c7:bf:d8:61:31,NHA-WiFi-Guest,WPA2/WPA,4
00:23:cd:da:11:50,Luv's WiFi,WPA2/WPA,11
5c:f2:86:22:08:72,WIFIKO,WPA2/WPA,8
94:0e:6b:a8:0c:ba,Smooch LTE,WPA2,4
cc:79:cf:2e:f4:bb,WiFiConnect 717,OPN,36
14:91:82:14:e4:12,IsidroGlobe,WPA2/WPA,9
8e:79:67:b2:dd:0f,ZTE-MF65M-DD0F,WPA2,13
bc:c0:0f:7b:a5:30,FIBERHOME_ba530,WPA2/WPA,2
90:61:0c:2e:99:ff,PLDTHOMEDSL39423,WPA2/WPA,5
88:3f:d3:05:bd:94,IsidroGlobe,WPA2/WPA,9
c4:e9:84:30:a3:ac,TP-LINK_A3AC,WPA2,9
e0:8e:3c:22:2d:d7,bayanDSLWIFI_2DD7,WPA2/WPA,1
c4:12:f5:75:e3:8a,bilan,WPA2/WPA,3
f0:98:38:3d:eb:48,HUAWEI,WPA2/WPA,4
4c:81:20:f3:93:6f,malupadilla,WPA2/WPA,5
78:c1:a7:24:51:96,Java Black,WPA,6
88:d2:74:86:ac:19,bayanDSLWIFI_AC19,WPA2/WPA,8
c8:d3:a3:15:b2:98,KOALA,WPA2/WPA,13
48:db:50:d0:09:cd,HUAWEI-E5330-09CD,WPA2,2
fc:8b:97:31:78:7d,Pocket-Repeater,OPN,4
a8:0c:63:7c:08:ce,aj,WPA2,4
a8:0c:63:7c:08:cf,HUAWEI-08CE_Guest,WPA2,4
48:7b:6b:f0:72:f8,ACEJ FAM,WPA2/WPA,9
fa:8f:ca:51:06:86,,OPN,9
30:e1:71:05:7d:ea,DIRECT-E9-HP DeskJet 3630 series,WPA2,6
88:3f:d3:2d:db:70,GPF-Globe,WPA2/WPA,8
28:92:4a:14:9f:84,HOLYFAMILY,WPA2/WPA,13
14:60:80:99:0d:80,bayanDSLWiFi,WPA2/WPA,13
bc:c0:0f:bf:79:80,PLDTHOMEFIBRf7980,WPA2/WPA,8
48:f8:b3:a9:6d:bc,HFSPrivate,WPA2/WPA,8
84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,9
c8:93:46:48:4c:ae,Think_484CAE,WPA2,10
a0:ab:1b:76:31:7c,kitchenweb,WPA2/WPA,11
00:1a:ef:48:8a:d3,HOLYFAMILY,WPA2/WPA,2
cc:06:77:21:70:80,zab,WPA2/WPA,3
c8:93:46:48:50:5b,Think_48505B,WPA2,7
1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,8
00:1a:ef:48:77:0b,TROJAN VIRUS!,WPA2,9
f0:9f:c2:27:9d:b9,Wireless,WPA2,9
74:cc:39:86:00:88,PLDTHOMEFIBR_860088,WPA2/WPA,9
f0:98:38:07:9c:34,sjvmr,WPA2/WPA,10
8c:25:05:c9:46:a4,B315_946A4,WPA2/WPA,10
cc:06:77:21:12:88,PLDTHOMEFIBR11288,WPA2/WPA,11
bc:c0:0f:7b:db:c0,FIBERHOME_bdbc0,WPA2/WPA,2
74:cc:39:97:e5:68,FIBERHOME_7e568,WPA2/WPA,2
00:13:33:fa:b8:da,PLDTHOMEDSLWS,WPA2/WPA,3
f0:98:38:a0:02:64,WeylandMaginhawa,WPA2/WPA,8
bc:c0:0f:1e:90:90,PLDTHOMEFIBRe9090,WPA2/WPA,8
cc:06:77:6e:cf:08,PLDTHOMEFIBRecf08,WPA2/WPA,9
f0:98:38:72:b5:48,VERA,WPA2/WPA,9
30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,13
50:68:0a:c4:fc:88,HUAWEI-E5330-FC88,WPA2,3
f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,4
48:fd:8e:b8:e5:bc,HUAWEI-3Cg2,WPA2/WPA,5
74:cc:39:ca:35:38,PLDTHOMEFIBRa3538,WPA2/WPA,9
e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,10
c0:56:27:90:c5:57,LAWPD,WPA2/WPA,10
dc:09:4c:14:29:cf,Monmon,WPA2/WPA,10
b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,2
5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,1
b0:4e:26:4c:0e:e3,TFMGT Office,WPA2/WPA,2
74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,2
b6:4e:26:4c:0e:e3,TFMGT Office_Guest,WPA2/WPA,2
b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,2
5c:6a:80:1a:25:c6,Snow Creme,WPA2/WPA,3
bc:c0:0f:cb:0d:88,PLDTHOMEFIBRb0d88,WPA2/WPA,5
ac:86:74:4a:09:57,‚$,WPA2,0
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,WPA2/WPA,5
98:de:d0:cc:d4:72,K5MPCTV,WPA2,5
18:de:d7:34:4c:cc,HUAWEI-uAu6,WPA2/WPA,9
2c:4d:54:20:49:f0,pids_OP,WPA2,9
2c:4d:54:20:49:f1,pids_Guest,WPA2,9
f4:9e:ef:d0:b7:bc,PLDTHOMEDSL VCE,WPA2,11
20:25:64:c6:89:a5,963c41,WPA2/WPA,1
28:10:7b:f1:02:bc,Diliman Bible Church,WPA2/WPA,2
ba:4e:26:4c:12:53,,WPA2,2
0c:bd:51:fb:62:e7,Smart Bro,WPA2,6
34:ba:9a:55:b6:dd,ZERAVLA,WPA2/WPA,9
36:69:87:71:eb:69,Smartnoli,WPA2/WPA,13
00:13:33:e7:6c:14,,WPA2/WPA,8
00:13:33:e7:6c:15,,WPA2/WPA,8
00:13:33:e7:6c:16,,WPA2/WPA,8
1c:74:0d:1a:d8:a0,LITOS,WPA2/WPA,9
9c:6f:52:35:1b:b5,bayanDSLWIFI_1BB5,WPA2/WPA,10
00:13:33:d2:49:c5,PLDTHOMEDSL,WPA2/WPA,10
e0:8e:3c:1a:f7:97,bayanDSLWIFI_F797,WPA2/WPA,10
14:60:80:99:51:7c,mendoza,WPA2/WPA,3
00:13:33:fa:8c:52,PLDTHOMEDSL,WPA2/WPA,10
94:46:96:18:f1:db,Asdfghjkl%%,WPA2/WPA,11
e0:8e:3c:2f:6c:b9,bayanDSLWIFI_6CB9,WPA2/WPA,1
e0:8e:3c:21:ce:bf,bayanDSLWIFI_CEBF,WPA2/WPA,3
1a:17:23:00:01:3d,EVOHOTSPOT 23,OPN,11
ee:1d:7f:97:9e:97,,WPA2,13
1a:17:12:00:0c:07,2-EVOLUTION PREPAID HOT SPOT,OPN,13
08:17:12:00:0c:07,0-EVOLUTION PREPAID HOT SPOT,OPN,13
0a:17:12:00:0c:07,1-EVOLUTION PREPAID HOT SPOT,OPN,13
"1,6,11",112
BSSID,SSID,Encryption,Channel
ea:43:f6:49:02:10,PLDTMYDSLBiz,WPA,11
e6:43:f6:49:02:10,RocketJump4G,WPA,11
3c:46:d8:25:05:bb,TP-LINK_M7350_2505BB,WPA2/WPA,1
78:44:76:21:7a:cc,CRIO2,WPA2,11
08:23:b2:fc:09:18,Nogie,WPA2,11
f0:98:38:9f:fd:28,HUAWEI-yJc8,WPA2/WPA,1
88:3f:d3:05:e7:d0,HUAWEI-6443,WPA2/WPA,11
00:13:33:e8:fb:10,PLDTHOMEDSL-Profood,WPA2/WPA,11
94:fe:22:b1:95:df,TUCP OFFICE,WPA2/WPA,6
88:3f:d3:06:29:38,HUAWEI-Bn7b,WPA2/WPA,5
9c:6f:52:1c:a8:af,Meisha 0911,WPA,1
00:13:33:ea:82:fa,PLDTHOMEDSL,WPA2/WPA,11
00:1f:fb:ac:64:8b,Macaraeg,WPA2,11
90:61:0c:39:d2:6e,PLDTHOMEDSL53870,WPA2/WPA,11
1c:af:f7:17:a3:d2,abad,WPA2/WPA,11
00:13:33:e5:fb:d6,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:e5:f9:e2,PLDTHOMEDSLironman,WPA2/WPA,11
00:13:33:ce:c7:95,PLDTHOMEDSLservants,WPA2/WPA,11
80:29:94:68:33:d5,SKYbroadband33D2,WPA2/WPA,1
08:95:2a:5b:4b:f4,SKYbroadband3003,WPA2/WPA,6
fc:b4:e6:4a:ca:db,SKYbroadband1860,WPA2/WPA,1
00:26:75:f7:20:e4,benz,WPA,10
cc:5d:4e:ac:d7:08,PLDTMyDSL19,WPA2/WPA,11
48:00:33:62:30:f1,BayangMalusog,WPA2/WPA,1
d4:7b:b0:53:b8:ab,Chewboiboi,WPA2/WPA,1
90:61:0c:31:9a:fc,PLDTHOMEDSLPoodle,WPA2,1
88:d2:74:86:a6:b7,bayanDSLWIFI_A6B7,WPA2/WPA,11
00:13:33:e5:fd:e8,PLDTHOMEDSL,WPA2/WPA,11
f8:d1:11:83:78:44,Virus Detected,WPA2/WPA,1
88:3f:d3:06:29:6c,DESKARTE,WPA2/WPA,1
b0:b2:dc:aa:c8:8c,PLDTMyDSLvirus,WPA2/WPA,11
48:00:33:62:3d:01,SKYbroadband3CFE,WPA2/WPA,11
32:cd:a7:f4:e7:de,DIRECT-TcM2070 Series,WPA2,1
00:13:33:f4:27:ef,PLDTHOMEDSLBILL,WPA2/WPA,1
1c:b7:2c:79:f8:88,AWESOME.RIBS,WPA2,1
7a:31:c1:75:6c:83,iPhone,WPA2,1
cc:06:77:60:2f:88,PLDTHOMEFIBR02f88,WPA2/WPA,1
