Common,139
GPS Time,LastUpdt(WDB),MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-10 17:49:16,2018-04-03 16:04:12.633924,90:61:0c:37:67:ee,Ragnarok,WPA2/WPA,-60,11,FidaInte,Unidentified,14.645952,121.058247
2018-04-10 17:56:22,2018-04-03 16:11:18.745532,d0:b2:c4:46:9b:7f,SKYbroadband9B7C,WPA2/WPA,-68,1,Technico,Broadband,14.646063,121.058227
2018-04-10 17:56:23,2018-04-03 16:11:20.151300,00:13:33:fc:cd:fa,PLDTHOMEDSL,WPA2/WPA,-83,3,Baudtec,Broadband,14.646047,121.058287
2018-04-10 18:03:45,2018-04-03 16:18:41.419537,08:95:2a:5e:2e:b2,SKYbroadbandCECB,WPA2/WPA,-84,6,Technico,Broadband,14.64613,121.058172
2018-04-13 13:45:15,2018-04-03 17:33:08.802905,94:a7:b7:3c:ff:ff,arravanqc,WPA2/WPA,-69,1,Zte,Unidentified,14.64591,121.05858
2018-04-13 13:45:19,2018-04-03 17:33:12.369824,88:e3:ab:0f:f9:f4,JD,WPA2/WPA,-82,6,HuaweiTe,Unidentified,14.646012,121.05833
2018-04-03 01:52:45.732936,2018-04-03 01:52:45.732936,5c:f2:86:23:5b:d8,lizasolfelix,WPA2/WPA,-72,11,IeeeRegi,Unidentified,14.646297,121.058923
2018-04-10 17:57:45,2018-04-03 16:12:41.578972,7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,-59,5,HuaweiTe,Unidentified,14.646017,121.058855
2018-04-10 17:57:36,2018-04-03 16:12:32.252661,b4:2a:0e:29:fe:25,SKYbroadbandFE22,WPA2,-62,1,Technico,Broadband,14.646323,121.058972
2018-04-10 17:57:40,2018-04-03 16:12:36.757864,f8:23:b2:ed:84:fa,hello,WPA2/WPA,-80,1,HuaweiTe,Unidentified,14.646308,121.058953
2018-04-10 17:57:30,2018-04-03 16:12:27.134355,34:ba:9a:54:cc:61,vcatris,WPA2,-82,9,Asiatelc,Unidentified,14.646325,121.05897
2018-04-10 17:57:35,2018-04-03 16:12:31.314413,36:69:87:a1:ad:7b,-eke-,WPA2/WPA,-89,13,None,Unidentified,14.646323,121.058972
2018-04-10 18:06:29,2018-04-03 16:21:26.162923,9e:ae:d3:f7:81:71,DIRECT-D3F70171,WPA2,-87,1,None,Unidentified,14.646278,121.05894
2018-04-13 13:45:07,2018-04-03 17:33:00.849473,00:02:6f:a8:9d:ec,Leona -Art Restaurant,WPA,-77,11,SenaoInt,Phone,14.64597,121.058828
2018-03-14 13:30:26.170613,2018-03-14 13:30:26.170613,fc:3f:7c:32:cf:3c,HUAWEI-CF3C,WPA2,-73,3,HuaweiTe,Unidentified,14.646287,121.059265
2018-03-14 13:30:15.453929,2018-03-14 13:30:15.453929,38:d5:47:3b:a9:6f,My ASUS,WPA2,-69,8,AsustekC,Unidentified,14.646325,121.059185
2018-03-14 13:30:22.498197,2018-03-14 13:30:22.498197,00:13:33:fa:b9:f7,PLDTHOMEDSL,WPA2/WPA,-85,1,Baudtec,Broadband,14.64631,121.059222
2018-03-22 21:30:28.314302,2018-03-22 21:30:28.314302,a0:8d:16:aa:e4:58,aprilmay,WPA2,-85,6,HuaweiTe,Unidentified,14.646252,121.059415
2018-03-22 21:30:24.010501,2018-03-22 21:30:24.010501,00:9a:cd:bf:fa:72,HUAWEI-E5330-FA72,WPA2,-91,3,HuaweiTe,Hotspot,14.646322,121.059187
2018-03-22 21:30:27.454245,2018-03-22 21:30:27.454245,06:1b:6d:a8:a6:56,teeth,WPA2,-87,6,None,Unidentified,14.646252,121.059415
2018-03-22 21:30:29.749108,2018-03-22 21:30:29.749108,2e:fd:a1:9f:cb:f7,ASUS_X018D,WPA2,-86,7,None,Unidentified,14.646223,121.059495
2018-03-22 21:30:30.384936,2018-03-22 21:30:30.384936,34:ba:9a:56:51:82,wefindways,WPA2,-79,8,Asiatelc,Unidentified,14.646223,121.059495
2018-04-03 00:37:10.062840,2018-04-03 00:37:10.062840,6e:8d:c1:72:92:c9,Rheevo’s iPhone6,WPA2,-55,1,None,Phone,14.646325,121.059388
2018-04-03 00:37:07.277703,2018-04-03 00:37:07.277703,fe:2d:5e:8c:d0:d8,pccmi_pocket_wifi,WPA2/WPA,-63,13,None,Unidentified,14.646302,121.05949
2018-04-03 01:19:16.904879,2018-04-03 01:19:16.904879,ac:cf:85:b9:ee:09,COOLDUDE WIFI,WPA2,-59,6,HuaweiTe,Unidentified,14.646302,121.059493
2018-04-03 01:18:40.404157,2018-04-03 01:18:40.404157,cc:06:77:60:25:f0,NEBRIJA PLDT WIFI,WPA2,-79,7,Fiberhom,Fiber,14.64633,121.059478
2018-04-03 01:18:40.458634,2018-04-03 01:18:40.458634,cc:06:77:60:25:f1,NEBRIJA PLDT WIFI,WPA2,-75,7,Fiberhom,Fiber,14.64633,121.059478
2018-04-03 01:18:40.647302,2018-04-03 01:18:40.647302,c0:25:e9:80:87:a4,NEBRIJA PLDT WIFI,WPA2,-88,7,Tp-LinkT,Unidentified,14.64633,121.059478
2018-04-03 02:06:32.775252,2018-04-03 02:06:32.775252,c8:94:bb:c2:a0:f3,BiancaNinoKulit,WPA2,-61,3,HuaweiTe,Unidentified,14.64634,121.059182
2018-04-03 02:06:57.458510,2018-04-03 02:06:57.458510,58:70:c6:fd:86:56,YICarCam_fd8656,WPA2,-75,5,Shanghai,Not an AP,14.646337,121.059172
2018-04-03 02:06:58.355525,2018-04-03 02:06:58.355525,76:4a:a4:cd:f4:40,Smart Bro_CDF440,WPA2/WPA,-76,6,None,Unidentified,14.64633,121.059178
2018-04-05 12:51:20,2018-04-03 14:16:47.596885,26:18:1d:00:57:61,Serendipity,WPA2,-49,6,None,Unidentified,14.646333,121.059342
2018-04-05 12:51:24,2018-04-03 14:16:51.434297,f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,-60,9,HuaweiTe,Unidentified,14.646345,121.05929
2018-04-05 13:42:10,2018-04-03 14:31:18.587343,ee:1d:7f:64:87:37,lmao,WPA2/WPA,-61,8,None,Unidentified,14.646338,121.059175
2018-04-05 13:42:14,2018-04-03 14:31:22.490153,e4:7d:eb:10:14:d2,R01_014D2,WPA2,-64,10,Shanghai,Unidentified,14.646297,121.059345
2018-04-05 14:19:01,2018-04-03 15:08:10.000251,f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,-63,4,HuaweiTe,Unidentified,14.646288,121.059463
2018-04-02 00:47:05.332023,2018-04-02 00:47:05.332023,c0:bd:d1:2d:5a:2b,bigFISH,WPA2,-71,11,SamsungE,Phone,14.646275,121.059843
2018-04-02 00:47:05.804139,2018-04-02 00:47:05.804139,7a:e2:8f:19:ca:7d,iPhone,WPA2,-78,1,None,Phone,14.646257,121.059893
2018-04-02 00:47:07.435463,2018-04-02 00:47:07.435463,fa:8f:ca:50:af:9a,xNonex,OPN,-82,1,None,Unidentified,14.646235,121.059952
2018-04-02 00:47:07.346205,2018-04-02 00:47:07.346205,ae:8e:f2:96:e3:95,iPhone,WPA2,-83,1,None,Phone,14.646235,121.059952
2018-04-03 00:36:54.670403,2018-04-03 00:36:54.670403,cc:79:cf:f2:f8:b9,Mitsubishi Wireless TV 289,OPN,-44,36,Shenzhen,Not an AP,14.646172,121.059935
2018-04-03 00:34:50.860209,2018-04-03 00:34:50.860209,00:13:33:e1:63:df,PLDTHOMEDSL,WPA2/WPA,-53,11,Baudtec,Broadband,14.6463,121.059592
2018-04-03 01:18:42.802461,2018-04-03 01:18:42.802461,cc:06:77:62:c4:a8,PLDTHOMEFIBR2c4a8,WPA2/WPA,-62,10,Fiberhom,Fiber,14.646292,121.059565
2018-04-03 01:18:46.780474,2018-04-03 01:18:46.780474,70:5a:9e:84:02:80,MariaClare,WPA2/WPA,-62,11,Technico,Unidentified,14.646228,121.059638
2018-04-03 00:34:56.018246,2018-04-03 00:34:56.018246,90:61:0c:37:67:ff,PLDTHOMEDSL26623,WPA2/WPA,-64,1,FidaInte,Broadband,14.646205,121.059942
2018-04-03 00:34:56.507345,2018-04-03 00:34:56.507345,cc:06:77:70:3f:30,PLDTHOMEFIBR03f30,WPA2/WPA,-76,1,Fiberhom,Fiber,14.646205,121.059942
2018-04-03 00:36:55.428227,2018-04-03 00:36:55.428227,4c:f9:5d:85:ae:30,HUAWEI-xQ2h,WPA2/WPA,-95,6,HuaweiTe,Unidentified,14.64618,121.059905
2018-04-03 01:19:15.506666,2018-04-03 01:19:15.506666,50:68:0a:c4:fc:88,HUAWEI-E5330-FC88,WPA2,-58,5,HuaweiTe,Hotspot,14.646285,121.059542
2018-04-03 01:18:48.437162,2018-04-03 01:18:48.437162,32:07:4d:68:f5:48,Casey S8,WPA2,-68,11,None,Unidentified,14.646233,121.059643
2018-04-03 01:19:05.064997,2018-04-03 01:19:05.064997,a8:a6:68:2f:8a:f4,Sheena,WPA2/WPA,-78,11,Zte,Unidentified,14.646247,121.059638
2018-04-03 01:19:01.337609,2018-04-03 01:19:01.337609,74:cc:39:bc:5e:88,PLDTHOMEFIBRc5e88,WPA2/WPA,-90,9,Fiberhom,Fiber,14.646247,121.059638
2018-04-03 01:50:22.020837,2018-04-03 01:50:22.020837,32:07:4d:ef:dc:60,Guian,WPA2,-76,1,None,Unidentified,14.646265,121.059703
2018-04-03 01:50:21.614684,2018-04-03 01:50:21.614684,36:12:98:5c:1d:76,SP1CANLAS.P,WPA2,-85,1,None,Unidentified,14.646265,121.059703
2018-04-03 01:52:30.543668,2018-04-03 01:52:30.543668,08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,-59,1,None,Unidentified,14.646093,121.059687
2018-04-05 12:51:12,2018-04-03 14:16:39.557787,44:33:4c:20:9d:c4,DashCamStealth_44334c209dc4,WPA2,-57,1,Shenzhen,Unidentified,14.646275,121.05959
2018-04-05 12:51:12,2018-04-03 14:16:39.727720,e0:8e:3c:2d:fa:d5,bayanDSLWIFI_FAD5,WPA2/WPA,-52,1,AztechEl,Unidentified,14.646275,121.05959
2018-04-05 12:50:04,2018-04-03 14:15:30.988032,70:28:8b:83:bd:02,AndroidAPJamie,WPA2,-71,6,SamsungE,Phone,14.646277,121.059578
2018-04-05 12:51:10,2018-04-03 14:16:37.160249,aa:a6:68:7a:65:68,cjcausing,WPA2/WPA,-69,13,None,Unidentified,14.646255,121.05965
2018-04-05 12:50:05,2018-04-03 14:15:32.777459,cc:06:77:6e:cf:08,PLDTHOMEFIBRecf08,WPA2/WPA,-64,7,Fiberhom,Fiber,14.646272,121.05961
2018-04-05 12:51:03,2018-04-03 14:16:30.727496,aa:a6:68:33:72:2e,mojang,WPA2/WPA,-71,6,None,Unidentified,14.646192,121.059827
2018-04-05 12:51:06,2018-04-03 14:16:33.126484,2a:a0:2b:f2:f4:f1,@subingsquared,WPA2,-71,11,None,Unidentified,14.646223,121.059748
2018-04-05 12:50:09,2018-04-03 14:15:36.506101,b6:4e:26:4c:0f:dd,TFMGT Office_Guest,WPA2/WPA,-75,10,None,Unidentified,14.646238,121.059735
2018-04-05 12:50:10,2018-04-03 14:15:37.164188,e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,-74,11,Shanghai,Unidentified,14.646228,121.059773
2018-04-05 12:51:08,2018-04-03 14:16:34.913819,90:61:0c:3a:77:0d,Samgyup Maginhawa,WPA2/WPA,-65,11,FidaInte,Unidentified,14.646237,121.059707
2018-04-05 12:50:12,2018-04-03 14:15:39.536867,78:c1:a7:03:c7:89,ZionCorp - Guest,WPA,-89,11,Zte,Unidentified,14.646212,121.059857
2018-04-05 12:50:14,2018-04-03 14:15:41.724276,aa:a6:68:b3:0b:66,Smart Bro_B30B66,OPN,-86,13,None,Unidentified,14.646188,121.059922
2018-04-05 12:50:15,2018-04-03 14:15:42.323615,14:9f:3c:70:cd:8f,AndroidAP,WPA2,-71,1,SamsungE,Phone,14.646175,121.059948
2018-04-05 12:50:15,2018-04-03 14:15:42.396341,8e:f5:a3:f5:79:b5,Bgsc-RGF2aWQgUzg,WPA2,-78,1,None,Unidentified,14.646175,121.059948
2018-04-05 13:42:23,2018-04-03 14:31:31.940623,22:cd:fe:bf:10:1d,Chemelarboom,WPA2,-63,6,None,Unidentified,14.646187,121.05983
2018-04-05 14:19:07,2018-04-03 15:08:15.149409,cc:06:77:6e:cd:90,PLDTHOMEFIBRecd90,WPA2/WPA,-68,6,Fiberhom,Fiber,14.646205,121.059745
2018-04-05 13:42:25,2018-04-03 14:31:33.444201,5c:f2:86:25:c5:5e,zkymarketing,WPA2/WPA,-62,6,IeeeRegi,Unidentified,14.646128,121.059937
2018-04-05 14:07:44,2018-04-03 14:56:53.113967,08:ea:40:ff:03:f1,DV_08ea40ff03f1,WPA2,-67,8,Shenzhen,Unidentified,14.64631,121.059638
2018-04-05 14:19:07,2018-04-03 15:08:15.128053,8c:34:fd:42:2c:5d,ANNE18,WPA2,-77,6,HuaweiTe,Unidentified,14.646205,121.059745
2018-04-05 14:19:09,2018-04-03 15:08:17.725824,70:5a:0f:58:c6:f9,DIRECT-F8-HP DeskJet 5820 series,WPA2,-85,8,HewlettP,Not an AP,14.646172,121.05982
2018-04-05 14:31:01,2018-04-03 15:20:09.660275,ee:29:f5:99:a2:a0,Perry Daxs iPhone,WPA2,-90,1,None,Phone,14.646255,121.059788
2018-03-14 13:31:04.098184,2018-03-14 13:31:04.098184,88:d2:74:86:c4:cb,bayanDSLWIFI_C4CB,WPA2/WPA,-61,1,Zte,Unidentified,14.646057,121.060185
2018-03-22 21:30:45.678691,2018-03-22 21:30:45.678691,52:77:05:4d:a8:b9,AndroidHotspot6049,WPA2,-74,6,None,Phone,14.64599,121.060307
2018-03-22 21:30:47.107859,2018-03-22 21:30:47.107859,ae:5f:3e:5f:8e:c9,BVqG-cmFtaXJlZHI,WPA2,-81,6,None,Unidentified,14.645945,121.060435
2018-04-02 00:47:14.330319,2018-04-02 00:47:14.330319,b2:72:bf:55:cf:be,AndroidAP,WPA2,-67,6,None,Phone,14.64608,121.060377
2018-04-03 00:36:51.967655,2018-04-03 00:36:51.967655,bc:c0:0f:7b:c2:08,FIBERHOME_bc208,WPA2/WPA,-49,5,Fiberhom,Fiber,14.646155,121.059995
2018-04-03 00:34:56.674526,2018-04-03 00:34:56.674526,b2:8d:6c:bd:7b:a9,chef sherwin,WPA2,-71,1,None,Unidentified,14.646183,121.060015
2018-04-03 00:36:29.522585,2018-04-03 00:36:29.522585,50:04:b8:2f:d2:be,HUAWEI-D2BE,WPA2,-77,1,HuaweiTe,Unidentified,14.64597,121.06044
2018-04-03 01:50:33.686065,2018-04-03 01:50:33.686065,b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,-70,10,Tp-LinkT,Unidentified,14.646165,121.060187
2018-04-03 01:50:33.828921,2018-04-03 01:50:33.828921,b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,-69,10,None,Unidentified,14.646165,121.060187
2018-04-03 01:50:34.849075,2018-04-03 01:50:34.849075,b0:4e:26:4c:0f:dd,TFMGT Office,WPA2/WPA,-75,10,Tp-LinkT,Unidentified,14.646148,121.060235
2018-04-03 01:50:31.865124,2018-04-03 01:50:31.865124,74:cc:39:bb:51:60,PLDTHOMEFIBRb5160,WPA2/WPA,-75,9,Fiberhom,Fiber,14.646185,121.0601
2018-04-03 01:50:31.518801,2018-04-03 01:50:31.518801,b6:4e:26:4c:0e:e3,TFMGT Office_Guest,WPA2/WPA,-72,10,None,Unidentified,14.646185,121.0601
2018-04-03 01:50:34.975652,2018-04-03 01:50:34.975652,ba:4e:26:4c:0f:dd,xNonex,WPA2,-75,10,None,Unidentified,14.646148,121.060235
2018-04-05 12:50:26,2018-04-03 14:15:53.501604,74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,-74,7,Fiberhom,Fiber,14.64608,121.060272
2018-04-05 12:50:55,2018-04-03 14:16:22.052326,8c:68:c8:c0:0f:ae,bayanDSLWIFI_0FAE,WPA2/WPA,-52,1,None,Unidentified,14.646072,121.06022
2018-04-05 12:50:18,2018-04-03 14:15:44.914823,3c:f7:a4:ed:91:cb,Holy Grail,WPA2,-81,1,SamsungE,Phone,14.646135,121.060037
2018-04-05 12:50:39,2018-04-03 14:16:06.464175,44:33:bc:d0:90:ec,Sharks,WPA2,-60,4,None,Unidentified,14.645998,121.060417
2018-04-05 12:50:23,2018-04-03 14:15:50.228688,f2:c5:f3:ba:25:30,Stevens iPhone,WPA2,-74,6,None,Phone,14.646107,121.060185
2018-04-05 12:50:43,2018-04-03 14:16:10.206351,98:e7:f4:7a:af:e1,DIRECT-E0-HP DeskJet 5820 series,WPA2,-68,6,HewlettP,Not an AP,14.645998,121.060417
2018-04-05 12:50:33,2018-04-03 14:16:00.727383,c0:56:27:a9:cf:1d,QuickleanMaginhawa2,WPA2,-66,10,BelkinIn,Unidentified,14.64601,121.060417
2018-04-05 12:50:30,2018-04-03 14:15:57.488813,5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,-78,10,HuaweiTe,Unidentified,14.646032,121.060382
2018-04-05 12:50:40,2018-04-03 14:16:07.229881,cc:06:77:5e:c9:b0,PLDTHOMEFIBRec9b0,WPA2/WPA,-83,5,Fiberhom,Fiber,14.645998,121.060417
2018-04-05 13:42:30,2018-04-03 14:31:38.634845,ba:4e:26:4c:12:53,xNonex,WPA2,-69,10,None,Unidentified,14.646098,121.060175
2018-04-05 13:42:28,2018-04-03 14:31:37.245311,74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,-74,8,Fiberhom,Fiber,14.646108,121.060093
2018-04-05 13:42:32,2018-04-03 14:31:40.630095,ba:4e:26:4c:0e:e3,xNonex,WPA2,-71,10,None,Unidentified,14.64607,121.060262
2018-04-05 13:42:32,2018-04-03 14:31:40.425812,b0:4e:26:4c:0e:e3,TFMGT Office,WPA2/WPA,-70,10,Tp-LinkT,Unidentified,14.64607,121.060262
2018-04-05 14:19:29,2018-04-03 15:08:37.529904,ac:f9:70:ec:2d:e0,HUAWEI-U8YK,WPA2/WPA,-46,8,HuaweiTe,Unidentified,14.646067,121.060342
2018-04-05 14:19:16,2018-04-03 15:08:24.253132,e4:6f:13:68:9a:b4,Moonleaf Maginhawa,WPA2/WPA,-74,11,D-LinkIn,Unidentified,14.646148,121.060017
2018-04-05 13:42:32,2018-04-03 14:31:41.108841,60:83:34:dd:b5:51,B315_DB551,WPA2/WPA,-88,11,HuaweiTe,Unidentified,14.64607,121.060262
2018-04-05 14:19:25,2018-04-03 15:08:33.313716,9c:6f:52:34:ff:b7,Fatpipe@Moonleaf,WPA2/WPA,-56,2,Zte,Unidentified,14.64611,121.060222
2018-04-05 14:19:18,2018-04-03 15:08:26.581136,d0:b2:c4:56:d4:6b,redcorner,WPA2/WPA,-74,1,Technico,Unidentified,14.646138,121.060057
2018-04-05 14:19:25,2018-04-03 15:08:33.591288,9c:6f:52:34:ff:b6,Zentea,WPA2/WPA,-54,2,Zte,Unidentified,14.64611,121.060222
2018-04-05 14:19:25,2018-04-03 15:08:33.686784,9c:6f:52:34:ff:b9,xNonex,WPA2/WPA,-56,2,Zte,Unidentified,14.64611,121.060222
2018-04-05 14:07:58,2018-04-03 14:57:06.228958,ac:86:74:4a:09:57,�$,WPA2,-59,5,OpenMesh,Unidentified,14.646107,121.060202
2018-04-05 13:43:50,2018-04-03 14:32:58.962535,70:8b:cd:b2:7b:60,none,none,-82,1,none,Unidentified,14.645918,121.060325
2018-04-05 14:07:53,2018-04-03 14:57:01.553435,72:70:0d:b4:56:72,Evexia Spa,WPA2,-66,1,None,Unidentified,14.646148,121.059983
2018-04-05 14:19:15,2018-04-03 15:08:23.294504,32:f7:72:11:a1:c0,DIRECT-s7-BRAVIA,WPA2,-86,11,None,Unidentified,14.646153,121.059992
2018-04-05 14:31:10,2018-04-03 15:20:18.108397,ae:5f:3e:57:4c:f4,MaginhawaHighStreet,WPA2,-56,6,None,Unidentified,14.646098,121.060163
2018-04-05 14:31:12,2018-04-03 15:20:20.911279,20:a6:80:cf:9c:d7,Smart_Bro_CF9CD7,WPA2,-71,10,HuaweiTe,Unidentified,14.646058,121.06027
2018-04-02 00:47:32.999175,2018-04-02 00:47:32.999175,b8:08:d7:c1:2e:ce,HUAWEI-CUTE-2ECE,WPA2,-78,6,HuaweiTe,Unidentified,14.645913,121.060872
2018-04-02 00:47:33.333027,2018-04-02 00:47:33.333027,06:16:16:12:63:38,Bojp-RlVDSw,OPN,-87,7,None,Unidentified,14.645913,121.060872
2018-04-02 00:47:33.196193,2018-04-02 00:47:33.196193,8c:4c:ad:01:f8:d6,xNonex,WPA2,-92,7,Evoluzn,Unidentified,14.645913,121.060872
2018-04-02 00:47:39.820239,2018-04-02 00:47:39.820239,00:13:33:ea:87:f5,PLDTHOMEDSL,WPA2/WPA,-57,11,Baudtec,Broadband,14.646197,121.060845
2018-04-02 00:47:40.099716,2018-04-02 00:47:40.099716,9c:6f:52:35:10:66,Aji 3,WPA2/WPA,-83,11,Zte,Unidentified,14.64625,121.06084
2018-04-03 01:50:40.512316,2018-04-03 01:50:40.512316,e0:8e:3c:21:d1:67,bayanDSLWIFI_D167,WPA2/WPA,-80,1,AztechEl,Unidentified,14.64604,121.060463
2018-04-03 01:50:42.837452,2018-04-03 01:50:42.837452,ec:9b:f3:61:a9:2f,Bnote5,WPA2,-59,6,SamsungE,Phone,14.645933,121.060578
2018-04-05 14:31:46,2018-04-03 15:20:54.594467,0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,-83,6,None,Unidentified,14.645993,121.061098
2018-03-22 21:17:48.596450,2018-03-22 21:17:48.596450,00:13:33:ef:dd:be,PLDTHOMEDSL,WPA2/WPA,-55,10,Baudtec,Broadband,14.645738,121.057202
2018-03-22 21:17:48.648793,2018-03-22 21:17:48.648793,00:13:33:ef:dd:bf,xNonex,WPA2,-61,10,Baudtec,Unidentified,14.645738,121.057202
2018-03-22 20:52:19.805819,2018-03-22 20:52:19.805819,bc:c0:0f:7b:54:48,FIBERHOME_b5448,WPA2/WPA,-77,10,Fiberhom,Fiber,14.645882,121.057252
2018-03-22 21:17:47.089045,2018-03-22 21:17:47.089045,fc:8b:97:27:88:8b,PLDTMyDSL,WPA2/WPA,-72,11,Shenzhen,Broadband,14.645633,121.057212
2018-03-22 21:17:48.704333,2018-03-22 21:17:48.704333,48:00:33:fc:49:f3,404 Wi-Fi Unavailable,WPA2/WPA,-66,11,Technico,Unidentified,14.645738,121.057202
2018-03-22 20:52:19.996724,2018-03-22 20:52:19.996724,00:11:22:10:cf:6c,HOMEDSL_plus,WPA2/WPA,-86,10,Cimsys,Unidentified,14.645882,121.057252
2018-03-22 20:52:21.310696,2018-03-22 20:52:21.310696,c0:56:27:d3:db:d1,Velicaria,WPA2/WPA,-84,13,BelkinIn,Unidentified,14.64584,121.057252
2018-03-22 20:52:21.327505,2018-03-22 20:52:21.327505,c2:56:27:d3:db:d2,Velicaria-Guest,OPN,-83,13,None,Unidentified,14.64584,121.057252
2018-03-22 20:52:22.772077,2018-03-22 20:52:22.772077,b0:5a:da:74:00:d0,DIRECT-5A-HP DeskJet 3630 series,WPA2,-77,1,HewlettP,Not an AP,14.645748,121.057252
2018-03-22 20:52:22.804965,2018-03-22 20:52:22.804965,bc:c0:0f:7b:74:00,FIBERHOME_b7400,WPA2/WPA,-77,1,Fiberhom,Fiber,14.645748,121.057252
2018-03-22 20:52:23.152976,2018-03-22 20:52:23.152976,00:13:33:fb:46:7e,PLDTHOMEDSL,WPA2/WPA,-87,1,Baudtec,Broadband,14.645748,121.057252
2018-03-22 20:52:23.546023,2018-03-22 20:52:23.546023,fc:b4:e6:a8:fc:09,SKYbroadband4111,WPA2/WPA,-75,1,AskeyCom,Broadband,14.645705,121.05725
2018-03-22 20:52:23.630257,2018-03-22 20:52:23.630257,92:cd:b6:26:1e:c4,DIRECT-pN-BRAVIA,WPA2,-87,1,None,Unidentified,14.645705,121.05725
2018-03-22 20:52:25.864144,2018-03-22 20:52:25.864144,4c:f9:5d:85:a7:d0,QEC,WPA2/WPA,-83,3,HuaweiTe,Unidentified,14.645635,121.057242
2018-04-02 00:24:00.678591,2018-04-02 00:24:00.678591,b4:2a:0e:29:f1:8e,SKYbroadbandF18B,WPA2,-71,1,Technico,Broadband,14.645808,121.057242
2018-04-02 00:24:01.050814,2018-04-02 00:24:01.050814,fc:b4:e6:a9:13:b8,redwire,WPA2/WPA,-72,1,AskeyCom,Unidentified,14.645808,121.057242
2018-04-02 00:24:00.992325,2018-04-02 00:24:00.992325,90:61:0c:3e:f8:8a,PLDTHOMEDSL63626,WPA2/WPA,-69,1,FidaInte,Broadband,14.645808,121.057242
2018-04-02 00:24:02.701291,2018-04-02 00:24:02.701291,18:a6:f7:27:bc:cc,PLDTHOMEFIBRf2530_,WPA2/WPA,-72,2,Tp-LinkT,Unidentified,14.645695,121.057237
2018-04-02 00:24:02.658158,2018-04-02 00:24:02.658158,bc:c0:0f:bf:25:30,PLDTHOMEFIBRf2530,WPA2/WPA,-74,2,Fiberhom,Fiber,14.645695,121.057237
2018-04-02 00:24:02.718130,2018-04-02 00:24:02.718130,54:be:f7:3e:53:5f,5de260,WPA2/WPA,-85,1,Pegatron,Unidentified,14.645695,121.057237
2018-04-13 14:44:15,2018-04-03 18:32:08.395774,00:13:33:ef:dd:c0,PLDTHOMEDSL,WPA2,-64,11,Baudtec,Broadband,14.645635,121.057245
2018-04-13 14:44:16,2018-04-03 18:32:09.212861,08:95:2a:e4:82:a2,SKYbroadband54F3,WPA2/WPA,-70,11,Technico,Broadband,14.645692,121.057245
2018-04-13 14:44:18,2018-04-03 18:32:12.038583,18:60:24:5e:7a:84,DIRECT-83-HP DeskJet 3700 series,WPA2,-83,11,HewlettP,Not an AP,14.645803,121.057247
2018-04-10 17:57:56,2018-04-03 16:12:52.422022,36:57:60:ae:92:08,HomeBro_ULTERA,WPA2/WPA,-88,1,None,Mobile broadband,14.64585,121.058478
2018-04-10 17:57:56,2018-04-03 16:12:53.001051,62:6d:c7:38:ca:25,DIRECT-vH-BRAVIA,WPA2,-88,1,None,Unidentified,14.64585,121.058478
2018-04-05 13:15:13,2018-04-03 14:40:39.764817,36:68:95:5d:fc:62,DIRECT-6y-BRAVIA,WPA2,-79,7,None,Unidentified,14.645555,121.058743
2018-04-05 13:15:04,2018-04-03 14:40:30.950193,00:0c:43:30:50:08,TELPAD HC7,WPA2/WPA,-87,1,RalinkTe,Unidentified,14.645792,121.058755
2018-04-05 13:15:09,2018-04-03 14:40:36.526014,a0:f3:c1:fb:66:dc,PINAS,WPA2/WPA,-62,4,Tp-LinkT,Unidentified,14.645692,121.058787
2018-04-05 13:15:10,2018-04-03 14:40:37.226965,18:a3:e8:1e:a2:10,PLDTHOMEFIBR_1ea210,WPA2/WPA,-67,7,Fiberhom,Fiber,14.645655,121.058775
2018-04-10 17:57:50,2018-04-03 16:12:46.257612,70:5a:9e:41:1f:16,Avies Friend,WPA2/WPA,-66,11,Technico,Unidentified,14.645807,121.058772
2018-04-10 17:49:01,2018-04-03 16:03:57.765456,94:44:52:c2:20:9b,belkin.599b,WPA2/WPA,-63,1,BelkinIn,Unidentified,14.64577,121.058913
2018-04-10 18:03:58,2018-04-03 16:18:54.555737,48:00:33:62:34:51,SKYbroadband344E,WPA2/WPA,-65,1,Technico,Broadband,14.645865,121.059018
2018-04-10 17:48:43,2018-04-03 16:03:39.575909,36:69:87:5e:57:43,Fantastic Beasts,WPA2/WPA,-90,1,None,Unidentified,14.645758,121.059007
2018-04-10 17:57:49,2018-04-03 16:12:46.069296,78:c1:a7:02:90:f8,BEBESHKA,WPA,-72,11,Zte,Unidentified,14.645827,121.05879
