Common,116
GPS Time,LastUpdt(WDB),MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 22:49:56,2018-04-24 14:49:56.496722,54:e6:fc:e4:bc:10,marzan-net,WPA2,-69,1,Tp-LinkT,none,14.644207,121.059915
2018-04-24 22:46:14,2018-04-24 14:46:15.218824,cc:06:77:60:51:d8,Llave Family 2.4G,WPA2/WPA,-69,5,Fiberhom,none,14.643717,121.059723
2018-04-24 22:53:49,2018-04-24 14:53:49.819048,48:00:33:a7:88:3d,kuwitisqueen,WPA2/WPA,-82,6,Technico,none,14.644380,121.059813
2018-04-24 22:54:52,2018-04-24 14:54:53.436779,00:13:33:fe:92:2f,PLDTHOMEDSL,WPA2/WPA,-54,11,Baudtec,none,14.644902,121.059700
2018-04-24 22:52:37,2018-04-24 14:52:38.020601,4c:81:20:f3:c0:63,PLDTHOMEDSL3C063,WPA2/WPA,-58,11,TaicangT,none,14.644267,121.060292
2018-04-24 22:49:54,2018-04-24 14:49:55.173927,48:00:33:a7:88:41,SKYbroadband883E,WPA2/WPA,-73,1,Technico,none,14.644202,121.059897
2018-04-24 22:46:12,2018-04-24 14:46:12.902775,10:44:00:16:02:61,memimomu,WPA2,-72,2,HuaweiTe,none,14.643728,121.059717
2018-04-24 22:50:14,2018-04-24 14:50:15.154475,00:1a:ef:42:09:8b,DietDiva,WPA2/WPA,-74,3,Loopcomm,none,14.644217,121.060090
2018-04-24 22:54:44,2018-04-24 14:54:44.695667,4e:f9:5d:85:c5:09,Gaming,WPA2/WPA,-59,6,None,none,14.644830,121.059723
2018-04-24 22:54:10,2018-04-24 14:54:10.599211,74:cc:39:c9:62:68,Connect ka pa?,WPA2/WPA,-57,6,Fiberhom,none,14.644557,121.059788
2018-04-24 22:52:13,2018-04-24 14:52:13.641166,bc:c0:0f:c8:a9:e8,DIET DIVA PLDT,WPA2/WPA,-59,7,Fiberhom,none,14.644292,121.060500
2018-04-24 22:46:03,2018-04-24 14:46:03.679637,90:61:0c:2c:d9:6a,PLDTHOMEDSL55658,WPA2/WPA,-72,8,FidaInte,none,14.643807,121.059682
2018-04-24 22:48:10,2018-04-24 14:48:11.206135,74:cc:39:ca:5b:48,PLDTHOMEFIBRa5b48,WPA2/WPA,-55,8,Fiberhom,none,14.643223,121.059787
2018-04-24 22:47:20,2018-04-24 14:47:21.401481,e8:de:27:ca:7f:b2,Capinpin_TP,WPA2/WPA,-70,10,Tp-LinkT,none,14.643155,121.059770
2018-04-24 22:56:20,2018-04-24 14:56:20.589436,98:e7:f5:f6:07:bf,Mobile101,WPA2/WPA,-70,10,HuaweiTe,none,14.644717,121.059208
2018-04-24 22:54:31,2018-04-24 14:54:32.045602,ec:1a:59:21:65:c6,belkin.5c6,WPA2,-59,10,BelkinIn,none,14.644718,121.059755
2018-04-24 22:52:16,2018-04-24 14:52:16.892095,80:29:94:67:c0:41,SKYbroadbandC03E,WPA2/WPA,-70,11,Technico,none,14.644292,121.060475
2018-04-24 22:47:19,2018-04-24 14:47:19.574605,e0:8e:3c:1c:29:3f,JJWC1,WPA,-67,11,AztechEl,none,14.643160,121.059765
2018-04-24 22:46:29,2018-04-24 14:46:30.279516,90:61:0c:41:12:55,PLDTHOMEDSLNS,WPA2/WPA,-57,1,FidaInte,none,14.643587,121.059738
2018-04-24 22:50:13,2018-04-24 14:50:14.146526,08:95:2a:5e:12:62,SKYbroadbandE48A,WPA2/WPA,-65,1,Technico,none,14.644217,121.060080
2018-04-24 22:49:01,2018-04-24 14:49:01.434590,90:94:e4:a7:7d:86,BLGF-THINK_Network,WPA2/WPA,-73,3,D-LinkIn,none,14.643797,121.059823
2018-04-24 22:49:00,2018-04-24 14:49:01.013892,74:cc:39:8a:ba:f0,Mcdonalds,WPA2/WPA,-67,3,Fiberhom,none,14.643790,121.059823
2018-04-24 22:47:02,2018-04-24 14:47:03.065084,70:5a:9e:41:50:5e,SKYbroadband505B,WPA2/WPA,-67,11,Technico,none,14.643297,121.059728
2018-04-24 22:48:22,2018-04-24 14:48:22.997245,d4:6e:0e:e4:2f:b4,TJA-LINK_2.4G,WPA2,-62,2,Tp-LinkT,none,14.643308,121.059778
2018-04-24 22:45:56,2018-04-24 14:45:57.024388,c6:8e:8f:99:d9:36,DIRECT-6B-BRAVIA,WPA2,-86,3,None,none,14.643867,121.059690
2018-04-24 22:52:44,2018-04-24 14:52:45.302456,88:3f:d3:06:11:d8,HUAWEI-r3kw,WPA2/WPA,-69,4,HuaweiTe,none,14.644267,121.060223
2018-04-24 22:47:01,2018-04-24 14:47:01.965559,bc:c0:0f:2e:cc:48,PLDTHOMEFIBRecc48,WPA2/WPA,-55,9,Fiberhom,none,14.643305,121.059730
2018-04-24 22:47:02,2018-04-24 14:47:02.939428,fc:8b:97:ec:4d:be,PLDTMyDSL,WPA2/WPA,-64,11,Shenzhen,none,14.643297,121.059728
2018-04-24 22:47:40,2018-04-24 14:47:40.698094,00:26:75:f5:db:60,JJWC,WPA,-63,11,AztechEl,none,14.643013,121.059810
2018-04-24 22:47:07,2018-04-24 14:47:08.503040,14:ab:f0:4d:ab:f0,ARRIS-CAPINPIN,WPA2,-81,1,ArrisGro,none,14.643258,121.059730
2018-04-24 22:47:27,2018-04-24 14:47:28.049881,08:10:73:56:2f:8f,secret,WPA2,-65,1,None,none,14.643105,121.059793
2018-04-24 22:46:17,2018-04-24 14:46:18.019348,34:ce:00:70:29:91,TJA48_plus,WPA2/WPA,-76,5,XiaomiEl,none,14.643695,121.059732
2018-04-24 22:48:26,2018-04-24 14:48:27.421247,88:3f:d3:2c:1f:40,La Vie,WPA2/WPA,-70,6,HuaweiTe,none,14.643368,121.059778
2018-04-24 22:46:54,2018-04-24 14:46:55.210951,f4:9e:ef:d0:b3:c0,PLDTHOMEDSL0B3C0,WPA2/WPA,-54,5,TaicangT,none,14.643360,121.059730
2018-04-24 22:48:08,2018-04-24 14:48:08.776369,e4:72:e2:f3:9d:f8,TJA48,WPA2/WPA,-74,5,HuaweiTe,none,14.643210,121.059790
2018-04-24 22:47:11,2018-04-24 14:47:12.402635,b0:05:94:b5:17:e7,PS4-D96D3E926BD6,WPA2,-82,6,LiteonTe,none,14.643227,121.059735
2018-04-24 22:47:54,2018-04-24 14:47:55.192544,bc:c0:0f:cb:74:78,PLDTHOMEFIBRb7478,WPA2/WPA,-62,8,Fiberhom,none,14.643058,121.059803
2018-04-24 22:48:23,2018-04-24 14:48:23.467017,c6:8e:8f:03:f7:57,DIRECT-VF-BRAVIA,WPA2,-88,3,None,none,14.643323,121.059778
2018-04-24 22:48:26,2018-04-24 14:48:26.297561,74:cc:39:ba:c4:e0,PLDT_LEE,WPA2/WPA,-82,4,Fiberhom,none,14.643368,121.059778
2018-04-24 22:48:26,2018-04-24 14:48:26.813642,f0:98:38:07:b9:9c,KATKENKAI,WPA2/WPA,-81,5,HuaweiTe,none,14.643368,121.059778
2018-04-24 22:48:24,2018-04-24 14:48:25.228690,70:5a:9e:83:fc:4c,ilovecoffeesciencecenter,WPA2/WPA,-71,6,Technico,none,14.643335,121.059778
2018-04-24 22:47:33,2018-04-24 14:47:33.879692,00:22:6b:89:e5:0c,Palads WiFi,WPA2/WPA,-74,6,Cisco-Li,none,14.643047,121.059803
2018-04-24 22:48:33,2018-04-24 14:48:33.572486,74:cc:39:87:fa:78,NewPrivateNetwork_PLDT,WPA2,-84,9,Fiberhom,none,14.643480,121.059802
2018-04-24 22:46:44,2018-04-24 14:46:45.035628,90:61:0c:1f:6a:ea,PLDTHOMEDSLBEEHIVE,WPA2/WPA,-88,11,FidaInte,none,14.643433,121.059732
2018-04-24 22:46:44,2018-04-24 14:46:44.914607,fc:f5:28:3e:13:68,PLDTMyDSLD-Family,WPA2/WPA,-82,11,ZyxelCom,none,14.643433,121.059732
2018-04-24 22:46:47,2018-04-24 14:46:47.857914,90:61:0c:33:6b:84,INSULA,WPA2/WPA,-81,1,FidaInte,none,14.643417,121.059733
2018-04-24 22:46:48,2018-04-24 14:46:48.895894,c0:c1:c0:2b:da:09,SGDEMPLOYEE,WPA2,-71,1,Cisco-Li,none,14.643408,121.059735
2018-04-24 22:47:25,2018-04-24 14:47:25.698237,00:13:33:f5:cb:9a,PLDTHOMEDSL,WPA2/WPA,-51,1,Baudtec,none,14.643123,121.059775
2018-04-24 22:48:04,2018-04-24 14:48:05.103427,34:ce:00:73:62:4f,TJA48-2_plus,WPA2/WPA,-52,2,XiaomiEl,none,14.643163,121.059792
2018-04-24 22:47:10,2018-04-24 14:47:10.929878,94:0e:6b:66:4f:ea,B310_64FEA,WPA2/WPA,-83,4,HuaweiTe,none,14.643235,121.059733
2018-04-24 22:47:08,2018-04-24 14:47:08.759452,d4:6e:0e:98:56:ee,TJA48-2,WPA2,-79,2,Tp-LinkT,none,14.643252,121.059732
2018-04-24 22:47:24,2018-04-24 14:47:24.894734,48:fd:8e:b9:42:d4,MYKES GRILL,WPA2/WPA,-81,1,HuaweiTe,none,14.643128,121.059775
2018-04-24 22:47:26,2018-04-24 14:47:27.590946,00:26:75:f5:d7:50,AAntss,WPA2,-70,2,AztechEl,none,14.643113,121.059785
2018-04-24 22:47:21,2018-04-24 14:47:22.303259,e0:8e:3c:1c:50:d3,JJWC2,WPA,-76,10,AztechEl,none,14.643150,121.059773
2018-04-24 22:47:21,2018-04-24 14:47:21.933501,00:26:75:f6:e8:34,EDDED,WPA,-80,11,AztechEl,none,14.643150,121.059773
2018-04-24 22:47:24,2018-04-24 14:47:24.708266,74:a5:28:13:32:5b,tiggs 1965,WPA2,-92,1,HuaweiTe,none,14.643128,121.059775
2018-04-24 22:48:35,2018-04-24 14:48:36.202951,48:f8:b3:08:ab:82,168,WPA,-90,11,Cisco-Li,none,14.643513,121.059812
2018-04-24 22:48:28,2018-04-24 14:48:28.447420,00:0f:02:6b:45:ac,cdrking_45AC,WPA2,-88,7,Digicube,none,14.643397,121.059783
2018-04-24 22:56:23,2018-04-24 14:56:23.729244,34:ce:00:1e:a3:cb,MARCELO3_plus,WPA2/WPA,-62,10,XiaomiEl,none,14.644695,121.059187
2018-04-24 22:55:19,2018-04-24 14:55:20.109945,6e:b0:ce:20:7b:98,NETGEAR-Guest,WPA2,-63,6,None,none,14.645040,121.059538
2018-04-24 22:53:43,2018-04-24 14:53:44.467979,88:3f:d3:2c:54:d8,Pascual Nation D Great,WPA2/WPA,-73,3,HuaweiTe,none,14.644342,121.059808
2018-04-24 22:52:18,2018-04-24 14:52:19.209909,1a:74:2e:94:35:cc,xNonex,WPA2,-67,11,None,none,14.644293,121.060458
2018-04-24 22:52:20,2018-04-24 14:52:21.388775,00:25:9c:c9:e8:79,linksys,OPN,-68,11,Cisco-Li,none,14.644288,121.060447
2018-04-24 22:52:10,2018-04-24 14:52:10.950590,ec:8a:4c:a6:68:6c,bayanDSLWiFi_686C,WPA2/WPA,-56,3,Zte,none,14.644293,121.060522
2018-04-24 22:52:11,2018-04-24 14:52:12.321515,70:5a:9e:da:3a:25,SKYLaz,WPA2/WPA,-68,5,Technico,none,14.644293,121.060513
2018-04-24 22:52:02,2018-04-24 14:52:03.162472,78:c1:a7:23:af:52,SA WAKAS,WPA,-61,11,Zte,none,14.644282,121.060570
2018-04-24 22:51:59,2018-04-24 14:52:00.509060,90:61:0c:2e:98:25,PLDTHOMEDSLbulok,WPA2/WPA,-64,11,FidaInte,none,14.644278,121.060590
2018-04-24 22:50:23,2018-04-24 14:50:23.968659,5c:f2:86:2b:90:02,xNonex,WPA2/WPA,-89,7,IeeeRegi,none,14.644210,121.060170
2018-04-24 22:50:24,2018-04-24 14:50:24.358638,8c:4c:ad:07:3d:83,DeeCar Automated,WPA2,-85,8,Evoluzn,none,14.644210,121.060178
2018-04-24 22:51:41,2018-04-24 14:51:42.006277,88:3f:d3:06:45:0c,Casabongga,WPA2/WPA,-58,11,HuaweiTe,none,14.644270,121.060713
2018-04-24 22:51:09,2018-04-24 14:51:10.266058,78:c1:a7:23:46:ce,Jeri,WPA,-80,1,Zte,none,14.644202,121.060563
2018-04-24 22:51:10,2018-04-24 14:51:10.727640,70:54:d2:0e:f9:af,40e1fb,WPA2/WPA,-68,1,Pegatron,none,14.644200,121.060570
2018-04-24 22:50:33,2018-04-24 14:50:33.617675,48:f8:b3:e0:c4:6b,Almeda.Wifi.2ndFloor,WPA2,-75,2,Cisco-Li,none,14.644218,121.060260
2018-04-24 22:50:33,2018-04-24 14:50:33.989935,3a:f7:3d:af:ee:f3,xNonex,WPA2,-87,2,None,none,14.644218,121.060260
2018-04-24 22:51:20,2018-04-24 14:51:20.982026,bc:c0:0f:7b:74:e0,Los Otros,WPA2/WPA,-58,8,Fiberhom,none,14.644197,121.060635
2018-04-24 22:51:18,2018-04-24 14:51:18.937438,bc:c0:0f:bf:6d:10,PLDTHOMEFIBRf6d10,WPA2/WPA,-71,8,Fiberhom,none,14.644202,121.060615
2018-04-24 22:51:33,2018-04-24 14:51:33.620948,e8:61:7e:63:e0:55,PS4-2226EC77C186,WPA2,-82,5,LiteonTe,none,14.644255,121.060755
2018-04-24 22:51:00,2018-04-24 14:51:01.159761,bc:c0:0f:7b:d9:e0,FIBERHOME_bd9e0,WPA2/WPA,-86,8,Fiberhom,none,14.644212,121.060487
2018-04-24 22:52:00,2018-04-24 14:52:01.217947,bc:98:89:9c:55:b1,xNonex,OPN,-87,11,Fiberhom,none,14.644278,121.060583
2018-04-24 22:51:06,2018-04-24 14:51:07.005856,48:00:33:f3:08:7d,SKYbroadband087A,WPA2/WPA,-91,11,Technico,none,14.644207,121.060538
2018-04-24 22:51:09,2018-04-24 14:51:10.038874,20:25:64:cc:ed:01,99031d,WPA2/WPA,-80,1,Pegatron,none,14.644202,121.060563
2018-04-24 22:51:14,2018-04-24 14:51:15.288656,58:70:c6:fc:43:8d,YICarCam_fc438d,WPA2,-68,5,Shanghai,none,14.644197,121.060592
2018-04-24 22:51:13,2018-04-24 14:51:14.277411,1c:74:0d:1a:6d:34,PLDTHOMEDSLIZHPQ,WPA2/WPA,-88,4,ZyxelCom,none,14.644198,121.060587
2018-04-24 22:52:18,2018-04-24 14:52:19.461740,e8:4e:84:b2:aa:f3,Expensive taste,WPA2,-76,11,SamsungE,none,14.644293,121.060458
2018-04-24 22:52:38,2018-04-24 14:52:39.125489,bc:98:89:9c:55:b0,PLDTHOMEFIBRcharles,WPA2/WPA,-87,11,Fiberhom,none,14.644265,121.060282
2018-04-24 22:52:21,2018-04-24 14:52:21.703996,b0:4e:26:02:99:ac,Anonymous2,WPA2/WPA,-89,11,Tp-LinkT,none,14.644287,121.060437
2018-04-24 22:53:07,2018-04-24 14:53:08.172792,82:d0:9b:5c:13:d4,Y221 9361,WPA2,-92,6,None,none,14.644270,121.060007
2018-04-24 22:55:23,2018-04-24 14:55:24.431862,bc:c0:0f:1f:8f:f0,PLDT F9,WPA2/WPA,-55,9,Fiberhom,none,14.645047,121.059503
2018-04-24 22:56:07,2018-04-24 14:56:07.778019,90:61:0c:11:18:99,PLDTMyDSL,WPA2/WPA,-82,11,FidaInte,none,14.644778,121.059273
2018-04-24 22:55:09,2018-04-24 14:55:09.961343,00:1f:fb:c6:61:89,HomeBro_ULTERA,WPA2,-84,11,GreenPac,none,14.644990,121.059622
2018-04-24 22:54:55,2018-04-24 14:54:56.468327,88:d2:74:86:c5:20,bayanDSLWIFI_C520,WPA2/WPA,-79,1,Zte,none,14.644920,121.059695
2018-04-24 22:56:11,2018-04-24 14:56:12.660977,70:5a:9e:40:f5:e2,SKYbroadbandF5DF,WPA2/WPA,-85,1,Technico,none,14.644755,121.059253
2018-04-24 22:54:22,2018-04-24 14:54:22.937210,04:02:1f:18:64:99,WIFEYKO,WPA2/WPA,-73,5,HuaweiTe,none,14.644643,121.059768
2018-04-24 22:55:17,2018-04-24 14:55:18.134813,00:e0:20:51:3a:1e,PLDT F9-2,WPA2/WPA,-65,4,Tecnomen,none,14.645033,121.059557
2018-04-24 22:54:25,2018-04-24 14:54:25.993707,0e:41:58:00:82:c9,SUNSHINE,WPA2,-83,5,None,none,14.644668,121.059767
2018-04-24 22:54:26,2018-04-24 14:54:27.603365,00:23:69:4f:cb:05,bayanDSL111,WPA2/WPA,-87,6,Cisco-Li,none,14.644678,121.059767
2018-04-24 22:54:56,2018-04-24 14:54:56.829580,a4:7e:39:ad:fa:e8,NAIA Terminal 6,WPA2,-81,2,Zte,none,14.644930,121.059692
2018-04-24 22:55:56,2018-04-24 14:55:56.685227,cc:06:77:5e:7f:d0,PLDTHOMEFIBRe7fd0,WPA2/WPA,-47,5,Fiberhom,none,14.644848,121.059335
2018-04-24 22:56:05,2018-04-24 14:56:06.004974,d0:b2:c4:2b:f5:1a,MARCELO2,WPA2/WPA,-63,11,Technico,none,14.644790,121.059287
2018-04-24 22:55:47,2018-04-24 14:55:48.211808,c8:d7:19:19:75:6a,MARCELO3,WPA2,-76,10,Cisco-Li,none,14.644912,121.059373
2018-04-24 22:56:17,2018-04-24 14:56:18.254744,c0:3f:0e:d6:5c:f2,Carlos Maningat,WPA2,-73,6,Netgear,none,14.644732,121.059230
2018-04-24 22:56:20,2018-04-24 14:56:20.715650,50:09:59:db:0b:e6,3 Idiots in the SKY ,WPA2/WPA,-84,9,Technico,none,14.644717,121.059208
2018-04-24 22:57:02,2018-04-24 14:57:03.306449,90:61:0c:11:d6:cb,PLDTMyDSL,WPA2/WPA,-63,11,FidaInte,none,14.644573,121.058885
2018-04-24 22:58:06,2018-04-24 14:58:06.947074,38:d5:47:0d:ce:3c,ASUS,WPA2,-50,6,AsustekC,none,14.644523,121.058227
2018-04-24 22:57:53,2018-04-24 14:57:53.850840,bc:c0:0f:7b:e4:58,razacimo24,WPA2/WPA,-58,9,Fiberhom,none,14.644515,121.058333
2018-04-24 22:56:29,2018-04-24 14:56:29.746605,14:b7:f8:64:90:47,SKYbroadband9044,WPA2,-74,1,Technico,none,14.644658,121.059138
2018-04-24 22:56:26,2018-04-24 14:56:27.597567,48:00:33:a8:8d:7d,maningat,WPA2/WPA,-83,1,Technico,none,14.644678,121.059163
2018-04-24 22:56:48,2018-04-24 14:56:49.114100,f0:8c:fb:7f:ec:d0,PLDTHOMEFIBR_7fecd0,WPA2/WPA,-74,2,Fiberhom,none,14.644592,121.058997
2018-04-24 22:56:16,2018-04-24 14:56:16.674743,00:23:69:32:d2:18,MARCELO1,WPA2,-79,6,Cisco-Li,none,14.644737,121.059235
2018-04-24 22:56:21,2018-04-24 14:56:21.926413,48:f8:b3:66:72:9a,cisco,WPA2/WPA,-87,10,Cisco-Li,none,14.644710,121.059203
2018-04-24 22:56:48,2018-04-24 14:56:49.488766,50:8f:4c:4b:56:b7,BhPP-cmF5bW9uZHYxMDg0,OPN,-75,1,XiaomiCo,none,14.644592,121.058997
2018-04-24 22:56:47,2018-04-24 14:56:48.234164,90:61:0c:35:52:a9,PLDTHOMEDSL21161,WPA2/WPA,-87,1,FidaInte,none,14.644593,121.059003
2018-04-24 22:59:12,2018-04-24 14:59:13.358605,00:18:f8:70:f5:2b,linksys4f,WPA2,-70,11,Cisco-Li,none,14.644495,121.057643
2018-04-24 22:57:59,2018-04-24 14:58:00.264539,fc:b4:e6:a9:0a:45,SKYbroadbandC89F,WPA2/WPA,-59,1,AskeyCom,none,14.644523,121.058287
2018-04-24 22:58:22,2018-04-24 14:58:22.875270,cc:06:77:e1:40:c0,piggy,WPA2/WPA,-57,5,Fiberhom,none,14.644503,121.058123
2018-04-24 22:58:26,2018-04-24 14:58:27.081290,ec:08:6b:5b:27:ef,TP-LINK_27EF,WPA2/WPA,-58,6,Tp-LinkT,none,14.644498,121.058090
2018-04-24 22:57:10,2018-04-24 14:57:10.733960,84:16:f9:70:42:18,mariano,WPA2,-84,6,Tp-LinkT,none,14.644565,121.058805
2018-04-24 22:58:42,2018-04-24 14:58:43.224731,cc:06:77:70:7b:f8,PLDTHOMEFIBR07bf8,WPA2/WPA,-79,5,Fiberhom,none,14.644493,121.057920
2018-04-24 22:57:49,2018-04-24 14:57:50.367323,00:13:33:ed:62:78,PLDTHOMEDSL,WPA2/WPA,-74,6,Baudtec,none,14.644513,121.058373
2018-04-24 22:58:08,2018-04-24 14:58:09.093758,38:d5:47:0d:ce:39,ASUS_RPT,WPA2,-64,6,AsustekC,none,14.644522,121.058212
2018-04-24 22:58:48,2018-04-24 14:58:49.092254,bc:c0:0f:20:10:98,PLDTHOMEFIBR01098,WPA2/WPA,-69,9,Fiberhom,none,14.644492,121.057863
2018-04-24 22:58:50,2018-04-24 14:58:50.630006,94:fb:b2:59:f1:58,PLDTHOMEDSL,WPA2/WPA,-67,11,Shenzhen,none,14.644492,121.057843
2018-04-24 22:58:20,2018-04-24 14:58:20.649406,14:b7:f8:63:33:ee,SKYbroadband33EB,WPA2,-58,1,Technico,none,14.644502,121.058140
2018-04-24 22:58:00,2018-04-24 14:58:00.999498,80:29:94:67:5f:3d,SKYbroadband5F3A,WPA2/WPA,-71,1,Technico,none,14.644525,121.058278
2018-04-24 23:00:05,2018-04-24 15:00:06.393546,8c:68:c8:c0:1e:3f,bayanDSLWIFI_1E3F,WPA2/WPA,-57,10,None,none,14.644670,121.057385
2018-04-24 22:58:33,2018-04-24 14:58:34.293546,00:16:01:ae:a0:b7,Buffalo,WPA,-78,11,Buffalo,none,14.644490,121.058033
2018-04-24 22:58:38,2018-04-24 14:58:38.687057,20:25:64:c7:09:41,Valar morghulis,WPA2/WPA,-82,1,Pegatron,none,14.644493,121.057972
2018-04-24 22:57:43,2018-04-24 14:57:43.595287,76:4a:a4:c9:24:b2,DIO,WPA2/WPA,-91,1,None,none,14.644513,121.058432
2018-04-24 22:58:32,2018-04-24 14:58:32.880673,00:0e:f4:db:d2:7c,PLDTHOMEDSL,WPA2/WPA,-69,11,KasdaNet,none,14.644493,121.058042
2018-04-24 22:57:56,2018-04-24 14:57:57.318108,b8:55:10:98:b7:1c,Meepo,WPA2/WPA,-82,11,ZioncomE,none,14.644520,121.058312
2018-04-24 22:58:12,2018-04-24 14:58:12.861385,f0:8c:fb:81:e4:18,PLDTHOMEFIBR_81e418,WPA2/WPA,-92,10,Fiberhom,none,14.644517,121.058190
2018-04-24 22:59:31,2018-04-24 14:59:31.837861,cc:06:77:1e:f8:40,FREE WIFI,WPA2/WPA,-77,11,Fiberhom,none,14.644485,121.057503
2018-04-24 22:58:56,2018-04-24 14:58:56.585904,90:61:0c:37:76:e9,PLDTHOMEDSL30441,WPA2/WPA,-73,1,FidaInte,none,14.644475,121.057790
2018-04-24 22:59:16,2018-04-24 14:59:16.848280,48:00:33:a7:88:85,SKYbroadband8882,WPA2/WPA,-82,1,Technico,none,14.644492,121.057613
2018-04-24 22:58:31,2018-04-24 14:58:32.731207,c8:3a:35:51:d4:00,Ofelg,WPA,-89,10,TendaTec,none,14.644492,121.058047
2018-04-24 22:58:32,2018-04-24 14:58:32.964395,bc:96:80:2b:20:d5,PLDTMyDSL,WPA2/WPA,-86,11,Shenzhen,none,14.644493,121.058042
2018-04-24 22:58:36,2018-04-24 14:58:37.423748,e0:8e:3c:1a:7a:f7,bayanDSLWIFI_7AF7,WPA2/WPA,-89,1,AztechEl,none,14.644488,121.057997
2018-04-24 22:59:52,2018-04-24 14:59:52.889775,80:29:94:67:88:c1,DACKYGIRL,WPA2/WPA,-66,1,Technico,none,14.644585,121.057423
2018-04-24 22:59:16,2018-04-24 14:59:17.634137,48:fd:8e:b9:1b:94,rylaiah,WPA2/WPA,-86,2,HuaweiTe,none,14.644492,121.057613
2018-04-24 22:59:19,2018-04-24 14:59:20.230315,ac:f9:70:ec:28:b4,SARMIENTO,WPA2/WPA,-72,3,HuaweiTe,none,14.644493,121.057588
2018-04-24 23:00:14,2018-04-24 15:00:15.154350,bc:c0:0f:2e:88:70,PLDTHOMEFIBRe8870,WPA2/WPA,-58,3,Fiberhom,none,14.644747,121.057380
2018-04-24 22:59:10,2018-04-24 14:59:10.828295,70:9f:2d:a0:44:40,BayanDsl,WPA2/WPA,-86,10,Zte,none,14.644495,121.057657
2018-04-24 22:59:28,2018-04-24 14:59:29.317870,94:0e:6b:65:e2:67,xNonex,WPA2/WPA,-73,11,HuaweiTe,none,14.644487,121.057523
2018-04-24 22:59:12,2018-04-24 14:59:13.089827,00:26:75:f9:d8:6e,bayanDSLWiFi_D86E,WPA2/WPA,-89,11,AztechEl,none,14.644495,121.057643
2018-04-24 22:59:12,2018-04-24 14:59:12.751017,60:38:e0:13:23:4e,Banana,WPA2,-89,11,BelkinIn,none,14.644495,121.057643
2018-04-24 22:59:12,2018-04-24 14:59:12.768669,62:38:e0:10:23:4e,Banana-guest,OPN,-91,11,None,none,14.644495,121.057643
2018-04-24 22:59:13,2018-04-24 14:59:14.025454,f0:8c:fb:81:b5:c8,PLDTHOMEFIBR123,WPA2/WPA,-92,12,Fiberhom,none,14.644493,121.057637
2018-04-24 22:59:54,2018-04-24 14:59:55.110345,08:86:3b:30:8e:fc,dawasari.,WPA2/WPA,-66,1,BelkinIn,none,14.644592,121.057413
2018-04-24 22:59:34,2018-04-24 14:59:35.275632,fc:b4:e6:a9:0b:46,SKYbroadband7A7A,WPA2/WPA,-86,1,AskeyCom,none,14.644492,121.057482
2018-04-24 22:59:20,2018-04-24 14:59:21.107964,88:3f:d3:05:cc:74,Seven_Dragons,WPA2/WPA,-92,4,HuaweiTe,none,14.644493,121.057583
2018-04-24 22:59:59,2018-04-24 15:00:00.382086,cc:06:77:e1:6c:38,Allen Fiber,WPA2/WPA,-62,5,Fiberhom,none,14.644625,121.057390
2018-04-24 23:00:45,2018-04-24 15:00:46.302307,b8:55:10:2b:0d:5c,Threelogy new,WPA2,-57,11,ZioncomE,none,14.645015,121.057342
2018-04-24 23:00:50,2018-04-24 15:00:50.835648,f0:98:38:07:d1:fc,HUAWEI-NNyf,WPA2/WPA,-59,1,HuaweiTe,none,14.645055,121.057322
2018-04-24 23:00:50,2018-04-24 15:00:50.583755,e0:8e:3c:1f:f5:d3,bayanDSLWIFI_F5D3,WPA2/WPA,-60,1,AztechEl,none,14.645055,121.057322
2018-04-24 23:01:09,2018-04-24 15:01:10.005778,f4:9e:ef:a0:cf:20,PLDTHOMEDSL0CF20,WPA2,-63,1,TaicangT,none,14.645162,121.057278
2018-04-24 22:59:34,2018-04-24 14:59:35.159648,e0:8e:3c:21:37:3b,MABAIT ST,WPA2/WPA,-88,1,AztechEl,none,14.644492,121.057482
2018-04-24 22:59:58,2018-04-24 14:59:59.350022,2a:56:5a:bb:53:82,DIRECT-L9-BRAVIA,WPA2,-69,5,None,none,14.644617,121.057388
2018-04-24 23:01:15,2018-04-24 15:01:16.388027,00:13:33:fa:bb:00,PLDTHOMEDSL,WPA2/WPA,-68,9,Baudtec,none,14.645213,121.057302
2018-04-24 23:01:05,2018-04-24 15:01:06.404084,02:23:eb:22:6b:f7,AHFLAT5,WPA2/WPA,-76,1,None,none,14.645132,121.057282
2018-04-24 23:00:48,2018-04-24 15:00:49.247464,94:46:96:18:f0:fa,PLDTHOMEDSLSISON,WPA2/WPA,-73,1,Baudtec,none,14.645040,121.057332
2018-04-24 23:02:24,2018-04-24 15:02:25.327080,00:13:33:ef:dd:bf,xNonex,WPA2,-57,5,Baudtec,none,14.645805,121.057262
2018-04-24 23:00:42,2018-04-24 15:00:43.274269,94:46:96:13:ac:f5,PLDTHOMEDSLDMD00,WPA2/WPA,-85,10,Baudtec,none,14.644987,121.057347
2018-04-24 23:00:42,2018-04-24 15:00:43.338946,e4:18:6b:c2:3f:30,xNonex,WPA2/WPA,-83,10,ZyxelCom,none,14.644987,121.057347
