Common,742,,,,,,,,,,,
GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude,Persistence,Dates Seen
4/10/2018 17:48,03:01.3,e0:8e:3c:22:66:f7,d11b,WPA2/WPA,-89,1,AztechEl,Unidentified,14.645273,121.060237,1,"04/10/2018, "
4/10/2018 17:48,03:04.2,ec:08:6b:82:b5:3e,neil oxales,WPA2,-74,2,Tp-LinkT,Unidentified,14.645357,121.06017,4,"04/05/2018, 04/10/2018, "
4/10/2018 18:04,19:14.0,00:26:75:ea:e5:8c,christa,WPA,-74,2,AztechEl,Unidentified,14.645355,121.060278,4,"04/10/2018, "
4/10/2018 17:48,03:03.9,d8:fe:e3:73:8d:22,parfund,WPA2/WPA,-86,3,D-LinkIn,Unidentified,14.645357,121.06017,5,"04/10/2018, 03/22/2018, 04/05/2018, "
4/10/2018 17:48,03:06.8,94:46:96:18:04:ba,PLDTHOMEDSLT2TT0,WPA2/WPA,-83,5,Baudtec,Broadband,14.645452,121.059998,2,"04/10/2018, "
4/10/2018 18:04,19:16.0,00:23:69:4f:cb:05,bayanDSL111,WPA2/WPA,-83,6,Cisco-Li,Unidentified,14.645267,121.060308,4,"04/10/2018, "
4/10/2018 18:05,20:51.4,74:cc:39:97:d5:c8,FIBERHOME_7d5c8,WPA2/WPA,-88,4,Fiberhom,Fiber,14.645125,121.06027,2,"04/10/2018, "
4/10/2018 18:04,19:17.9,c0:c1:c0:e7:d2:9a,Reese!-guest,OPN,-91,6,Cisco-Li,Unidentified,14.645148,121.06032,1,"04/10/2018, "
4/10/2018 18:04,19:18.2,48:00:33:f2:cc:95,SKYbroadbandCC92,WPA2/WPA,-81,6,Technico,Broadband,14.645148,121.06032,1,"04/10/2018, "
4/10/2018 18:05,20:54.8,08:10:74:68:1f:df,lrc2,WPA,-87,6,None,Unidentified,14.645317,121.0602,1,"04/10/2018, "
31:25.8,31:25.8,18:de:d7:34:4c:cc,HUAWEI-uAu6,WPA2/WPA,-75,5,HuaweiTe,Unidentified,14.645432,121.060898,20,"04/03/2018, 03/22/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
05:47.0,05:47.0,c8:3a:35:3b:3b:38,Gallifrey,WPA,-79,11,TendaTec,Unidentified,14.645413,121.06076,6,"03/22/2018, 04/03/2018, 04/05/2018, "
51:51.2,51:51.2,00:13:33:ed:60:48,PLDTHOMEDSL,WPA2/WPA,-59,11,Baudtec,Broadband,14.645062,121.060892,23,"03/22/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
51:53.4,51:53.4,cc:06:77:61:f6:08,PLCPD,WPA2/WPA,-73,1,Fiberhom,Fiber,14.645168,121.060873,19,"03/22/2018, 03/14/2018, 04/10/2018, 04/03/2018, 04/05/2018, "
51:53.3,51:53.3,00:13:33:fb:45:3c,xNonex,OPN,-68,1,Baudtec,Unidentified,14.645135,121.060878,13,"03/22/2018, 04/03/2018, 04/05/2018, "
05:42.5,05:42.5,60:31:97:b4:71:96,PLDTMyDSLBiz00780,WPA2/WPA,-83,8,ZyxelCom,Broadband,14.645152,121.060777,6,"04/03/2018, 04/05/2018, "
51:54.0,51:54.0,9c:2a:70:2b:15:7d,HP-Print-7D-LaserJet 1102,OPN,-83,1,HonHaiPr,Unidentified,14.645168,121.060873,6,"04/10/2018, 04/03/2018, 04/05/2018, "
05:46.7,05:46.7,00:13:33:dc:c2:92,PLDTHOMEDSLLVMANN,WPA2/WPA,-85,11,Baudtec,Broadband,14.645413,121.06076,3,"04/03/2018, 04/05/2018, "
4/5/2018 14:19,08:54.6,00:e0:20:3b:00:75,Tenda_4377D0_Ext 4,WPA2/WPA,-72,6,Tecnomen,Unidentified,14.645422,121.060798,18,"04/03/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
4/5/2018 14:19,09:00.9,00:13:33:ed:60:4c,B79e,WPA2/WPA,-60,10,Baudtec,Unidentified,14.645127,121.060827,21,"03/22/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
4/5/2018 13:42,31:58.6,6c:27:79:b5:5b:9a,Hi po,WPA2,-78,11,Microsof,Phone,14.64528,121.060883,8,"04/05/2018, 04/10/2018, 03/14/2018, "
4/5/2018 14:19,09:01.9,00:13:33:e8:f8:31,PLDTHOMEDSL,WPA2/WPA,-56,11,Baudtec,Broadband,14.645098,121.060832,28,"04/03/2018, 03/22/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
4/5/2018 14:19,09:00.2,00:13:33:e1:9b:5c,PLDTHOMEDSL,WPA2/WPA,-64,11,Baudtec,Broadband,14.645127,121.060827,22,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
4/5/2018 13:42,32:00.5,88:d2:74:86:d2:0f,abegnot,WPA2/WPA,-72,11,Zte,Unidentified,14.645143,121.060888,24,"04/05/2018, 04/10/2018, 03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:19,09:06.7,14:b7:f8:62:66:cc,PREMIERADENTISTA OFFICE,WPA2,-67,1,Technico,Unidentified,14.645035,121.06084,6,"03/14/2018, 04/05/2018, 04/03/2018, "
4/5/2018 14:08,57:24.5,e4:77:23:a5:0c:cc,bayanDSLWiFi_0CCC,WPA2/WPA,-63,4,Zte,Unidentified,14.645245,121.060887,21,"04/03/2018, 04/05/2018, "
4/5/2018 14:19,08:58.5,8c:79:67:b6:4a:82,GLOBE_B64A82,WPA2/WPA,-70,7,Zte,Unidentified,14.645192,121.06081,13,"04/05/2018, "
4/5/2018 14:19,08:55.5,f0:98:38:72:db:98,ZGMKTGCORP,WPA2/WPA,-59,7,HuaweiTe,Unidentified,14.645363,121.060805,21,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
4/5/2018 14:20,09:12.2,74:4a:a4:69:80:28,Twice,WPA2/WPA,-80,7,Zte,Unidentified,14.645025,121.060847,7,"04/03/2018, 04/05/2018, "
4/5/2018 14:19,08:57.3,1c:74:0d:1a:d8:94,PLDTHOMEDSLO5EOF,WPA2/WPA,-79,7,ZyxelCom,Broadband,14.645303,121.060805,3,"04/05/2018, 04/03/2018, "
4/5/2018 13:43,32:33.5,5c:6a:80:a3:f7:87,ASPBAE MANILA,WPA2/WPA,-88,8,ZyxelCom,Unidentified,14.64509,121.060847,3,"04/05/2018, "
4/5/2018 14:19,09:02.0,08:95:2a:e4:a2:19,SKYbroadband7101,WPA2/WPA,-77,11,Technico,Broadband,14.645098,121.060832,4,"04/03/2018, 04/05/2018, "
4/5/2018 14:20,09:14.3,00:26:75:f5:fe:bc,Premiera Dentista,WPA,-76,9,AztechEl,Unidentified,14.645025,121.060847,5,"04/03/2018, 04/05/2018, "
35:55.4,35:55.4,00:13:33:e1:c5:5a,PLDTHOMEDSL,WPA2/WPA,-54,5,Baudtec,Broadband,14.645017,121.060933,29,"03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018, "
35:55.0,35:55.0,cc:06:77:60:52:70,PLDTHOMEFIBR05270,WPA2/WPA,-76,4,Fiberhom,Fiber,14.645017,121.060933,13,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
35:57.3,35:57.3,98:de:d0:cc:d4:72,K5MPCTV,WPA2,-72,6,Tp-LinkT,Unidentified,14.645135,121.060918,16,"04/03/2018, 04/05/2018, 04/02/2018, 04/03/2018, 03/14/2018, "
50:54.3,50:54.3,00:13:33:ea:82:37,PLDTHOMEDSL,WPA2/WPA,-59,11,Baudtec,Broadband,14.645303,121.060907,19,"04/03/2018, 04/05/2018, 03/14/2018, "
50:58.1,50:58.1,84:16:f9:ed:7d:f4,flyff for fun,WPA2/WPA,-55,1,Tp-LinkT,Unidentified,14.645158,121.060947,21,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:09,58:20.8,00:13:33:fb:45:39,PLDTHOMEDSL,WPA2/WPA,-67,1,Baudtec,Broadband,14.64517,121.06094,15,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:09,58:21.5,00:13:33:fb:45:3a,xNonex,OPN,-69,1,Baudtec,Unidentified,14.645205,121.060927,15,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:09,58:20.8,00:13:33:fb:45:3d,xNonex,OPN,-68,1,Baudtec,Unidentified,14.64517,121.06094,9,"03/14/2018, 04/05/2018, "
4/5/2018 14:09,58:16.8,00:13:33:f4:44:46,PLDTHOMEDSL,WPA2/WPA,-85,1,Baudtec,Broadband,14.645113,121.060987,1,"04/05/2018, "
17:21.4,17:21.4,f4:9e:ef:d0:56:cc,PLDTHOMEDSLLOR,WPA2/WPA,-70,9,TaicangT,Broadband,14.644738,121.057327,9,"04/13/2018, 04/05/2018, 03/22/2018, 04/13/2018, 04/10/2018, "
17:26.9,17:26.9,2a:56:5a:bb:53:82,DIRECT-Vq-BRAVIA,WPA2,-67,11,None,Unidentified,14.64488,121.057332,7,"04/05/2018, 03/22/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
17:30.1,17:30.1,f0:98:38:07:d1:fc,HUAWEI-NNyf,WPA2/WPA,-74,1,HuaweiTe,Unidentified,14.644878,121.057328,6,"04/02/2018, 04/13/2018, 03/22/2018, 04/05/2018, "
17:28.7,17:28.7,50:09:59:85:05:bd,SKYbroadband05BA,WPA2/WPA,-82,11,Technico,Broadband,14.644882,121.057332,3,"04/02/2018, 03/22/2018, 04/13/2018, "
17:29.3,17:29.3,e4:18:6b:c2:3f:30,RiveraFamily,WPA2/WPA,-84,12,ZyxelCom,Unidentified,14.644882,121.057332,6,"03/22/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
4/13/2018 14:43,31:45.0,cc:06:77:e1:6c:38,Allen Fiber,WPA2/WPA,-56,6,Fiberhom,Fiber,14.644563,121.05744,10,"04/05/2018, 04/13/2018, 04/10/2018, "
4/13/2018 14:44,31:55.7,e0:8e:3c:1f:f5:d3,bayanDSLWIFI_F5D3,WPA2/WPA,-65,1,AztechEl,Unidentified,14.644983,121.057335,6,"04/02/2018, 04/13/2018, 03/22/2018, 04/05/2018, "
4/13/2018 14:43,31:47.5,bc:c0:0f:2e:88:70,PLDTHOMEFIBRe8870,WPA2/WPA,-60,9,Fiberhom,Fiber,14.644675,121.057412,5,"03/22/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
4/13/2018 14:43,31:48.4,f0:98:38:07:74:6c,HUAWEI-2m5B,WPA2/WPA,-64,10,HuaweiTe,Unidentified,14.644712,121.057403,9,"04/10/2018, 04/02/2018, 03/22/2018, 04/05/2018, 04/13/2018, "
4/13/2018 14:44,31:55.9,00:23:eb:22:6b:f7,AHFLAT4,WPA2/WPA,-74,1,Cisco,Unidentified,14.644983,121.057335,5,"04/02/2018, 04/13/2018, 03/22/2018, 04/05/2018, "
4/5/2018 12:35,00:35.8,cc:06:77:5e:7f:d0,PLDTHOMEFIBRe7fd0,WPA2/WPA,-50,5,Fiberhom,Fiber,14.644822,121.059355,5,"04/05/2018, "
4/5/2018 12:35,00:35.7,cc:06:77:76:43:80,Pldtfibre1,WPA2/WPA,-89,6,Fiberhom,Fiber,14.644822,121.059355,1,"04/05/2018, "
4/5/2018 12:35,00:41.4,d0:b2:c4:2b:f5:1a,MARCELO2,WPA2/WPA,-80,11,Technico,Unidentified,14.644978,121.059473,3,"04/05/2018, "
4/5/2018 12:35,00:41.3,c8:d7:19:19:75:6a,MARCELO3,WPA2,-88,10,Cisco-Li,Unidentified,14.644978,121.059473,2,"04/05/2018, "
4/5/2018 12:35,00:42.3,12:a0:96:fe:2f:8e,DIRECT-6K-BRAVIA,WPA2,-89,11,None,Unidentified,14.644988,121.059492,1,"04/05/2018, "
4/5/2018 12:36,01:51.8,6e:b0:ce:20:7b:98,NETGEAR-Guest,WPA2,-71,6,None,Unidentified,14.64495,121.059582,8,"04/05/2018, 04/10/2018, "
4/5/2018 13:15,41:12.4,d8:5d:4c:a7:29:e8,Villanueva,WPA2,-53,1,Tp-LinkT,Unidentified,14.644917,121.059668,8,"04/05/2018, 04/10/2018, "
4/5/2018 12:35,00:46.9,5c:54:6d:43:74:e4,Pakabit Ka WiFi Mo,WPA2/WPA,-77,1,HuaweiTe,Unidentified,14.644908,121.059648,4,"04/05/2018, "
4/5/2018 13:15,41:10.2,cc:06:77:21:76:10,PLDTHOMEFIBR17610,WPA2/WPA,-59,1,Fiberhom,Fiber,14.645005,121.059613,10,"04/05/2018, 04/10/2018, "
4/5/2018 12:35,00:54.6,74:cc:39:97:cc:f8,FIBERHOME_7ccf8,WPA2/WPA,-56,5,Fiberhom,Fiber,14.6446,121.059738,5,"04/05/2018, "
4/5/2018 12:36,01:51.3,4c:f9:5d:85:c5:08,navarro,WPA2/WPA,-70,6,HuaweiTe,Unidentified,14.644923,121.059615,8,"04/05/2018, "
4/5/2018 12:36,01:52.3,6c:b0:ce:20:7b:98,2 Secondary TV East,WPA2,-73,6,Netgear,Unidentified,14.64495,121.059582,7,"04/10/2018, 04/05/2018, "
4/5/2018 13:15,41:19.6,98:e7:f5:f6:07:bf,Mobile101,WPA2/WPA,-79,7,HuaweiTe,Unidentified,14.644588,121.059727,3,"04/05/2018, "
4/5/2018 12:36,01:40.1,74:cc:39:c9:62:68,Connect ka pa?,WPA2/WPA,-61,11,Fiberhom,Fiber,14.64457,121.059717,4,"04/05/2018, "
4/5/2018 12:36,01:40.2,c0:25:e9:61:09:c0,PLDTHOMEFIBR_7ffe80,WPA2/WPA,-88,11,Tp-LinkT,Unidentified,14.64457,121.059717,6,"04/05/2018, 04/10/2018, "
4/10/2018 18:04,19:21.8,b8:3a:08:5b:21:b1,Bundits,WPA2/WPA,-42,8,TendaTec,Unidentified,14.64484,121.060328,18,"04/10/2018, 04/05/2018, 04/03/2018, "
4/10/2018 18:05,20:46.4,50:09:59:85:b9:51,SKYbroadbandB94E,WPA2/WPA,-51,11,Technico,Broadband,14.64471,121.060303,9,"04/10/2018, "
4/10/2018 17:48,02:56.4,74:cc:39:ca:d0:78,mommy,WPA2/WPA,-74,9,Fiberhom,Fiber,14.644922,121.060313,5,"04/10/2018, "
4/10/2018 17:48,02:56.4,08:95:2a:5b:4b:e4,SKYbroadband02D7,WPA2/WPA,-81,11,Technico,Broadband,14.644922,121.060313,2,"04/10/2018, "
4/10/2018 17:48,02:56.9,14:b7:f8:0b:b5:ff,Maminichloe,WPA2/WPA,-74,11,Technico,Unidentified,14.644922,121.060313,6,"04/10/2018, "
4/10/2018 17:48,02:57.3,00:13:33:cf:ee:ad,PLDTHOMEDSL,WPA2/WPA,-86,11,Baudtec,Broadband,14.644987,121.06031,1,"04/10/2018, "
4/10/2018 18:04,19:22.4,90:61:0c:38:1b:94,PLDTHOMEREPEATER81B94,WPA2/WPA,-75,10,FidaInte,Unidentified,14.644763,121.060332,2,"04/10/2018, "
4/10/2018 18:05,20:47.6,90:61:0c:3a:43:a0,PLDTHOMEDSL17312,WPA2/WPA,-79,1,FidaInte,Broadband,14.64479,121.060302,1,"04/10/2018, "
4/10/2018 18:05,20:47.8,4c:72:b9:f4:67:85,317fbd,WPA2/WPA,-86,1,Pegatron,Unidentified,14.64479,121.060302,1,"04/10/2018, "
4/10/2018 18:05,20:48.0,84:16:f9:3c:ef:e4,SKYbroadbandE44E_EXT,WPA2/WPA,-86,1,Tp-LinkT,Broadband,14.64479,121.060302,5,"04/05/2018, 04/10/2018, "
4/10/2018 18:05,20:48.2,36:69:87:a1:cb:b9,Smart Bro_A1CBB9,WPA2,-94,1,None,Unidentified,14.64479,121.060302,1,"04/10/2018, "
4/10/2018 18:05,20:50.0,74:cc:39:88:84:20,PLDTHOMEFIBR88420,WPA2/WPA,-82,3,Fiberhom,Fiber,14.644965,121.060288,2,"04/10/2018, "
05:38.9,05:38.9,84:c9:b2:52:16:e9,A4 Site,WPA2/WPA,-67,6,D-LinkIn,Unidentified,14.644872,121.060805,28,"03/22/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
4/5/2018 13:43,32:26.1,00:13:33:fb:45:3b,xNonex,OPN,-76,1,Baudtec,Unidentified,14.64493,121.060898,9,"03/14/2018, 04/03/2018, 04/05/2018, "
4/5/2018 13:43,32:24.0,00:0c:43:30:50:78,TELPAD HC7,WPA2/WPA,-83,1,RalinkTe,Unidentified,14.644943,121.060892,4,"04/05/2018, "
4/5/2018 13:43,32:27.9,78:c1:a7:05:44:18,lighthouse,WPA,-89,3,Zte,Unidentified,14.644932,121.060902,1,"04/05/2018, "
4/5/2018 14:20,09:31.5,7c:8b:ca:56:48:88,Bawal Dito!,WPA2/WPA,-60,6,Tp-LinkT,Unidentified,14.644807,121.060873,12,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
4/5/2018 14:20,09:24.6,14:b7:f8:63:12:6a,REDONDOBEACH,WPA2,-69,1,Technico,Unidentified,14.644988,121.060845,3,"04/05/2018, 04/03/2018, "
31:34.1,31:34.1,e0:8e:3c:22:2b:d7,bayanDSLWIFI_2BD7,WPA2/WPA,-74,10,AztechEl,Unidentified,14.64485,121.060953,12,"04/05/2018, 03/14/2018, 04/03/2018, 04/05/2018, "
31:34.8,31:34.8,d0:03:4b:d7:9c:e8,Joseph Carmelos Wi-Fi Network,WPA2,-62,11,Apple,Phone,14.644777,121.06096,13,"04/05/2018, 03/14/2018, 04/03/2018, 04/05/2018, "
31:33.5,31:33.5,94:46:96:16:11:b9,PLDTHOMEDSL4T4K0,WPA2/WPA,-78,11,Baudtec,Broadband,14.64485,121.060953,14,"04/10/2018, 04/05/2018, 03/14/2018, 04/03/2018, 04/10/2018, "
35:26.8,35:26.8,9c:6f:52:35:15:fc,survivor,WPA2/WPA,-72,11,Zte,Unidentified,14.644575,121.060962,18,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
35:47.2,35:47.2,50:09:59:85:97:e5,SKYbroadband97E2,WPA2/WPA,-64,11,Technico,Broadband,14.644587,121.060968,7,"04/05/2018, 03/14/2018, 04/03/2018, 04/05/2018, "
51:08.1,51:08.1,f4:9e:ef:d0:b7:bc,PLDTHOMEDSL VCE,WPA2,-68,9,TaicangT,Broadband,14.644625,121.060997,33,"04/02/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018, 03/14/2018, "
51:45.9,51:45.9,e0:8e:3c:1f:f5:73,Cura,WPA2/WPA,-66,10,AztechEl,Unidentified,14.644883,121.060933,13,"04/03/2018, 04/05/2018, 03/14/2018, 04/03/2018, "
51:01.1,51:01.1,90:61:0c:41:1e:37,PLDTHOMEDSL07735,WPA2/WPA,-62,1,FidaInte,Broadband,14.645002,121.06096,21,"03/14/2018, 04/03/2018, 04/05/2018, "
51:01.6,51:01.6,00:13:33:f4:45:9f,PLDTHOMEDSLMIRANDA,WPA2/WPA,-56,5,Baudtec,Broadband,14.644945,121.06096,10,"04/05/2018, 04/03/2018, 04/05/2018, "
51:04.1,51:04.1,14:cc:20:ea:ef:e0,PLDTHOMEDSL,WPA2/WPA,-82,6,Tp-LinkT,Broadband,14.644828,121.060968,2,"04/03/2018, "
4/5/2018 13:42,32:04.9,94:46:96:1d:8a:0d,PLDTHOMEDSLTPTE0,WPA2/WPA,-75,1,Baudtec,Broadband,14.644957,121.060915,5,"04/02/2018, 04/05/2018, 04/03/2018, "
4/5/2018 14:08,58:05.7,00:13:33:da:f9:62,PLDTHOMEDSL,WPA2/WPA,-71,6,Baudtec,Broadband,14.644755,121.060973,15,"04/05/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:20,10:01.3,18:d6:c7:48:32:4c,Bawal Dito!,WPA2/WPA,-81,1,Tp-LinkT,Unidentified,14.644588,121.060975,7,"04/05/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:20,09:38.7,c0:56:27:65:cb:9e,Bawal Dito!,WPA2/WPA,-72,11,BelkinIn,Unidentified,14.644675,121.060913,6,"03/14/2018, 04/03/2018, 04/05/2018, "
4/5/2018 14:20,10:02.1,cc:06:77:22:fb:78,Bawal Dito!,WPA2/WPA,-74,1,Fiberhom,Fiber,14.644588,121.060975,6,"03/14/2018, 04/03/2018, 04/05/2018, 04/10/2018, "
4/5/2018 12:34,00:04.3,94:fb:b2:59:f1:58,PLDTHOMEDSL,WPA2/WPA,-80,11,Shenzhen,Broadband,14.64443,121.057657,3,"04/05/2018, "
4/5/2018 14:22,12:01.5,ac:f9:70:ec:28:b4,SARMIENTO,WPA2/WPA,-77,3,HuaweiTe,Unidentified,14.644125,121.057522,7,"03/22/2018, 04/05/2018, 04/10/2018, 04/13/2018, "
4/5/2018 14:23,12:10.3,bc:c0:0f:20:10:98,PLDTHOMEFIBR01098,WPA2/WPA,-69,8,Fiberhom,Fiber,14.644445,121.05737,8,"03/22/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
4/5/2018 14:23,12:13.8,f0:8c:fb:81:b5:c8,PLDTHOMEFIBR123,WPA2/WPA,-89,12,Fiberhom,Fiber,14.644453,121.057262,1,"04/05/2018, "
4/10/2018 17:45,00:23.3,00:18:f8:70:f5:2b,linksys4f,WPA2,-77,11,Cisco-Li,Unidentified,14.644478,121.057222,11,"04/05/2018, 03/22/2018, 04/13/2018, 04/05/2018, 04/10/2018, "
4/10/2018 17:45,00:42.1,90:61:0c:18:b5:14,HERNANIJIMENEZ,WPA,-64,11,FidaInte,Unidentified,14.644173,121.057582,3,"03/22/2018, 04/10/2018, "
4/10/2018 17:45,00:42.7,20:25:64:c6:99:29,none,none,-79,11,none,Unidentified,14.644125,121.057607,1,"04/10/2018, "
4/13/2018 13:53,41:15.6,94:0e:6b:65:e2:67,xNonex,WPA2/WPA,-71,5,HuaweiTe,Unidentified,14.644275,121.057477,2,"04/10/2018, 04/13/2018, "
4/13/2018 14:43,31:35.3,80:29:94:67:88:c1,DACKYGIRL,WPA2/WPA,-70,1,Technico,Unidentified,14.64443,121.057427,7,"04/05/2018, 04/13/2018, 03/22/2018, 04/10/2018, "
4/5/2018 12:34,00:12.3,cc:06:77:e1:40:c0,piggy,WPA2/WPA,-68,5,Fiberhom,Fiber,14.644478,121.05809,6,"04/05/2018, 04/10/2018, 04/13/2018, "
4/5/2018 12:34,00:06.2,bc:96:80:2b:20:d5,PLDTMyDSL,WPA2/WPA,-88,11,Shenzhen,Broadband,14.644437,121.057763,1,"04/05/2018, "
4/5/2018 12:34,00:08.2,90:61:0c:37:76:e9,PLDTHOMEDSL30441,WPA2/WPA,-84,1,FidaInte,Broadband,14.644455,121.057868,1,"04/05/2018, "
4/5/2018 12:34,00:10.0,48:00:33:a7:88:85,SKYbroadband8882,WPA2/WPA,-88,1,Technico,Broadband,14.64447,121.057982,3,"03/22/2018, 04/05/2018, "
4/5/2018 12:34,00:10.4,00:13:33:ed:62:78,PLDTHOMEDSL,WPA2/WPA,-89,2,Baudtec,Broadband,14.64447,121.057982,1,"04/05/2018, "
4/5/2018 12:34,00:12.8,bc:c0:0f:7b:e4:58,razacimo24,WPA2/WPA,-61,3,Fiberhom,Fiber,14.644482,121.058142,4,"04/05/2018, 03/22/2018, "
4/5/2018 12:34,00:14.1,cc:06:77:70:7b:f8,PLDTHOMEFIBR07bf8,WPA2/WPA,-73,5,Fiberhom,Fiber,14.644482,121.058193,2,"04/05/2018, "
4/5/2018 12:34,00:15.4,38:d5:47:0d:ce:3c,ASUS,WPA2,-56,6,AsustekC,Unidentified,14.644485,121.058245,1,"04/05/2018, "
4/5/2018 12:34,00:14.3,60:83:34:4f:5d:98,ella,WPA2/WPA,-76,5,HuaweiTe,Unidentified,14.644482,121.058193,3,"04/05/2018, "
4/5/2018 12:34,00:15.5,38:d5:47:0d:ce:39,ASUS_RPT,WPA2,-78,6,AsustekC,Unidentified,14.644487,121.058295,1,"04/05/2018, "
4/5/2018 12:34,00:15.9,ec:08:6b:5b:27:ef,TP-LINK_27EF,WPA2/WPA,-77,6,Tp-LinkT,Unidentified,14.644487,121.058295,1,"04/05/2018, "
4/5/2018 12:34,00:19.0,84:16:f9:70:42:18,mariano,WPA2,-93,8,Tp-LinkT,Unidentified,14.644505,121.058452,1,"04/05/2018, "
4/5/2018 12:34,00:19.5,ac:22:0b:d2:aa:80,KARIMAN,WPA2,-66,10,AsustekC,Unidentified,14.644513,121.058507,2,"04/05/2018, "
4/5/2018 12:34,00:19.6,40:9b:cd:60:00:e8,KARIMAN2,WPA2/WPA,-87,10,D-LinkIn,Unidentified,14.644513,121.058507,2,"04/05/2018, "
4/5/2018 12:34,00:26.2,90:61:0c:11:d6:cb,PLDTMyDSL,WPA2/WPA,-63,11,FidaInte,Broadband,14.644522,121.058857,1,"04/05/2018, "
4/5/2018 12:34,00:26.4,f0:8c:fb:7f:ec:d0,PLDTHOMEFIBR_7fecd0,WPA2/WPA,-80,12,Fiberhom,Fiber,14.644522,121.058857,1,"04/05/2018, "
4/5/2018 12:35,00:29.1,48:00:33:a8:8d:7d,maningat,WPA2/WPA,-80,1,Technico,Unidentified,14.644548,121.059027,1,"04/05/2018, "
4/5/2018 12:35,01:24.9,70:5a:9e:40:f5:e2,SKYbroadbandF5DF,WPA2/WPA,-86,1,Technico,Broadband,14.644432,121.059765,2,"04/05/2018, "
4/5/2018 12:35,01:19.2,00:13:33:e8:fe:3f,PLDTHOMEDSL,WPA2/WPA,-56,11,Baudtec,Broadband,14.644435,121.05976,6,"04/05/2018, "
4/5/2018 12:35,01:05.4,bc:c0:0f:be:99:98,PLDTHOMEFIBRe9998,WPA2/WPA,-72,2,Fiberhom,Fiber,14.644505,121.059747,4,"04/05/2018, "
4/5/2018 13:15,41:20.3,4e:f9:5d:85:c5:09,Gaming,WPA2/WPA,-69,6,None,Unidentified,14.64454,121.059732,8,"04/05/2018, "
4/5/2018 12:36,01:38.4,c4:ff:1f:57:8c:b4,HUAWEI-ej46,WPA2/WPA,-78,10,HuaweiTe,Unidentified,14.644523,121.059715,22,"04/10/2018, 04/05/2018, 04/10/2018, 04/03/2018, 03/22/2018, "
4/5/2018 12:36,01:39.7,ec:1a:59:21:65:c6,belkin.5c6,WPA2,-76,11,BelkinIn,Unidentified,14.644552,121.059718,4,"04/05/2018, "
4/5/2018 12:35,01:07.9,48:00:33:f3:1b:d9,Querubins,WPA2/WPA,-72,1,Technico,Unidentified,14.644505,121.059747,2,"04/05/2018, "
4/5/2018 12:35,01:05.7,48:00:33:62:17:0d,SKYbroadband170A,WPA2/WPA,-91,1,Technico,Broadband,14.644505,121.059747,2,"04/05/2018, "
4/5/2018 12:35,01:13.2,88:3f:d3:2c:54:d8,Pascual Nation D Great,WPA2/WPA,-87,6,HuaweiTe,Unidentified,14.644478,121.05975,1,"04/05/2018, "
4/5/2018 12:35,01:21.4,94:fb:b2:47:16:7c,PLDTMyDSL,WPA2/WPA,-90,11,Shenzhen,Broadband,14.644443,121.059758,1,"04/05/2018, "
4/5/2018 12:36,01:27.9,48:7b:6b:f0:5f:b8,CORNELIUS,WPA2/WPA,-79,2,HuaweiTe,Unidentified,14.644417,121.059787,4,"04/05/2018, 04/10/2018, "
4/5/2018 13:16,41:28.2,c0:56:27:38:7f:12,KindEagle,WPA2/WPA,-82,1,BelkinIn,Unidentified,14.644168,121.059778,5,"04/10/2018, 04/05/2018, "
4/5/2018 13:16,41:28.3,7c:05:07:38:cb:bc,The Gs,WPA2/WPA,-82,1,Pegatron,Unidentified,14.644168,121.059778,4,"04/05/2018, 04/10/2018, "
4/5/2018 13:15,41:25.3,90:61:0c:11:18:99,PLDTMyDSL,WPA2/WPA,-91,11,FidaInte,Broadband,14.644317,121.059752,1,"04/05/2018, "
4/5/2018 13:16,41:27.5,d0:b2:c4:47:04:23,SKYbroadband0420,WPA2/WPA,-88,13,Technico,Broadband,14.644222,121.059773,1,"04/05/2018, "
