BSSID,SSID,Encryption,Channel,Average Beacon Interval,Average Strength Signal,Number of Packets,Interval Summation,RSSI Summation
6e:70:9f:6b:ec:aa,iPad,WPA2,1,1.53598451614,-85,2,3.07196903229,-170
00:21:29:c8:e2:1c,ERP,WPA2,6,5.97867271075,-89,52,310.890980959,-4618
58:70:c6:f5:e5:f5,YICarCam_f5e5f5,WPA2,6,-1,-87,1,0,-87
74:cc:39:ba:cb:88,PLDTHOMEFIBRacb88,WPA2/WPA,7,0.744419684571,-74,89,66.2533519268,-6572
94:a7:b7:26:6c:99,Garcia's Empire,WPA2/WPA,6,1.79199667772,-91,6,10.7519800663,-545
1c:8e:5c:d6:76:be,,WPA2/WPA,1,-1,-92,1,0,-92
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,WPA2/WPA,10,0.758168903681,-72,52,39.4247829914,-3732
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,WPA2/WPA,7,0.853351736069,-73,45,38.4008281231,-3274
cc:06:77:5f:1d:98,Happy Pop,WPA2/WPA,2,3.31266804934,-82,20,66.2533609867,-1632
94:a7:b7:26:6f:7e,bayanDSLWIFI_6F7E,WPA2/WPA,1,9.25899809407,-87,31,287.028940916,-2667
e0:8e:3c:1a:c4:9b,UPCubao,WPA2/WPA,1,0.439040488005,-79,80,35.1232390404,-6286
74:cc:39:ba:dd:78,PLDTHOMEFIBRadd78,WPA2/WPA,1,0.505962164262,-80,85,43.0067839622,-6728
cc:06:77:6f:33:c0,KiwiGreen,WPA2/WPA,11,0.592720775043,-78,85,50.3812658787,-6622
d0:04:92:01:a5:e0,PLDTHOMEFIBR_DERF,WPA2/WPA,1,0.597544128755,-75,85,50.7912509441,-6350
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,WPA2/WPA,1,0.734209170341,-81,100,73.4209170341,-8002
fc:2d:5e:b2:5a:df,Andrian,WPA2/WPA,11,0.75777671814,-84,25,18.9444179535,-2096
cc:06:77:6f:ed:d8,PLDTHOMEFIBRfedd8,WPA2/WPA,5,1.53599920273,-74,5,7.67999601364,-370
b4:30:52:0d:60:13,Vrow,WPA2,11,0.5844578698,-80,106,61.9525341988,-8396
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,WPA2/WPA,12,0.837495965617,-72,56,46.8997740746,-4018
00:13:33:e6:06:3f,PLDTHOMEDSL,WPA2/WPA,11,0.623418231964,-79,125,77.9272789955,-9798
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,WPA2/WPA,6,0.65164646545,-76,77,50.1767778397,-5795
60:31:97:13:7b:67,PLDTMyDSLBizkevs,WPA2/WPA,7,0.665601650874,-75,6,3.99360990524,-448
88:d2:74:86:b4:46,bayanDSLWIFI_B446,WPA2/WPA,5,1.45281943679,-74,32,46.4902219772,-2367
bc:c0:0f:d2:b8:00,PLDTHOMEFIBR2b800,WPA2/WPA,1,1.03255724907,-88,12,12.3906869888,-1050
48:f8:b3:50:77:91,laura,WPA2,1,5.75952649117,-86,4,23.0381059647,-341
00:16:b6:0b:0d:d7,Home Network,WPA,6,0.70750627301,-82,110,77.8256900311,-8997
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,WPA2/WPA,10,1.03159618378,-74,27,27.853096962,-1992
bc:c0:0f:c8:6c:58,g6fiber,WPA2/WPA,5,0.774152269363,-66,75,58.0614202023,-4945
8e:57:9b:0f:02:14,DIRECT-U0-BRAVIA,WPA2,11,0.538888686895,-76,80,43.1110949516,-6066
b4:75:0e:cc:84:ce,Guevara,WPA2/WPA,1,0.541445249319,-80,80,43.3156199455,-6330
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,WPA2,3,1.65890040398,-76,5,8.29450201988,-376
00:26:75:b7:c0:a9,amber_wifi,WPA2/WPA,10,0.584294445374,-76,34,19.8660111427,-2573
a4:7e:39:ad:ec:e4,sherlock,WPA2/WPA,1,0.576944025551,-84,41,23.6547050476,-3438
1c:8e:5c:3f:c0:f8,B593_FC0F8,WPA2/WPA,2,0.648025210224,-72,67,43.417689085,-4780
9c:6f:52:35:16:32,YoMommaSoUgly,WPA2/WPA,2,0.846637521471,-72,56,47.4117012024,-3994
74:cc:39:ca:a1:00,Kylee's Fibr Wifi,WPA2/WPA,6,1.00267166893,-88,24,24.0641200542,-2099
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,WPA2/WPA,9,7.42406797409,-76,2,14.8481359482,-152
88:d2:74:86:a8:aa,bayanDSLWIFI_A8AA,WPA2/WPA,2,0.916222973874,-75,38,34.8164730072,-2819
bc:c0:0f:c8:e0:70,PLDTHOMEFIBR8e070,WPA2/WPA,10,-1,-86,1,0,-86
74:cc:39:8b:b8:08,PLDTHOMEFIBRbb808,WPA2/WPA,5,0.659914228651,-79,18,11.8784561157,-1416
00:26:b4:bb:1d:8f,SYNC_XU5NKMCC,WPA2,1,3.99272799492,-89,3,11.9781839848,-266
24:79:2a:2e:d3:e8,DILNET-WIFI,OPN,6,0.672921453203,-89,7,4.71045017242,-619
9c:c1:72:5b:20:31,HUAWEI-E5330-2031,WPA2,2,0.912893067015,-71,47,42.9059741497,-3335
74:cc:39:bc:02:d0,PLDTHOMEFIBRc02d0,WPA2/WPA,6,1.35681074858,-89,12,16.2817289829,-1062
74:91:1a:20:36:28,DILNET-WIFI,OPN,1,1.28447658601,-85,46,59.0859229565,-3883
34:8f:27:11:d2:38,DILNET-WIFI,OPN,11,2.62833197912,-89,3,7.88499593735,-266
74:91:1a:20:78:e8,DILNET-WIFI,OPN,6,4.26366244663,-90,11,46.9002869129,-985
f0:3e:90:01:c9:b8,DILNET-WIFI,OPN,11,0.840549081564,-89,24,20.1731779575,-2126
e0:8e:3c:2f:78:81,bayanDSLWIFI_7881,WPA2/WPA,11,-1,-88,1,0,-88
28:ff:3e:3d:e0:6c,bayanDSLWIFI_E06C,WPA2/WPA,1,-1,-89,1,0,-89
74:91:1a:20:7a:38,DILNET-WIFI,OPN,1,0.757781410217,-86,5,3.78890705109,-430
e6:8d:8c:d8:a9:31,#SmartWifiTest @UPDKalay,OPN,6,0.926981179338,-82,38,35.2252848148,-3108
fc:15:b4:af:a4:42,HP-Print-42-Officejet Pro 8610,WPA2,6,-1,-91,1,0,-91
e4:8d:8c:d8:a9:30,,OPN,6,0.859031193786,-82,36,30.9251229763,-2946
e6:8d:8c:d8:a9:30,_UP,OPN,6,1.01798685859,-81,34,34.6115531921,-2744
5c:f2:86:27:df:93,Globe_LTE MIFI_DF93,WPA2/WPA,7,2.82011881742,-83,11,31.0213069916,-904
34:97:f6:bc:b9:37,FyWs-ZGVhbm5lY2FwaXJhbA,OPN,1,-1,-93,1,0,-93
34:ba:9a:56:82:58,Virus,WPA2,8,0.0512055158615,-76,2,0.102411031723,-151
1c:b9:c4:21:d0:e8,#SmartWifi @UPDiliman,OPN,11,0.612660697012,-83,33,20.2178030014,-2722
24:79:2a:21:36:48,DILNET-WIFI,OPN,1,0.906992435455,-87,14,12.6978940964,-1212
80:00:0b:04:c7:7b,Elymm-YWNlcg==,WPA2,1,0.122693395615,-87,5,0.613466978073,-432
24:79:2a:1b:3e:d8,DILNET-WIFI,OPN,6,1.05096115564,-88,19,19.9682619572,-1655
74:91:1a:20:66:68,DILNET-WIFI,OPN,6,2.84865173427,-89,11,31.3351690769,-975
74:91:1a:20:7a:78,DILNET-WIFI,OPN,11,3.9790725708,-90,7,27.8535079956,-630
74:91:1a:20:78:68,DILNET-WIFI,OPN,1,6.80965429544,-90,4,27.2386171818,-360
24:79:2a:21:11:b8,DILNET-WIFI,OPN,1,-1,-88,1,0,-88
e8:1d:a8:1f:75:58,DILNET-WIFI,OPN,1,1.09227792422,-88,3,3.27683377266,-264
e8:1d:a8:1f:75:78,DILNET-WIFI,OPN,6,0.983059096336,-85,20,19.6611819267,-1700
94:a7:b7:3d:06:dd,TFSWM-UPD,WPA2/WPA,1,0.605093125864,-84,110,66.560243845,-9186
5c:f2:86:23:99:db,pamela,WPA2/WPA,7,0.977075393001,-79,48,46.8996188641,-3785
74:91:1a:28:f8:48,DILNET-WIFI,OPN,1,2.78518398603,-90,3,8.35555195808,-269
00:22:3f:d1:3b:4c,CKC-Office,WPA,6,0.20482134819,-93,3,0.614464044571,-279
74:cc:39:30:b4:60,PLDTHOMEFIBR_30b460,WPA2,11,0.58844524622,-90,8,4.70756196976,-715
90:61:0c:13:6d:b4,AMH_RM304,WPA2,11,0.534769773483,-89,9,4.81292796135,-800
00:23:69:f9:ac:16,CIDS1,WPA2/WPA,11,2.39637217522,-89,5,11.9818608761,-443
c8:d7:19:33:cc:af,AMH-RM205,WPA2/WPA,1,0.102411031723,-91,3,0.307233095169,-273
e0:8e:3c:1b:6d:7f,art circle gallery,WPA2/WPA,1,1.55610661507,-89,5,7.78053307533,-441
60:31:97:dc:e5:74,PLDTBIZ-CKC,WPA2/WPA,7,2.09922099113,-85,4,8.39688396454,-340
28:92:4a:5c:67:9f,HP-Print-9F-Deskjet 3520 series,OPN,6,1.07539999485,-92,4,4.3015999794,-366
da:0f:99:20:f1:11,DIRECT-11-HP M102 LaserJet,WPA2,6,0.896009802818,-89,4,3.58403921127,-353
7c:e9:d3:af:7d:f2,HP-Print-F2-LaserJet 1102,OPN,11,0.358415484428,-89,2,0.716830968857,-177
2a:56:5a:49:dc:5b,DIRECT-5b-HP M102 LaserJet,WPA2,11,-1,-86,1,0,-86
