BSSID,SSID,Encryption,Channel,Average Beacon Interval,Average Strength Signal,Number of Packets,Interval Summation,RSSI Summation
cc:06:77:6f:33:c0,PLDTHOMEFIBRf33c0,WPA2/WPA,1,1.31726407929,-80,316,416.255449057,-25204
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,WPA2/WPA,1,-1,-85,1,0,-85
88:d2:74:86:b7:75,bayanDSLWIFI_B775,WPA2/WPA,2,1.75646107057,-86,85,149.299190998,-7235
bc:c0:0f:d2:b8:00,PLDTHOMEFIBR2b800,WPA2/WPA,1,65.8685879707,-90,4,263.474351883,-359
e0:8e:3c:1a:a2:e7,,WPA2/WPA,2,7.02203729749,-89,40,280.881491899,-3551
5c:f2:86:24:02:ab,LTE339810,WPA2/WPA,7,0.0511699914932,-92,2,0.102339982986,-184
74:cc:39:ca:6c:88,Armandong,WPA2/WPA,9,0.437522801486,-90,11,4.81275081635,-982
c8:b3:73:10:57:b5,caloytheman,WPA2/WPA,11,0.630152005416,-89,13,8.1919760704,-1155
60:31:97:13:7b:67,PLDTMyDSLBizkevs,WPA2/WPA,12,1.23373488167,-84,228,281.29155302,-19052
00:13:33:bf:ae:9b,PLDTHOMEDSL,WPA2/WPA,11,0.898854785495,-81,9,8.08969306946,-722
48:f8:b3:50:77:91,laura,WPA2,1,3.36728767462,-87,43,144.793370008,-3699
e0:8e:3c:1a:c4:9b,UPCubao,WPA2/WPA,1,1.27679221439,-81,224,286.001456022,-18017
4c:81:20:f3:29:d3,PLDTHOMEDSL329D3,WPA2/WPA,5,0.755329251289,-92,8,6.04263401031,-735
18:a3:e8:1f:5a:08,PLDTHOMEFIBRk,WPA2/WPA,9,0.329957410141,-92,54,17.8177001476,-4955
18:a3:e8:1f:5a:09,PLDTHOMEFIBRa08,WPA2,9,0.148252910642,-93,67,9.93294501305,-6168
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,WPA2/WPA,3,0.357733893394,-65,460,164.557590961,-29652
cc:06:77:6f:ed:d8,PLDTHOMEFIBRfedd8,WPA2/WPA,5,1.33472270596,-87,116,154.827833891,-10003
f0:8c:fb:80:d7:90,PLDTHOMEFIBRza,WPA2/WPA,9,0.130075757568,-92,74,9.62560606003,-6760
bc:c0:0f:82:03:d8,Betelgeuse,WPA2/WPA,10,0.249481235851,-88,110,27.4429359436,-9602
