Common,111
BSSID,SSID,Wigle-Encryption,RPi-Encryption,Wigle-Channel,RPi-Channel,Wigle Avg RSSI,RPi Avg RSSI
74:cc:39:30:4a:e0,PLDTHOMEFIBR_Maganda_Si_Girlie,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,9,9,-83,-74
74:cc:39:8b:b8:28,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,8,8,-81,-81
bc:98:89:12:af:10,PLDTHOMEFIBR_SOFIAMILES@UPD,[WPA2-PSK-CCMP][WPS][ESS],WPA2,7,7,-87,-85
d0:04:92:02:3b:a8,PLDTHOMEFIBR_023ba8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,7,7,-81,-76
3c:fa:43:a1:a2:88,HUAWEI-A288,[WPA2-PSK-CCMP][ESS],WPA2,3,3,-77,-77
94:46:96:1d:8a:21,PLDTHOMEDSL7J7A0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,10,10,-72,-75
5c:f2:86:25:00:35,SmartBro_250035,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,8,8,-79,-83
9c:88:ad:a1:62:58,PLDTHOMEFIBRsulla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,2,2,-85,-89
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,1,1,-72,-74
4c:81:20:92:43:be,PLDTHOMEDSLALLUPWorkersUnion,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-82,-75
cc:06:77:6f:f3:c0,prego,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,11,11,-81,-73
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,3,3,-89,-65
00:13:33:d9:60:52,PLDTHOMEDSL_SANDOVAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-74,-73
6c:19:8f:c3:ad:2c,searching....,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,9,-73,-65
d0:04:92:10:fb:d8,PLDTHOMEFIBRNoNetworkAvailable,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-83,-80
78:c3:e9:09:a0:ae,Reivax,[WPA2-PSK-CCMP][ESS],WPA2,1,1,-76,-77
00:26:75:b7:9c:46,shinigami,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-87,-88
9c:6f:52:35:0d:3e,bayanDSLWIFI_0D3E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-80,-75
b0:ee:7b:d7:c5:ad,,[WPA2-PSK-CCMP][WPS][ESS][P2P],WPA2,7,7,-85,-78
7c:c7:09:a8:eb:1f,Mitsubishi Wireless TV 804,[ESS],OPN,36,36,-86,-83
74:cc:39:8a:bd:18,PLDTHOMEFIBRabd18,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,9,-80,-70
bc:98:89:12:fa:20,PLDTHOMEFIBR_12fa20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,9,9,-82,-83
00:13:33:e1:c5:73,PLDTHOMEDSL_GUS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-73,-77
74:cc:39:3c:f4:90,PLDTHOMEFIBRLG,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,6,6,-83,-71
00:73:e0:94:cf:e5,AndroidAP,[WPA2-PSK-CCMP][ESS],WPA2,11,11,-84,-78
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,11,11,-89,-80
74:cc:39:87:37:f8,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,8,-77,-78
4c:09:b4:a2:49:a1,bayanDSL,[WPA-PSK-CCMP+TKIP][ESS],WPA,1,1,-85,-92
58:c5:cb:66:14:6b,Aam,[WPA2-PSK-CCMP][ESS],WPA2,1,1,-79,-79
80:71:7a:e9:6c:15,Latte Girl,[WPA2-PSK-CCMP][WPS][ESS],WPA2,6,6,-84,-86
36:69:87:ab:fb:c6,Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,13,13,-84,-82
98:fc:11:c7:06:38,We have internet you dont,[WPS][WEP][ESS],WEP,6,6,-87,-90
28:ff:3e:3d:e9:b5,bayandslENRIQUEZ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,2,2,-82,-75
18:a3:e8:1f:7f:28,SORRYNOTSORRY,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,6,6,-80,-79
da:0f:99:8f:a8:ce,DIRECT-NX-BRAVIA,[WPA2-PSK-CCMP][WPS][ESS][P2P],WPA2,6,6,-85,-89
94:a7:b7:26:42:31,bayanDSLWIFI_4231,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,10,10,-83,-77
00:23:69:38:79:a0,PLDTHOMEFIBR_268830,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,6,6,-74,-70
64:d1:54:2e:20:40,BNETS_2E2040,[WPA2-PSK-CCMP][WPS][ESS],WPA2,1,1,-73,-79
66:d1:54:2e:20:40,BAYANIHANETS,[ESS],OPN,1,1,-72,-78
28:10:7b:64:82:34,Web796ZB5591deeds,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,4,4,-79,-83
70:9f:2d:a1:25:74,bayanDSLWiFi_2574,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,2,2,-80,-92
4c:81:20:92:04:be,PLDTHOMEDSL204BE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,7,7,-71,-74
e0:8e:3c:21:e0:b3,WIFI NI ATE BABES,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-78,-75
00:26:75:b7:4e:2b,OgenaDSLWiFi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-82,-82
3a:ff:24:54:17:8c,BZDy-Y29yZGlhbG1pbGFncm9zNzQ,[WPS][ESS],OPN,1,1,-84,-79
9c:a9:e4:93:5f:a5,Sun Wi-Fi_935FA4,[ESS],OPN,11,11,-77,-84
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-76,-78
36:69:87:06:53:ce,Gorg3,[WPA2-PSK-CCMP][WPS][ESS],WPA2,2,2,-79,-81
38:46:08:f3:26:50,bayan DSL,[WPA-PSK-CCMP+TKIP][ESS],WPA,4,4,-88,-88
5c:f2:86:27:db:3b,Globe_LTE MIFI_DB3B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,7,7,-83,-82
d4:ae:05:db:1e:8d,anakNiBatman,[WPA2-PSK-CCMP][ESS],WPA2,6,6,-81,-74
74:cc:39:89:ab:98,PLDTHOMEFIBR9ab98,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-86,-76
d0:04:92:01:1f:00,PLDTHOMEFIBR_011f00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,9,9,-74,-77
e4:77:23:a0:41:0c,UP Post Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,4,4,-87,-76
14:9a:10:f9:3a:6e,ewwwww,[WPA2-PSK-CCMP][WPS][ESS],WPA2,11,11,-70,-75
f0:8c:fb:80:34:48,PLDTHOMEFIBR_803448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,3,3,-81,-75
38:d8:2f:22:80:3c,bayanDSLWiFi_803C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-80,-80
9c:6f:52:35:04:03,Gazmen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-75,-77
76:4a:a4:7e:ae:ca,Char,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,6,6,-83,-84
88:d2:74:86:a8:aa,bayanDSLWIFI_A8AA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-79,-77
e0:8e:3c:21:5a:37,bayanDSLWIFI_5A37,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-87,-91
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,10,10,-74,-80
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,1,1,-72,-73
ec:9b:f3:35:4f:9a,ANJO's Note5,[WPA2-PSK-CCMP][ESS],WPA2,6,6,-87,-89
9c:c1:72:03:de:60,Chibi,[WPA2-PSK-CCMP][WPS][ESS],WPA2,11,11,-82,-80
74:cc:39:ba:cc:f0,PLDTHOMEFIBRaccf0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,8,8,-81,-79
a0:8d:16:aa:15:ee,Lulu Olaguer,[WPA2-PSK-CCMP][ESS],WPA2,4,4,-82,-82
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,6,6,-75,-77
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-76,-80
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-78,-77
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][ESS],WPA2,9,9,-73,-75
88:d2:74:86:b4:46,bayanDSLWIFI_B446,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-81,-75
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,9,-81,-75
74:cc:39:8b:b8:08,The_Peasant_Club,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,3,3,-88,-77
36:69:87:4d:82:b4,DiegoBolt,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,2,2,-83,-81
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,12,12,-76,-80
90:61:0c:0e:c2:d4,PLDTMyDSL+GadielBadiel,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,11,11,-79,-84
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-77,-84
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],WPA2,5,5,-86,-86
88:d2:74:86:b7:75,bayanDSLWIFI_B775,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,2,2,-81,-86
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-78,-85
cc:06:77:6f:33:c0,PLDTHOMEFIBRf33c0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,1,1,-82,-80
28:6c:07:8b:65:32,PLDTHOMEFIBR_DERF_plus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,12,12,-83,-82
f0:8c:fb:80:d7:90,PLDTHOMEFIBRza,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,9,9,-86,-92
18:a3:e8:1f:5a:09,PLDTHOMEFIBRa08,[WPA2-PSK-CCMP+TKIP][ESS],WPA2,9,9,-86,-93
18:a3:e8:1f:5a:08,PLDTHOMEFIBRk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,9,9,-85,-92
74:cc:39:ba:de:e0,PLDTHOMEFIBRadee0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,12,-82,-80
d0:04:92:01:a5:e0,PLDTHOMEFIBR_DERF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,12,12,-65,-80
60:31:97:13:7b:67,PLDTMyDSLBizkevs,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,12,12,-82,-84
e0:8e:3c:1a:a2:e7,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,2,2,-89,-89
bc:c0:0f:82:03:d8,Betelgeuse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,10,-81,-88
cc:06:77:6f:ed:d8,PLDTHOMEFIBRfedd8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,5,5,-76,-87
e0:8e:3c:1a:c4:9b,UPCubao,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-80,-81
 
Wigle Unique,41
BSSID,SSID,Wigle-Encryption,Wigle-Channel,Wigle Avg RSSI
51502_30203_210495281,Globe,HSPA;ph,0,-98
38:a2:8c:7c:c1:40,WiFiConnect 896,[ESS],36,-87
f0:3e:90:01:cf:8c,DILNET-WIFI,[ESS],36,-91
1c:b9:c4:20:b4:8c,#SmartWifi @UPDiliman,[ESS],36,-83
24:79:2a:21:35:1c,DILNET-WIFI,[ESS],58,-88
24:79:2a:21:11:6c,DILNET-WIFI,[ESS],5580,-87
51502_30232_210465478,Globe,HSPA;ph,0,-99
51502_20213_43110,Globe,EDGE;ph,0,-91
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],52,-75
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-79
51502_30203_210478215,Globe,HSPA;ph,0,-105
51502_30203_210495282,Globe,HSPA;ph,0,-105
51502_20213_33110,Globe,EDGE;ph,0,-93
51502_20213_32167,Globe,EDGE;ph,0,-85
51502_20213_21113,Globe,EDGE;ph,0,-92
8e:79:67:6d:05:a7,Grab1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-86
51502_30232_210465481,Globe,HSPA;ph,0,-95
00:23:69:f9:ac:16,CIDS1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11,-88
51502_30232_210478234,Globe,HSPA;ph,0,-95
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],52,-87
cc:06:77:6f:f3:c4,preg0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-71
51502_20216_13152,Globe,EDGE;ph,0,-89
51502_20216_21212,Globe,EDGE;ph,0,-89
6c:3b:6b:ca:a3:ed,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],52,-89
6c:19:8f:c3:ad:2e,dlink-AD2C-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],149,-86
64:d1:54:2e:20:3f,BNETS_2E2040-5G,[WPA2-PSK-CCMP][WPS][ESS],48,-81
6c:3b:6b:cc:aa:cf,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],52,-81
8c:34:fd:7d:09:f3,HUAWEI-E5330-09F3,[WPA2-PSK-CCMP][ESS],1,-84
bc:c0:0f:d4:42:54,PLDTHOMEFIBR5G44250,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-76
51502_20213_13110,Globe,EDGE;ph,0,-79
6c:3b:6b:cc:ab:23,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],52,-88
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-72
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],149,-82
cc:06:77:6f:ed:34,Fonseca_5G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-85
51502_30203_210477573,Globe,HSPA;ph,0,-103
51502_30232_210464820,Globe,HSPA;ph,0,-103
cc:06:77:6f:33:c4,PLDTHOMEFIBR5Gf33c0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-81
cc:06:77:70:7d:04,PLDTHOMEFIRB07d00_5G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],44,-81
cc:06:77:6f:ed:dc,PLDTHOMEFIBR5Gfedd8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],40,-83
51502_30232_210478194,Globe,HSPA;ph,0,-101
51502_30203_210454601,Globe,HSPA;ph,0,-103
 
RPi Unique,52
BSSID,SSID,RPi-Encryption,RPi-Channel,RPi Avg RSSI
24:79:2a:21:42:08,DILNET-WIFI,OPN,1,-90
74:cc:39:89:cc:d8,IAmTilin,WPA2/WPA,5,-83
bc:3a:ea:9a:cb:65,Tell My Wi-Fi Love Her,WPA2,6,-91
dc:ee:06:c0:70:f8,Flip Production,WPA2/WPA,0,-84
90:61:0c:3a:12:77,DacanayWifi,WPA2/WPA,10,-92
f0:3e:90:01:cf:88,DILNET-WIFI,OPN,11,-89
bc:c0:0f:d4:42:50,PLDTHOMEFIBR44250,WPA2/WPA,11,-76
f0:3e:90:01:cd:58,DILNET-WIFI,OPN,11,-92
24:79:2a:21:41:f8,DILNET-WIFI,OPN,1,-88
74:cc:39:ca:4d:08,DILIGUBAT,WPA2,3,-85
24:79:2a:21:11:68,DILNET-WIFI,OPN,6,-86
24:79:2a:21:15:38,DILNET-WIFI,OPN,6,-91
24:79:2a:21:0d:a8,DILNET-WIFI,OPN,6,-91
44:94:fc:7e:56:6c,NETGEAR62,WPA2,6,-91
24:79:2a:21:42:e8,DILNET-WIFI,OPN,8,-88
e8:1d:a8:1f:16:08,DILNET-WIFI,OPN,11,-93
74:91:1a:28:f8:78,DILNET-WIFI,OPN,1,-86
e8:1d:a8:1f:86:d8,DILNET-WIFI,OPN,1,-90
e4:8d:8c:d8:a9:30,,OPN,6,-89
1c:b9:c4:21:d0:e8,#SmartWifi @UPDiliman,OPN,11,-87
24:79:2a:21:42:28,DILNET-WIFI,OPN,4,-91
94:b1:0a:90:29:ad,DD,WPA2,6,-92
60:31:97:dc:e5:74,PLDTBIZ-CKC,WPA2/WPA,13,-91
94:a7:b7:26:6f:7e,bayanDSLWIFI_6F7E,WPA2/WPA,1,-90
e0:8e:3c:1b:6d:7f,art circle gallery,WPA2/WPA,1,-89
48:f8:b3:d3:91:33,PLDTFiber2F-1 (2.4Ghz),WPA2,2,-82
08:86:3b:32:0d:02,belkin.d02,WPA2/WPA,3,-92
48:f8:b3:e3:38:30,FPI Admin Wifi,WPA2,4,-91
00:21:29:c8:e2:1c,ERP,WPA2,6,-93
74:cc:39:30:b4:60,PLDTHOMEFIBR_30b460,WPA2,11,-93
88:dc:96:2b:75:88,EnGenius1-2GMain,WPA2,6,-89
a4:71:74:4a:13:f6,Gonzales wifi,WPA2,1,-92
5c:f2:86:25:ad:f5,stickbread,WPA2/WPA,8,-92
5c:f2:86:23:a2:b1,SmartBro_23A2B1,WPA2/WPA,13,-93
aa:a6:68:68:ac:52,linksys,WPA2/WPA,1,-93
f0:8c:fb:ce:4d:88,PLDTHOMEFIBR_ce4d88,WPA2/WPA,9,-91
d0:04:92:03:78:20,PLDTHOMEFIBR_037820,WPA2/WPA,9,-88
94:a7:b7:26:68:92,DFC1434454,WPA2/WPA,10,-90
00:26:75:fa:16:2e,bayanDSLWiFi_162E,WPA2/WPA,11,-90
74:cc:39:86:04:18,PLDTHOMEFIBR_860418,WPA2/WPA,4,-90
74:cc:39:c9:c6:c8,PLDTHOMEFIBR9c6c8,WPA2/WPA,8,-91
74:cc:39:ca:62:98,PLDTHOMEFIBRa6298,WPA2/WPA,9,-93
bc:c0:0f:c8:e0:70,PLDTHOMEFIBR8e070,WPA2/WPA,10,-94
74:cc:39:ca:a1:00,Kylee's Fibr Wifi,WPA2/WPA,6,-88
f4:f2:6d:8b:6d:10,HLB1!_M_VIOLA,WPA2/WPA,5,-91
bc:c0:0f:d2:b8:00,PLDTHOMEFIBR2b800,WPA2/WPA,1,-90
5c:f2:86:24:02:ab,LTE339810,WPA2/WPA,7,-92
74:cc:39:ca:6c:88,Armandong,WPA2/WPA,9,-90
c8:b3:73:10:57:b5,caloytheman,WPA2/WPA,11,-89
00:13:33:bf:ae:9b,PLDTHOMEDSL,WPA2/WPA,11,-81
48:f8:b3:50:77:91,laura,WPA2,1,-87
4c:81:20:f3:29:d3,PLDTHOMEDSL329D3,WPA2/WPA,5,-92
