WigleWifi-1.4,appRelease=2.28,model=LG-H990,release=7.0,device=elsa,display=NRD90M,board=msm8996,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:13:33:e3:b0:3b,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:57:55,11,-73,14.64641523,121.06082042,111,4.550999641418457,WIFI
e0:8e:3c:33:d8:ef,Aztech5068_3D8EF,[WPA-PSK-CCMP+TKIP][ESS],2018-04-24 11:57:55,1,-78,14.64641523,121.06082042,111,4.550999641418457,WIFI
6e:8d:c1:4c:c0:c8,Ethan,[WPA2-PSK-CCMP][ESS],2018-04-24 11:57:55,1,-78,14.64641523,121.06082042,111,4.550999641418457,WIFI
00:13:33:c6:d0:da,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:57:55,11,-86,14.64641523,121.06082042,111,4.550999641418457,WIFI
6e:8d:c1:4c:c0:c8,Ethan,[WPA2-PSK-CCMP][ESS],2018-04-24 11:57:59,1,-65,14.64637588,121.06082486,110,4.550999641418457,WIFI
00:13:33:c6:d0:da,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:57:59,11,-80,14.64637588,121.06082486,110,4.550999641418457,WIFI
b6:4e:26:4c:12:53,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:57:59,10,-90,14.64637588,121.06082486,110,4.550999641418457,WIFI
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:57:59,1,-87,14.64637588,121.06082486,110,4.550999641418457,WIFI
00:13:33:ea:87:f5,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:03,11,-79,14.64633288,121.06085221,111,4.550999641418457,WIFI
00:13:33:ea:87:f5,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:07,11,-69,14.64628895,121.06087064,110,4.550999641418457,WIFI
00:13:33:c6:d0:da,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:07,11,-75,14.64628895,121.06087064,110,4.550999641418457,WIFI
cc:06:77:6f:30:44,SAIGON PHO2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:11,36,-86,14.64624746,121.06087368,111,4.550999641418457,WIFI
cc:06:77:60:3e:9c,PLDTHOMEFIBR5G03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:11,36,-90,14.64624746,121.06087368,111,4.550999641418457,WIFI
cc:06:77:6f:30:40,SAIGON PHO1,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:11,7,-86,14.64624746,121.06087368,111,4.550999641418457,WIFI
cc:06:77:e1:7c:c8,PLDTHOMEFIBR17cc8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:15,1,-87,14.64618897,121.06089021,112,4.550999641418457,WIFI
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:19,1,-79,14.64615163,121.06089167,111,4.550999641418457,WIFI
cc:06:77:6f:30:44,SAIGON PHO2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:23,36,-78,14.64611799,121.06087156,111,4.550999641418457,WIFI
cc:06:77:60:3e:9c,PLDTHOMEFIBR5G03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:23,36,-83,14.64611799,121.06087156,111,4.550999641418457,WIFI
cc:06:77:6f:30:40,SAIGON PHO1,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:23,7,-79,14.64611799,121.06087156,111,4.550999641418457,WIFI
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:23,11,-86,14.64611799,121.06087156,111,4.550999641418457,WIFI
06:d6:aa:ad:f2:23,AMP-Note8,[WPA2-PSK-CCMP][ESS],2018-04-24 11:58:23,1,-89,14.64611799,121.06087156,111,4.550999641418457,WIFI
cc:06:77:6f:30:40,SAIGON PHO1,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:27,7,-72,14.64606194,121.06088219,112,4.550999641418457,WIFI
64:66:b3:5c:c9:44,TP-LINK_5CC944,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:58:27,1,-86,14.64606194,121.06088219,112,4.550999641418457,WIFI
fa:8f:ca:50:af:9a,,[ESS],2018-04-24 11:58:27,1,-87,14.64606194,121.06088219,112,4.550999641418457,WIFI
cc:06:77:60:3e:9c,PLDTHOMEFIBR5G03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:31,36,-77,14.64601181,121.06087119,112,4.550999641418457,WIFI
06:d6:aa:ad:f2:23,AMP-Note8,[WPA2-PSK-CCMP][ESS],2018-04-24 11:58:31,1,-81,14.64601181,121.06087119,112,4.550999641418457,WIFI
28:ff:3e:3d:de:c0,chase,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:58:31,5,-83,14.64601181,121.06087119,112,4.550999641418457,WIFI
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:41,1,-69,14.64589269,121.06092221,113,6.067999839782715,WIFI
cc:06:77:e1:7c:c8,PLDTHOMEFIBR17cc8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:41,1,-75,14.64589269,121.06092221,113,6.067999839782715,WIFI
7c:c7:09:92:ec:f0,Mitsubishi Wireless TV 523,[ESS],2018-04-24 11:58:41,36,-67,14.64589269,121.06092221,113,6.067999839782715,WIFI
cc:06:77:e1:7c:cc,PLDTHOMEFIBR5G17cc8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:41,36,-86,14.64589269,121.06092221,113,6.067999839782715,WIFI
cc:06:77:60:3e:9c,PLDTHOMEFIBR5G03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:45,36,-59,14.64584026,121.0609446,112,7.585000038146973,WIFI
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:58:45,1,-56,14.64584026,121.0609446,112,7.585000038146973,WIFI
51502_30232_210454612,Globe,HSPA;ph,2018-04-24 11:58:45,0,-75,14.64584026,121.0609446,112,7.585000038146973,GSM
90:61:0c:2a:47:af,Marco,[WPA2-PSK-CCMP][WPS][ESS],2018-04-24 11:58:49,11,-85,14.64580471,121.0609477,113,6.067999839782715,WIFI
94:46:96:19:2a:3e,PLDTHOMEDSLNFNQ0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:49,3,-85,14.64580471,121.0609477,113,6.067999839782715,WIFI
a0:8d:16:68:94:a0,No Internet Connection,[WPA2-PSK-CCMP][ESS],2018-04-24 11:58:49,8,-86,14.64580471,121.0609477,113,6.067999839782715,WIFI
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:53,11,-86,14.64574431,121.06091917,111,4.550999641418457,WIFI
5c:f2:86:25:59:df,Cookie2016,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:58:53,8,-83,14.64574431,121.06091917,111,4.550999641418457,WIFI
84:16:f9:ed:7d:f4,flyff for fun,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:53,1,-86,14.64574431,121.06091917,111,4.550999641418457,WIFI
00:e0:20:3b:00:75,Tenda_4377D0_Ext 4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:58:53,6,-87,14.64574431,121.06091917,111,4.550999641418457,WIFI
0e:41:58:00:9f:ef,Wireless-N ext 1,[WPA-PSK-CCMP][ESS],2018-04-24 11:58:57,6,-81,14.64569966,121.06089618,111,4.550999641418457,WIFI
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:58:57,11,-73,14.64569966,121.06089618,111,4.550999641418457,WIFI
90:61:0c:2e:d5:16,PLDTHOMEDSL54550,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:58:57,1,-85,14.64569966,121.06089618,111,4.550999641418457,WIFI
28:10:7b:f1:02:bc,Diliman Bible Church,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:01,11,-85,14.64564023,121.06087253,111,6.067999839782715,WIFI
cc:06:77:e1:1f:94,Madraso,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:01,36,-81,14.64564023,121.06087253,111,6.067999839782715,WIFI
cc:06:77:e1:1f:90,Madraso,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:01,6,-78,14.64564023,121.06087253,111,6.067999839782715,WIFI
00:13:33:ed:60:4c,B79e,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:01,1,-81,14.64564023,121.06087253,111,6.067999839782715,WIFI
cc:06:77:6f:30:44,SAIGON PHO2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:05,36,-73,14.64559458,121.06086988,112,4.550999641418457,WIFI
28:10:7b:f1:02:bc,Diliman Bible Church,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:05,11,-77,14.64559458,121.06086988,112,4.550999641418457,WIFI
5c:f2:86:25:59:df,Cookie2016,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:05,8,-76,14.64559458,121.06086988,112,4.550999641418457,WIFI
ba:4e:26:4c:0e:e3,,[WPA2-PSK-CCMP][ESS],2018-04-24 11:59:05,10,-80,14.64559458,121.06086988,112,4.550999641418457,WIFI
b6:4e:26:4c:0e:e3,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:05,10,-82,14.64559458,121.06086988,112,4.550999641418457,WIFI
b0:4e:26:4c:0e:e3,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:05,10,-85,14.64559458,121.06086988,112,4.550999641418457,WIFI
00:13:33:e1:9b:5c,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:05,11,-82,14.64559458,121.06086988,112,4.550999641418457,WIFI
14:b7:f8:0b:38:33,Chibutt,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:05,11,-87,14.64559458,121.06086988,112,4.550999641418457,WIFI
00:13:33:fb:45:3a,,[ESS],2018-04-24 11:59:05,1,-84,14.64559458,121.06086988,112,4.550999641418457,WIFI
00:13:33:fb:45:3c,,[ESS],2018-04-24 11:59:05,1,-87,14.64559458,121.06086988,112,4.550999641418457,WIFI
cc:06:77:e1:1f:90,Madraso,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:09,6,-73,14.64556045,121.0608636,110,4.550999641418457,WIFI
cc:06:77:61:f6:08,PLCPD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:09,6,-85,14.64556045,121.0608636,110,4.550999641418457,WIFI
20:25:64:c6:89:a5,963c41,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:09,1,-87,14.64556045,121.0608636,110,4.550999641418457,WIFI
b0:4e:26:4c:12:53,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,10,-83,14.64556045,121.0608636,110,4.550999641418457,WIFI
00:13:33:ed:60:48,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,1,-83,14.64556045,121.0608636,110,4.550999641418457,WIFI
ac:f9:70:ec:2d:e0,HUAWEI-U8YK,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,9,-81,14.64556045,121.0608636,110,4.550999641418457,WIFI
00:13:33:e1:c5:5a,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,5,-86,14.64556045,121.0608636,110,4.550999641418457,WIFI
00:13:33:e8:f8:31,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,11,-84,14.64556045,121.0608636,110,4.550999641418457,WIFI
ac:86:74:4a:09:53,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,5,-85,14.64556045,121.0608636,110,4.550999641418457,WIFI
f0:98:38:f9:14:28,Fiber200,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,4,-86,14.64556045,121.0608636,110,4.550999641418457,WIFI
f0:98:38:72:db:98,ZGMKTGCORP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:09,1,-87,14.64556045,121.0608636,110,4.550999641418457,WIFI
00:13:33:fb:45:3b,,[ESS],2018-04-24 11:59:09,1,-80,14.64556045,121.0608636,110,4.550999641418457,WIFI
ac:86:74:4a:09:52,CloudTrax,[ESS],2018-04-24 11:59:09,5,-88,14.64556045,121.0608636,110,4.550999641418457,WIFI
cc:06:77:e1:1f:94,Madraso,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:13,36,-76,14.64551762,121.06085195,108,4.550999641418457,WIFI
00:e0:20:3b:00:75,Tenda_4377D0_Ext 4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:13,6,-80,14.64551762,121.06085195,108,4.550999641418457,WIFI
b0:4e:26:4c:0e:e3,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:13,10,-80,14.64551762,121.06085195,108,4.550999641418457,WIFI
b6:4e:26:4c:12:53,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:13,10,-80,14.64551762,121.06085195,108,4.550999641418457,WIFI
00:13:33:fb:45:39,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:13,1,-77,14.64551762,121.06085195,108,4.550999641418457,WIFI
ac:86:74:4a:09:53,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:17,5,-80,14.64548061,121.06085018,108,4.550999641418457,WIFI
ac:86:74:4a:09:52,CloudTrax,[ESS],2018-04-24 11:59:17,5,-80,14.64548061,121.06085018,108,4.550999641418457,WIFI
90:61:0c:41:1e:37,PLDTHOMEDSL07735,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:17,11,-82,14.64548061,121.06085018,108,4.550999641418457,WIFI
00:13:33:ea:82:37,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:17,11,-86,14.64548061,121.06085018,108,4.550999641418457,WIFI
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:21,11,-74,14.64545261,121.06086148,104,4.550999641418457,WIFI
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:25,11,-69,14.64540051,121.06089434,106,4.550999641418457,WIFI
00:bb:c1:24:ce:dc,24CEDC-iP110series,[WPA2-PSK-CCMP][ESS],2018-04-24 11:59:25,3,-83,14.64540051,121.06089434,106,4.550999641418457,WIFI
f0:98:38:72:db:98,ZGMKTGCORP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:29,1,-81,14.64535416,121.06092298,104,4.550999641418457,WIFI
00:13:33:ed:60:48,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-04-24 11:59:29,1,-76,14.64535416,121.06092298,104,4.550999641418457,WIFI
cc:06:77:61:f6:0c,PLCPD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-04-24 11:59:29,36,-90,14.64535416,121.06092298,104,4.550999641418457,WIFI
84:c9:b2:52:16:e9,A4 Site,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-04-24 11:59:29,6,-81,14.64535416,121.06092298,104,4.550999641418457,WIFI
6c:3b:6b:ad:9e:9d,MikroTik-Dynadish-A,[WPA-EAP+PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2018-04-24 11:59:29,56,-88,14.64535416,121.06092298,104,4.550999641418457,WIFI
00:13:33:fb:45:3d,,[ESS],2018-04-24 11:59:29,1,-82,14.64535416,121.06092298,104,4.550999641418457,WIFI
4a:69:b6:99:b4:cb,SETUP,[IBSS],2018-04-24 11:59:29,11,-84,14.64535416,121.06092298,104,4.550999641418457,WIFI
