Last Updt,Last Time,MAC,SSID,Encryption,Channel,Latitude,Longitude
2017-06-09 13:00:00,2017-06-09 13:00:00,00:13:33:c0:e2:7a,PLDTHOMEDSL,wpa2,11,14.64994812,121.05744934
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:fa:e4:77,None,wpa2,8,14.64704132,121.06246948
2017-10-15 18:00:00,2017-10-15 18:00:00,00:13:33:fe:cc:ae,PLDTHOMEDSL_arhnelie,wpa2,8,14.64631081,121.06280518
2017-04-04 12:00:00,2017-04-04 12:00:00,00:13:33:d6:2c:6b,PLDTHOMEDSL,wpa2,11,14.64641094,121.05954742
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:f2:89:1a,PLDTHOMEDSL,wpa2,1,14.64632988,121.06210327
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:f4:48:42,PLDTHOMEDSL,wpa2,10,14.64783955,121.05718994
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:e1:c7:e9,PLDTHOMEDSL,wpa2,11,14.64740658,121.0586319
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:ed:62:7d,PLDTHOMEDSL,wpa2,2,14.64683819,121.06211853
2017-05-07 13:00:00,2017-05-07 13:00:00,00:13:33:f0:a2:99,PLDTHOMEDSLNoConnection,wpa2,11,14.65035915,121.06230164
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:e7:6c:14,PLDTHOMEDSL_Queeny,wpa2,11,14.64685631,121.06197357
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:e7:6c:15,None,wpa2,11,14.64680862,121.0616684
2017-05-07 13:00:00,2017-05-07 13:00:00,00:13:33:e8:f6:83,PLDTHOMEDSL302,wpa2,11,14.64971828,121.06217194
2017-05-07 13:00:00,2017-05-07 13:00:00,00:12:5f:08:e7:8e,Wireless Projector,unknown,1,14.65021706,121.05304718
2017-06-09 13:00:00,2017-06-09 13:00:00,00:13:33:c0:57:33,PLDTHOMEDSL,wpa2,11,14.64637852,121.06061554
2017-10-15 18:00:00,2017-10-15 18:00:00,00:13:33:d2:49:c5,PLDTHOMEDSL,wpa2,6,14.64695358,121.06263733
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:f1:1b:5c,PLDTHOMEDSL_Ai,wpa2,6,14.64576149,121.06230927
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:f4:4b:d5,PLDTHOMEDSL,wpa2,8,14.64608383,121.06295776
2017-05-07 13:00:00,2017-05-07 13:00:00,00:13:33:f6:c3:4c,PLDTHOMEDSL,wpa2,10,14.64958858,121.06237793
2017-10-15 18:00:00,2017-10-15 18:00:00,00:13:33:e0:3e:83,PLDTHOMEDSL,wpa2,11,14.64631176,121.06261444
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:fb:45:3d,None,unknown,1,14.64585972,121.06066895
2017-10-28 14:00:00,2017-10-28 14:00:00,00:13:33:fc:69:69,PLDTHOMEDSLGRABTAPSI,wpa2,11,14.64698792,121.06246948
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:fc:ce:59,PLDTHOMEDSL,wpa2,5,14.64624977,121.06246948
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:fc:d0:ac,PLDTHOMEDSL,wpa2,1,14.64641857,121.06210327
2017-05-07 13:00:00,2017-05-07 13:00:00,00:13:33:e7:6a:f7,PLDTHOMEDSLamansec,wpa2,11,14.64907551,121.06365204
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:e8:f4:df,PLDTHOMEDSLTRIDENTWOOD,wpa2,11,14.64690971,121.06108856
2017-10-15 18:00:00,2017-10-15 18:00:00,00:13:33:d4:a9:4f,PLDTHOMEDSLvirus,wpa2,11,14.64694881,121.06273651
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:d6:bb:b3,PLDTHOMEDSL,wpa2,11,14.64629841,121.06282806
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:e1:98:5f,PLDTHOMEDSLsanji,wpa2,11,14.64709568,121.06204987
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:ec:21:4c,PLDTHOMEDSL,wpa2,11,14.64576912,121.06302643
2017-05-07 13:00:00,2017-05-07 13:00:00,00:13:33:ee:d8:06,None,wpa2,1,14.65022945,121.06329346
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:ea:87:f5,PLDTHOMEDSL,wpa2,11,14.64652443,121.06195831
2018-02-16 10:00:00,2018-02-16 10:00:00,00:13:33:c6:d0:da,PLDTHOMEDSL,wpa2,11,14.64638424,121.06115723
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:fa:e3:a5,PLDTHOMEDSL,wpa2,2,14.64719868,121.06188202
2017-07-15 09:00:00,2017-07-15 09:00:00,00:13:33:fa:e3:a8,None,wpa2,2,14.64706898,121.06190491
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:fb:46:83,PLDTHOMEDSLbellabonita,wpa2,2,14.64686584,121.05815125
2017-06-09 13:00:00,2017-06-09 13:00:00,00:13:33:fc:66:80,PLDTHOMEDSLACSUP,wpa2,1,14.64947987,121.05753326
2017-03-03 15:00:00,2017-03-03 15:00:00,00:13:33:fd:b7:fb,PLDTHOMEDSLLUCERO,wpa2,6,14.64708042,121.0632782
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:fe:97:66,PLDTHOMEDSLVAJ,wpa2,9,14.64644146,121.06272888
2017-03-22 12:00:00,2017-03-16 16:00:00,00:13:33:fe:e0:9f,PLDTHOMEDSL,wpa2,11,14.64988232,121.05723572
2017-10-15 18:00:00,2017-10-15 18:00:00,00:13:33:fe:e3:0b,PLDTHOMEDSL,wpa2,1,14.6466856,121.06271362
2017-03-03 15:00:00,2017-03-03 15:00:00,00:13:33:f1:ca:a2,PLDTHOMEDSLAN,wpa2,1,14.64653969,121.06131744
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:f4:27:ef,PLDTHOMEDSLBILL,wpa2,1,14.64792633,121.05712128
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:f4:2a:f7,None,wpa2,1,14.64686775,121.06180573
2017-03-03 15:00:00,2017-03-03 15:00:00,00:13:33:e8:f1:e7,PLDTHOMEDSL,wpa2,11,14.64674377,121.06024933
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:db:90:5c,PLDTHOMEDSL,wpa2,11,14.65109062,121.05463409
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:df:9b:b8,PLDTHOMEDSL,wpa2,11,14.64651394,121.05923462
2017-10-26 14:00:00,2017-10-26 14:00:00,00:13:33:df:cf:bb,PLDTHOMEDSL,wpa2,11,14.64615059,121.06278229
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:e1:63:df,PLDTHOMEDSL,wpa2,11,14.64636517,121.05954742
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:ea:7b:20,PLDTHOMEDSLadmin,wpa2,5,14.64655399,121.05918121
2017-07-29 21:00:00,2017-07-29 21:00:00,00:13:33:ea:7b:21,trendzoneqc,wpa2,5,14.64656258,121.0591507
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:03:49:c4,PLDTSMART,wpa2,3,14.64660835,121.06040192
2017-07-29 21:00:00,2017-07-29 21:00:00,00:1b:2f:e2:2e:ec,saugerties2,wpa2,2,14.64628124,121.05963898
2017-07-29 21:00:00,2017-07-29 21:00:00,00:1a:ef:48:77:0b,TROJAN VIRUS!,wpa2,10,14.64684582,121.05797577
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:05:95:d0,PLDT Smart WiFi Zone,unknown,2,14.64726162,121.05634308
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:05:95:e0,PLDT Smart WiFi Zone,unknown,120,14.64668655,121.0586853
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:03:49:c0,PLDT Smart WiFi Zone,none,3,14.64614105,121.06006622
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:03:49:e0,PLDT Smart WiFi Zone,none,2,14.64794445,121.05423737
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:03:49:f0,PLDT Smart WiFi Zone,unknown,120,14.64680004,121.05838776
2017-07-29 21:00:00,2017-07-29 21:00:00,00:1a:ef:48:8a:d3,HOLYFAMILY,wpa2,2,14.64747906,121.05740356
2017-05-07 13:00:00,2017-05-07 13:00:00,00:19:be:80:83:ac,WiFi,wpa2,6,14.64980125,121.06229401
2017-07-29 21:00:00,2017-07-29 21:00:00,00:18:4d:95:5d:b0,MRS,wpa,11,14.64618492,121.05986023
2017-10-26 14:00:00,2017-10-26 14:00:00,00:1a:ef:2a:94:09,Maineden,wpa2,1,14.64670467,121.06271362
2017-06-09 13:00:00,2017-06-09 13:00:00,00:1a:ef:2d:e3:24,CD-R_KING_11n,wpa2,5,14.65014744,121.05740356
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1a:ef:2e:aa:8d,Hybridwerx,wpa2,1,14.64723682,121.06274414
2017-06-09 13:00:00,2017-06-09 13:00:00,00:18:f8:70:ee:6e,Maayusin,wpa2,11,14.64955235,121.05751801
2017-07-29 21:00:00,2017-07-29 21:00:00,00:19:be:81:32:e2,Altai_Wifi,wpa2,6,14.64977074,121.0569458
2017-04-04 12:00:00,2017-04-04 12:00:00,00:1d:92:10:df:e3,H9300G,wpa,1,14.65043736,121.06124878
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:03:49:c1,Magiting S2,wpa,3,14.6461668,121.05975342
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:03:49:e1,Magiting S3,wpa,2,14.6467638,121.05446625
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:05:95:e4,PLDTSMART,wpa2,120,14.64667511,121.05875397
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:03:49:e4,PLDTSMART,wpa2,2,14.64675236,121.0541153
2017-04-04 12:00:00,2017-04-04 12:00:00,00:18:25:03:49:f4,PLDTSMART,wpa2,120,14.64679337,121.05838013
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:05:95:d1,Magiting S1,wpa,2,14.64684963,121.05735779
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:05:95:d4,PLDTSMART,wpa2,2,14.64681721,121.05754852
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1a:ef:29:b5:f4,MMMN,wpa2,1,14.64912319,121.06362915
2017-03-04 14:00:00,2017-03-04 14:00:00,00:1a:ef:48:a3:ba,MacNet,wep,6,14.64698029,121.06203461
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1f:fb:ba:b8:df,HomeBro_ULTERA,wpa2,1,14.64761734,121.06378174
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1f:fb:ba:f8:35,DiKaMakaKonekNoh,wpa2,10,14.64760876,121.063591
2017-10-26 14:00:00,2017-10-26 14:00:00,00:1f:fb:a5:21:19,jennyjuly06,wpa2,10,14.64783669,121.06034851
2017-10-17 12:00:00,2017-10-17 12:00:00,00:21:e9:f7:89:a1,M. Marasigan (Restricted),wpa2,1,14.64698505,121.05213928
2017-03-16 16:00:00,2017-03-16 16:00:00,00:1f:fb:a1:cf:b3,None,wpa2,11,14.64761639,121.06378174
2017-10-26 14:00:00,2017-10-26 14:00:00,00:1f:fb:b7:c7:81,BSG_75,wpa2,11,14.64648056,121.06274414
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1f:fb:ba:f8:37,HomeBro_ULTERA,wpa2,1,14.65146255,121.06445312
2017-07-29 21:00:00,2017-07-29 21:00:00,00:1f:fb:bb:30:8b,lorelove,wpa2,2,14.64590454,121.06230164
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1f:fb:bb:10:89,NEDAMLA,wpa2,2,14.64708805,121.06160736
2017-05-07 13:00:00,2017-05-07 13:00:00,00:1f:fb:ba:68:87,HomeBro_ULTERA,wpa2,1,14.64953136,121.06229401
2017-07-15 09:00:00,2017-07-15 09:00:00,00:1f:fb:ba:ca:63,HomeBro_ULTERA,wpa2,11,14.6476469,121.06383514
2017-05-07 13:00:00,2017-05-07 13:00:00,e8:cd:2d:ac:53:75,HUAWEI-E5776-5375,wpa2,1,14.64677811,121.0634613
2017-07-29 21:00:00,2017-07-29 21:00:00,90:5f:2e:67:e0:8d,mysystem1,wpa2,2,14.64570904,121.06082153
2017-10-26 14:00:00,2017-10-26 14:00:00,90:61:0c:35:41:c0,PLDTHOMEDSL_Padeau,wpa2,1,14.64629936,121.06282806
2017-07-15 09:00:00,2017-07-15 09:00:00,90:61:0c:2e:92:75,PLDTHOMEDSL_FLORIE,wpa2,5,14.6468153,121.05981445
2017-10-26 14:00:00,2017-10-26 14:00:00,90:61:0c:2c:e2:93,PLDTHOMEDSLVirusdetected,wpa2,1,14.64626408,121.06269073
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:2c:e2:a0,Benz_wifi,wpa2,2,14.65117741,121.05717468
2017-10-17 12:00:00,2017-10-17 12:00:00,90:61:0c:1f:aa:1c,PLDTHOMEDSL_iFARM,wpa2,11,14.64702892,121.05212402
2017-03-03 12:00:00,2017-03-03 12:00:00,ec:1f:72:c5:86:09,AndroidAP,wpa2,6,14.64674187,121.05825043
2017-05-07 13:00:00,2017-05-07 13:00:00,ec:9b:f3:94:ea:ed,AndroidAP,wpa2,1,14.64763737,121.0643692
2017-07-29 21:00:00,2017-07-29 21:00:00,28:92:4a:14:56:18,HOLYFAMILY,wpa2,13,14.64699745,121.05782318
2017-07-29 21:00:00,2017-07-29 21:00:00,28:92:4a:14:9f:84,HOLYFAMILY,wpa2,4,14.64749432,121.05738068
2017-09-21 13:00:00,2017-09-21 13:00:00,ec:08:6b:82:db:d8,amom,wpa2,7,14.64765167,121.06427765
2017-07-29 21:00:00,2017-07-29 21:00:00,ee:1d:7f:68:14:88,uFi_681488,wpa2,13,14.64591122,121.06061554
2017-07-29 21:00:00,2017-07-29 21:00:00,ee:1d:7f:73:42:15,Smart Bro_8678,wpa2,13,14.64784718,121.05721283
2017-03-11 14:00:00,2017-03-11 14:00:00,ec:08:6b:6b:80:bd,29 Marilag St.,wpa2,1,14.65042782,121.05922699
2017-10-26 14:00:00,2017-10-26 14:00:00,ec:8a:4c:a6:7e:8c,bayanDSLWiFi_7E8C,wpa2,4,14.64645767,121.06277466
2017-07-29 21:00:00,2017-07-29 21:00:00,ec:8a:4c:a6:83:b0,bayanDSLWiFi_83B0,wpa2,1,14.64573479,121.06232452
2017-07-29 21:00:00,2017-07-29 21:00:00,f0:98:38:07:a3:70,Pazzo brew bar,wpa2,2,14.6472187,121.05764771
2017-05-07 13:00:00,2017-05-07 13:00:00,8c:79:67:c1:25:a5,GLOBE_C125A5,wpa2,1,14.64740372,121.06234741
2017-05-07 13:00:00,2017-05-07 13:00:00,8c:79:67:cd:7a:12,.......,wpa2,6,14.64933777,121.06288147
2017-03-15 05:00:00,2017-03-15 05:00:00,00:00:02:da:b8:92,TatanTel2xEdwin,wpa2,6,14.64959717,121.06230927
2017-09-21 13:00:00,2017-09-21 13:00:00,8c:eb:c6:ee:8d:e2,SODOPtradinginc,wpa2,8,14.64763165,121.06404877
2017-09-21 13:00:00,2017-09-21 13:00:00,e0:8e:3c:21:eb:7b,Suplado,wpa2,1,14.64707279,121.06377411
2017-01-29 18:00:00,2017-01-29 18:00:00,e0:8e:3c:21:f4:8b,romel and ninyo,wpa2,1,14.6475544,121.0641861
2017-04-04 12:00:00,2017-04-04 12:00:00,e0:8e:3c:22:00:f3,yamaha,wpa2,11,14.64682007,121.05963898
2017-10-26 14:00:00,2017-10-26 14:00:00,e0:8e:3c:22:44:ab,bayanDSLWIFI_44AB,wpa2,4,14.64694118,121.0610733
2017-07-29 21:00:00,2017-07-29 21:00:00,e0:8e:3c:2a:07:e0,Aztech5068_A07E0,wpa,1,14.64664745,121.05853271
2017-03-16 16:00:00,2017-03-16 16:00:00,22:6d:52:64:e3:87,Mamba,wpa2,1,14.64763737,121.06414795
2017-05-07 13:00:00,2017-05-07 13:00:00,e0:8e:3c:04:ee:07,bayanDSLWIFI_EE07,wpa2,1,14.64943218,121.0627594
2017-03-26 15:00:00,2017-03-26 15:00:00,8e:34:fd:db:69:5a,AkinLAN,wpa2,1,14.64723682,121.06251526
2017-07-29 21:00:00,2017-07-29 21:00:00,1e:74:0d:02:42:c0,PLDTMyDSLBiz,wpa2,11,14.64738655,121.05754089
2017-06-09 13:00:00,2017-06-09 13:00:00,1e:74:0d:02:a3:50,PLDTMyDSLBizViva_Z,wpa2,1,14.6467123,121.05802155
2017-01-12 12:00:00,2017-01-12 12:00:00,8e:79:67:3f:c4:2d,konektado,wpa2,6,14.64982224,121.06231689
2017-03-03 12:00:00,2017-03-03 12:00:00,ee:1d:7f:a2:67:6a,Smart Bro_A2676A,wep,11,14.64737797,121.05735779
2017-03-03 12:00:00,2017-03-03 12:00:00,ee:1d:7f:90:5d:f2,uFi_905DF2,wpa2,13,14.64737797,121.05735779
2017-10-26 14:00:00,2017-10-26 14:00:00,88:d2:74:86:b1:70,bayanDSLWIFI_B170,wpa2,2,14.64588261,121.06302643
2017-10-26 14:00:00,2017-10-26 14:00:00,88:d2:74:86:b6:b0,bayanDSLWIFI_B6B0,wpa2,10,14.64677334,121.06267548
2017-04-04 12:00:00,2017-04-04 12:00:00,24:09:95:b3:06:db,BABYLITA,wpa2,11,14.64702511,121.05776978
2017-03-03 15:00:00,2017-03-03 15:00:00,f4:8e:92:05:1e:76,danica,wpa2,8,14.6468401,121.06014252
2017-06-09 13:00:00,2017-06-09 13:00:00,f4:9e:ef:d1:5d:4c,PLDTHOMEDSL15D4C,wpa2,7,14.64985371,121.05747986
2017-03-11 14:00:00,2017-03-11 14:00:00,f8:d1:11:24:fa:50,teddy2,wpa2,5,14.65093517,121.05912781
2017-07-29 21:00:00,2017-07-29 21:00:00,ec:8c:a2:70:ff:28,Hiei@Wifi,wpa2,1,14.64655209,121.05899811
2017-07-29 21:00:00,2017-07-29 21:00:00,ec:8c:a2:70:ff:2c,Hiei@Wifi,wpa2,52,14.64657879,121.05892944
2017-07-29 21:00:00,2017-07-29 21:00:00,f0:98:38:f9:14:28,Fiber200,wpa2,5,14.64603519,121.06040192
2017-03-03 15:00:00,2017-03-03 15:00:00,2e:0e:3d:d3:f0:ab,AndroidADP,wpa2,5,14.64679241,121.06195831
2017-10-17 12:00:00,2017-10-17 12:00:00,e4:18:6b:c0:6d:98,trojan.ex,wpa2,12,14.6466198,121.05235291
2017-06-09 13:00:00,2017-06-09 13:00:00,ee:1d:7f:a1:32:b7,DANNAH,wpa2,1,14.64646149,121.05865479
2017-03-16 16:00:00,2017-03-16 16:00:00,9c:a9:e4:db:40:92,ZTE_MF90_DB4092,wpa2,11,14.64762688,121.06428528
2017-07-15 09:00:00,2017-07-15 09:00:00,9c:a9:e4:db:4c:8c,ZTE_MF90_DB4C8C,wpa2,1,14.646101,121.06291962
2017-07-29 21:00:00,2017-07-29 21:00:00,2c:26:c5:17:f4:e0,Tisay,wpa,2,14.64627075,121.06254578
2017-04-04 12:00:00,2017-04-04 12:00:00,e8:61:7e:8d:13:d7,PS4-D0131101B5C1,wpa2,11,14.64704037,121.06026459
2017-01-15 15:00:00,2017-01-15 15:00:00,46:04:44:82:b7:e7,BgIt-QTMzdw,wep,11,14.64758682,121.06282806
2017-07-15 09:00:00,2017-07-15 09:00:00,00:26:75:f4:9d:11,japoypogi,wpa2,10,14.64628315,121.0621109
2017-07-29 21:00:00,2017-07-29 21:00:00,00:26:75:f6:01:38,Aztech5018_6013A,wpa,3,14.64704323,121.057724
2017-07-29 21:00:00,2017-07-29 21:00:00,08:95:2a:89:35:37,SKYbroadbandA450,wpa2,6,14.64745903,121.05738831
2017-05-07 13:00:00,2017-05-07 13:00:00,44:6e:e5:37:38:87,HUAWEI-3887,wpa2,6,14.64757824,121.06369019
2017-06-09 13:00:00,2017-06-09 13:00:00,08:95:2a:5d:30:5a,SKYbroadband0338,wpa2,11,14.64972687,121.05750275
2017-05-07 13:00:00,2017-05-07 13:00:00,40:45:da:27:cf:ac,hotspot mo to,unknown,11,14.64724445,121.06022644
2017-03-22 05:00:00,2017-03-22 05:00:00,08:21:ef:05:34:c9,BF81-c29uaWFkZWxhcGF6NTA,unknown,6,14.64957619,121.06223297
2017-09-21 13:00:00,2017-09-21 13:00:00,3c:df:bd:a8:d4:a4,HX97u.I_v4.076,wpa2,11,14.64759064,121.0641861
2017-05-07 13:00:00,2017-05-07 13:00:00,06:02:1f:13:05:d5,HUAWEI-E5372-05D4,wpa2,2,14.64718056,121.06188202
2017-05-07 13:00:00,2017-05-07 13:00:00,08:10:73:47:1e:66,wifi-cdrking_471e66,unknown,1,14.64909077,121.06391907
2017-03-26 15:00:00,2017-03-26 15:00:00,8e:79:67:a9:6e:dc,ZTE-MF65M-6EDC,wpa2,1,14.64721775,121.06254578
2017-03-16 16:00:00,2017-03-16 16:00:00,8e:79:67:a9:b8:e5,ZTE-MF65M-B8E5,wpa2,13,14.64762306,121.06448364
2017-06-09 13:00:00,2017-06-09 13:00:00,8e:79:67:93:50:44,Almond,wpa2,11,14.64641094,121.05882263
2017-05-07 13:00:00,2017-05-07 13:00:00,8e:79:67:86:f1:fd,krolithikah,wpa2,6,14.64934254,121.05284119
2017-01-29 18:00:00,2017-01-29 18:00:00,8e:79:67:50:2f:d7,Smart Bro_502FD7,wep,13,14.64763546,121.06370544
2017-07-29 21:00:00,2017-07-29 21:00:00,8e:79:67:81:39:c0,Smart Bro_8139C0,wep,5,14.64621925,121.06280518
2017-05-07 13:00:00,2017-05-07 13:00:00,8e:79:67:82:aa:c9,Macky13,wpa2,13,14.64929295,121.06296539
2017-03-11 14:00:00,2017-03-11 14:00:00,8e:79:67:86:e9:03,Smart Bro_86E903,wpa2,1,14.65063,121.06233215
2017-04-04 12:00:00,2017-04-04 12:00:00,8e:79:67:5a:31:5e,Aldwin 3G,wpa2,1,14.64697456,121.06111908
2017-03-03 15:00:00,2017-03-03 15:00:00,8c:79:67:b5:26:0f,GLOBE_B5260F,wpa2,6,14.64724922,121.06335449
2017-10-26 14:00:00,2017-10-26 14:00:00,40:cb:a8:90:46:e2,Broadband@work,wpa2,11,14.64690685,121.06262207
2017-07-29 21:00:00,2017-07-29 21:00:00,48:13:7e:b5:fd:f6,None,wpa2,6,14.6473074,121.06246948
2017-07-29 21:00:00,2017-07-29 21:00:00,14:b7:f8:0b:38:33,Chibutt,wpa2,1,14.64620304,121.06000519
2017-07-29 21:00:00,2017-07-29 21:00:00,14:b7:f8:0b:44:97,SKYbroadband4494,wpa2,1,14.64649105,121.0590744
2017-06-09 13:00:00,2017-06-09 13:00:00,84:16:f9:37:ca:f6,ADMIN,wpa2,8,14.6487999,121.05717468
2017-03-26 15:00:00,2017-03-26 15:00:00,14:b9:68:81:1a:dc,SMART-BRO-1ADC,wpa2,1,14.64710712,121.06412506
2017-03-03 15:00:00,2017-03-03 15:00:00,04:18:d6:56:26:86,BRGYUPAP2,unknown,132,14.64737701,121.05735779
2017-03-03 12:00:00,2017-03-03 12:00:00,14:cf:92:a6:92:a4,Walanghiya,wpa2,4,14.647789,121.05695343
2017-02-22 23:00:00,2017-02-22 23:00:00,88:32:9b:6f:aa:b8,Santos,wpa2,6,14.64733028,121.06435394
2017-07-29 21:00:00,2017-07-29 21:00:00,48:f8:b3:0f:d9:65,MotorGirl,wpa2,1,14.64654732,121.0580368
2017-07-15 09:00:00,2017-07-15 09:00:00,36:69:87:4d:71:4d,Tababoy,wpa2,6,14.64585972,121.06302643
2017-03-12 18:00:00,2017-03-12 18:00:00,36:69:87:0f:20:14,wifikotoh,wpa2,6,14.6468277,121.06180573
2017-04-04 12:00:00,2017-04-04 12:00:00,36:69:87:29:b3:38,GoodVibesLang,wpa2,1,14.64671421,121.059021
2017-07-29 21:00:00,2017-07-29 21:00:00,36:69:87:a1:a6:57,neon-s,wpa2,1,14.64630604,121.0598526
2017-05-07 13:00:00,2017-05-07 13:00:00,36:69:87:b3:5e:bc,mobillo,wpa2,5,14.64767456,121.06407166
2017-04-04 12:00:00,2017-04-04 12:00:00,86:98:66:7d:eb:0d,AndroidAP,wpa2,6,14.64690685,121.06019592
2017-04-04 12:00:00,2017-04-04 12:00:00,88:ad:d2:45:f1:93,BvRc-bWhlcmFuZHJldw,unknown,6,14.64732838,121.05735016
2017-10-15 18:00:00,2017-10-15 18:00:00,88:d2:74:86:b7:7d,bayanDSLWIFI_B77D,wpa2,4,14.64761829,121.06329346
2017-10-26 14:00:00,2017-10-26 14:00:00,88:d2:74:86:c4:14,I Believe Wi Can Fi,wpa2,1,14.64589024,121.06295013
2017-03-15 17:00:00,2017-03-15 17:00:00,88:ad:d2:ec:b5:e2,Lancylot,wpa2,11,14.6476469,121.06416321
2017-01-15 15:00:00,2017-01-15 15:00:00,88:ad:d2:b1:c6:42,AndroidAP,wpa2,6,14.64757156,121.06300354
2017-10-26 14:00:00,2017-10-26 14:00:00,90:61:0c:12:02:8d,VALONES_GUEST,wpa2,11,14.64613438,121.06282806
2017-05-07 13:00:00,2017-05-07 13:00:00,90:61:0c:12:ba:3a,PLDTMyDSL,wpa2,11,14.64867115,121.06231689
2017-03-11 14:00:00,2017-03-11 14:00:00,90:61:0c:1d:0b:21,Globe DSL,wpa2,2,14.65034199,121.05926514
2017-06-09 13:00:00,2017-06-09 13:00:00,48:f8:b3:39:a6:e2,OrangeCedar,wpa2,1,14.64958572,121.05753326
2017-06-09 13:00:00,2017-06-09 13:00:00,48:f8:b3:39:a6:e3,OrangeCedar-guest,unknown,1,14.64958763,121.05752563
