Last Updt,Last Time,MAC,SSID,Encryption,Channel,Latitude,Longitude
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:c2,YTFanfest,wpa2,11,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:e2,YTFanfest,wpa2,1,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:e6,None,unknown,1,14.70457172,121.10164642
2015-07-26 08:00:00,2015-01-26 15:00:00,c4:05:28:10:51:7b,nemadias,wpa2,7,14.69803143,121.09059143
2013-05-06 15:00:00,2013-05-06 17:00:00,28:10:7b:f1:04:70,aquino,wpa2,1,14.69939232,121.10047913
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:68:b3,None,unknown,36,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:68:b5,None,unknown,36,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:c5,None,unknown,11,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:94:5f:2d,Family Lounge,wpa,58,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:54:5f:28,None,wpa2,1,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:54:5f:2c,None,wpa2,58,14.70457172,121.10164642
2013-05-06 15:00:00,2013-05-06 17:00:00,4c:ac:0a:88:8a:a9,PLDTMyDSL,wpa2,11,14.69973755,121.09911346
2013-04-25 05:00:00,2013-04-25 07:00:00,c0:c1:c0:02:92:24,David Yu 1,wpa,1,14.69782352,121.10018158
2013-04-25 05:00:00,2013-04-25 07:00:00,b0:b2:dc:fa:d9:8c,PLDTMyDSL,wpa2,11,14.69805527,121.09962463
2013-04-17 03:00:00,2013-04-17 05:00:00,c8:6c:87:6a:bf:70,PLDTMyDSLLi-ann,wpa2,11,14.69857502,121.09778595
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:0b:3a:bd:3a:4a,sankit,wep,2,14.69939613,121.1007843
2013-05-07 12:00:00,2013-05-07 14:00:00,50:67:f0:8f:b3:05,PLDTMyDSLMYNET,wep,11,14.69935513,121.10185242
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a6:c8:7f,bayanDSL,wpa,1,14.69948959,121.10196686
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a7:0f:77,anthony's wifi,wpa,1,14.69722939,121.09653473
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a3:55:91,bayanDSL,wpa,1,14.69920635,121.1013031
2015-07-26 08:00:00,2015-01-26 15:00:00,6c:8b:2f:b9:15:63,Alexis02,wpa2,1,14.69803238,121.09056854
2013-05-06 15:00:00,2013-05-06 17:00:00,88:53:d4:e7:90:62,Virus,wpa2,6,14.70723915,121.10230255
2013-05-07 12:00:00,2013-05-07 14:00:00,74:ea:3a:fb:bd:a2,Z-Net,wpa2,1,14.69946289,121.10015106
2013-05-07 12:00:00,2013-05-07 14:00:00,58:6d:8f:2c:25:14,Antonia,wpa2,1,14.69943523,121.09851837
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:5b:a0:a9,VIPinoy,wpa,6,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:db:a0:ac,NTDCCPOS,wpa2,52,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:9b:a0:a8,None,wpa,6,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:9b:a0:a9,Family Lounge,wpa,6,14.70083141,121.09667206
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:e6:76:35:b5:90,wifinimars,wpa,5,14.69938374,121.10020447
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:e6:76:43:10:72,alya,wpa2,4,14.69979382,121.10216522
2013-05-07 12:00:00,2013-05-07 14:00:00,68:7f:74:2f:0f:34,BustamanteNet,wpa2,1,14.697258,121.0987854
2013-05-07 12:00:00,2013-05-07 14:00:00,fc:f5:28:3e:63:e8,PLDTMyDSL777OMAR,wpa2,11,14.69952965,121.09978485
2017-06-09 13:00:00,2017-06-09 13:00:00,5c:f2:86:22:67:b0,BROADWAY917,wpa2,7,14.70270157,121.09915924
2015-07-26 08:00:00,2013-05-06 15:00:00,88:53:d4:e7:bb:8e,SMARTEYE,wpa,1,14.69949913,121.10009766
2017-06-09 13:00:00,2017-06-09 13:00:00,58:7f:66:f8:28:54,None,wpa2,10,14.70457172,121.10164642
2015-07-26 08:00:00,2015-01-26 15:00:00,90:61:0c:0e:a3:81,PLDTMyDSL,wpa2,11,14.69803143,121.09059143
2013-05-07 12:00:00,2013-05-07 14:00:00,90:61:0c:0e:d9:82,PLDTMyDSL,wep,11,14.69925594,121.09841156
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:0f:9f:59,Plains,wpa2,1,14.69896126,121.09418488
2013-05-06 15:00:00,2013-05-06 17:00:00,64:16:f0:91:2a:fe,leigh24,wpa2,1,14.69960117,121.09947205
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:9b:a0:ad,Family Lounge,wpa,52,14.69896126,121.09418488
2013-04-17 03:00:00,2013-04-17 05:00:00,a0:f3:c1:4b:39:2d,amielsm_wifi_network,wpa2,1,14.69950485,121.09861755
2015-07-26 08:00:00,2015-01-26 15:00:00,a0:f3:c1:72:9e:36,domingo,wpa2,6,14.69803333,121.09050751
2017-10-03 06:00:00,2017-10-03 06:00:00,7c:c7:09:76:d9:f1,Mitsubishi Wireless TV 108,unknown,44,14.69863987,121.09210968
2013-05-07 12:00:00,2013-05-07 14:00:00,78:44:76:1f:7f:cc,JOHNNY,wep,11,14.69954777,121.09986877
2013-05-07 12:00:00,2013-05-07 14:00:00,cc:5d:4e:f1:b3:b0,PLDTMyDSLJovita,wpa2,11,14.69929695,121.10063171
2013-04-17 03:00:00,2013-04-17 05:00:00,cc:5d:4e:f1:e1:10,PLDTMyDSLsherry,wpa2,11,14.6993103,121.10083771
2015-07-26 08:00:00,2014-04-01 03:00:00,7c:05:07:23:9d:fb,ce9627,wpa2,1,14.69986534,121.09727478
2013-05-07 12:00:00,2013-05-07 14:00:00,90:94:e4:a7:c1:7c,dlink,wpa2,1,14.69917488,121.09825134
2013-05-07 12:00:00,2013-05-07 14:00:00,b0:b2:dc:73:85:60,PLDTMyDSL,wpa2,11,14.69938183,121.09848022
2013-05-06 15:00:00,2013-05-06 17:00:00,b0:48:7a:d3:ef:62,TP-LINK_D3EF62,wpa2,1,14.69941521,121.10192108
2013-05-06 15:00:00,2013-05-06 17:00:00,90:61:0c:0d:96:5d,PLDTMyDSL,wpa2,11,14.69925213,121.10159302
2013-05-07 12:00:00,2013-05-07 14:00:00,90:61:0c:0e:67:78,PLDTMyDSL,wpa2,11,14.70006943,121.10232544
2015-07-26 08:00:00,2015-07-26 08:00:00,d0:2d:b3:0a:a4:ae,kungdiparasaACADSbawalkumonek,wpa2,6,14.6971035,121.10202789
2015-07-26 08:00:00,2015-01-26 15:00:00,d0:7a:b5:72:27:b9,HUAWEI-E5220-27b9,wpa2,11,14.69803047,121.09067535
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:14:5f:2d,STARCINEMA,wpa2,58,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:54:5f:2d,VIPinoy,wpa,58,14.70457172,121.10164642
2013-04-25 05:00:00,2013-04-25 07:00:00,bc:f6:85:bf:3f:c4,milobest,wpa2,1,14.69848061,121.10175323
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:94:5f:29,Family Lounge,wpa,1,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:94:5f:2c,None,wpa,58,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:d4:5f:2c,NTDCCPOS,wpa2,58,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,bc:75:74:b6:10:b7,HUAWEI-10B7,wpa2,7,14.69896126,121.09418488
2013-05-07 12:00:00,2013-05-07 14:00:00,9a:fc:11:7d:3a:90,2nd Floor,wpa2,6,14.69965076,121.09933472
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:14:5f:29,STARCINEMA,wpa2,1,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:14:5f:2c,digitaldirectory,wpa2,58,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:54:5f:29,VIPinoy,wpa,1,14.70457172,121.10164642
2013-05-07 12:00:00,2013-05-07 14:00:00,cc:5d:4e:f1:ab:58,PLDTMyDSL,wpa,1,14.69952297,121.09986115
2013-04-25 05:00:00,2013-04-25 07:00:00,b0:b2:dc:f9:58:8c,PLDTMyDSL,wpa2,11,14.69800568,121.09906769
2013-05-07 12:00:00,2013-05-07 14:00:00,b0:b2:dc:fa:de:00,PLDTMyDSL,wpa2,11,14.69705677,121.09896088
2013-04-25 05:00:00,2013-04-25 07:00:00,c8:d3:a3:48:33:70,BEI_SANTOS,wpa2,11,14.69726086,121.09831238
2015-07-26 08:00:00,2015-02-16 14:00:00,aa:a6:68:21:a6:ab,V23XCE_01,wpa2,13,14.70133972,121.09580231
2013-04-17 03:00:00,2013-04-17 05:00:00,cc:5d:4e:ef:b4:c8,PLDTMyDSL,wpa,1,14.69748116,121.09689331
2017-06-09 13:00:00,2017-06-09 13:00:00,e0:8e:3c:23:55:c9,Aztech5068_355C9,wpa,10,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,c4:01:7c:94:5f:28,None,wpa,1,14.70457172,121.10164642
2013-05-07 12:00:00,2013-05-07 14:00:00,c8:d7:19:17:76:7c,Libre Wifi,wpa2,4,14.69962883,121.09954071
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:68:b0,None,unknown,36,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:77,@AyalaMalls_GoWiFi,unknown,255,14.70270157,121.09915924
2016-02-27 15:00:00,2016-02-27 15:00:00,d0:7a:b5:72:21:f4,pasabay2014,wpa2,11,14.7070837,121.09388733
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c4:23,None,unknown,11,14.69896126,121.09418488
2013-05-07 12:00:00,2013-05-07 14:00:00,00:02:6f:9d:3a:c0,Cacko,wep,11,14.69978046,121.10218811
2017-06-09 13:00:00,2017-06-09 13:00:00,e0:8e:3c:23:29:75,STKD,wpa,1,14.70083141,121.09667206
2013-04-17 03:00:00,2013-04-17 05:00:00,b4:b3:62:5e:88:d7,cain_network,wpa,1,14.69804764,121.09733582
2017-06-09 13:00:00,2017-06-09 13:00:00,e0:8e:3c:2e:94:91,NeverBroken,wpa,1,14.69896126,121.09418488
2013-04-25 05:00:00,2013-04-25 07:00:00,20:aa:4b:51:bc:7d,David Yu 1,wpa,6,14.69782352,121.10018158
2013-04-25 05:00:00,2013-04-25 07:00:00,90:61:0c:0d:a3:b3,PLDTMyDSL,wpa2,11,14.69803905,121.10093689
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:17:32:03,Bayo_Trinoma,wpa2,11,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:17:32:04,POWERGROUP,wpa2,11,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:17:32:05,Bayo_AM,wpa2,11,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:17:32:06,Bayo_OIC,wpa2,11,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:17:32:07,Bayo_Audit,wpa2,11,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:1b:a0:ac,digitaldirectory,wpa2,52,14.69896126,121.09418488
2013-04-25 05:00:00,2013-04-25 07:00:00,1c:af:f7:87:29:52,David Yu,wpa2,9,14.69776058,121.1002655
2013-05-07 12:00:00,2013-05-07 14:00:00,88:53:d4:e7:72:4a,HG521,wpa2,1,14.69847584,121.09767914
2017-06-09 13:00:00,2017-06-09 13:00:00,00:26:75:e9:a3:54,Juego_Tri,wpa,7,14.70270157,121.09915924
2016-03-16 06:00:00,2016-03-16 06:00:00,00:27:19:d2:36:86,SniperKel,wpa2,7,14.70293236,121.09436035
2013-04-17 03:00:00,2013-04-17 05:00:00,08:10:74:80:46:55,JABALDE,wpa,6,14.70006084,121.10321045
2017-06-09 13:00:00,2017-06-09 13:00:00,48:db:50:33:e4:b9,HUAWEI-E5330-E4B9,wpa2,1,14.70457172,121.10164642
2013-04-25 05:00:00,2013-04-25 07:00:00,88:53:d4:e6:a4:b2,BayanDSL,wep,11,14.69820023,121.10118866
2013-05-07 12:00:00,2013-05-07 14:00:00,88:53:d4:e7:ae:9e,HG521,wpa2,1,14.70022678,121.10263824
2017-06-09 13:00:00,2017-06-09 13:00:00,90:61:0c:1d:e1:6f,Elite Garments,wpa2,11,14.70270157,121.09915924
2013-05-06 15:00:00,2013-05-06 17:00:00,90:61:0c:0d:82:7e,PLDTMyDSL,wpa2,11,14.70724869,121.10221863
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a2:7a:49,moong,wpa,1,14.69795799,121.09722137
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a3:02:49,pearl,wpa,1,14.69988537,121.10224152
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a7:19:d3,bayanDSL,wpa,1,14.69941139,121.10029602
2013-05-06 15:00:00,2013-05-06 17:00:00,4c:09:b4:a6:d5:4b,bayanDSL,wpa,1,14.69926739,121.10121918
2013-05-07 12:00:00,2013-05-07 14:00:00,00:0a:79:83:4b:e6,corega,wpa2,2,14.69943047,121.10023499
2015-07-26 08:00:00,2015-01-26 15:00:00,02:73:8d:c9:5c:e2,THINK before you CLICK,wpa2,1,14.69803143,121.09059143
2013-04-25 05:00:00,2013-04-25 07:00:00,00:26:5a:25:34:22,THE MATRIX,wep,6,14.6981802,121.10113525
2017-06-09 13:00:00,2017-06-09 13:00:00,00:26:75:ea:ed:34,Figaro,wpa,4,14.70270157,121.09915924
2013-04-25 05:00:00,2013-04-25 07:00:00,40:4a:03:d3:d4:06,PLDTMyDSLBiz,wep,1,14.69823456,121.10124207
2013-05-07 12:00:00,2013-05-07 14:00:00,4c:09:b4:a7:1a:b3,rosello,wpa,10,14.70025349,121.1023941
2013-05-07 12:00:00,2013-05-07 14:00:00,d8:5d:4c:e2:25:e8,Annie,wpa2,1,14.69926167,121.10114288
2013-05-06 15:00:00,2013-05-06 17:00:00,d8:5d:4c:fd:f6:9a,mon,wep,6,14.7005825,121.10301208
2013-05-07 12:00:00,2013-05-07 14:00:00,c8:d5:fe:d3:5f:42,HG521,wpa2,1,14.69956112,121.09964752
2013-05-06 15:00:00,2013-05-06 17:00:00,4c:ac:0a:88:a9:28,PLDTMyDSL,wpa2,11,14.70704556,121.10258484
2013-05-07 12:00:00,2013-05-07 14:00:00,68:7f:74:54:8a:15,RV_Basement2,wep,6,14.69896603,121.09817505
2013-05-07 12:00:00,2013-05-07 14:00:00,e0:69:95:0f:bc:3c,a6d148,wpa,6,14.69741249,121.09854889
2013-04-25 05:00:00,2013-04-25 07:00:00,e8:40:f2:2d:e9:b2,c572c8,wpa,1,14.69957066,121.10250092
2013-05-07 12:00:00,2013-05-07 14:00:00,b0:b2:dc:74:a6:54,PLDTMyDSL,wpa2,11,14.69960594,121.10198975
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:e0,None,unknown,1,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:e1,@AyalaMalls_GoWiFi,unknown,1,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:f2,YTFanfest,wpa2,255,14.70083141,121.09667206
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:68:b2,None,unknown,36,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:74,@GoWiFi_Auto,unknown,255,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:c4,@GoWiFi_Auto,unknown,11,14.70457172,121.10164642
2013-05-06 15:00:00,2013-05-06 17:00:00,b0:b2:dc:43:f8:90,PLDTMyDSL,wpa2,11,14.70723724,121.10223389
2013-05-07 12:00:00,2013-05-07 14:00:00,b0:b2:dc:80:6d:fc,PLDTMyDSLBanacia,wpa2,11,14.69911575,121.10151672
2013-04-17 03:00:00,2013-04-17 05:00:00,fc:75:16:a6:22:f2,jvierneza,wpa2,6,14.6996603,121.09960938
2013-04-25 05:00:00,2013-04-25 07:00:00,fc:c8:97:68:ce:74,bayanDSL,wpa,1,14.69957066,121.10250092
2013-05-07 12:00:00,2013-05-07 14:00:00,fc:c8:97:68:cf:8b,bayanDSL,wpa,1,14.69838333,121.09762573
2013-04-17 03:00:00,2013-04-17 05:00:00,90:f6:52:60:6e:ee,my Wi-Fi,wep,1,14.69939899,121.10040283
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:9b:a0:ac,None,wpa,52,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:5b:a0:ac,None,wpa2,52,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,94:f6:65:5b:a0:ad,VIPinoy,wpa,52,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:72,None,unknown,255,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:38:6d:76,None,unknown,255,14.70270157,121.09915924
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:bd:c2,None,unknown,11,14.70457172,121.10164642
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:e3,None,unknown,1,14.69896126,121.09418488
2017-06-09 13:00:00,2017-06-09 13:00:00,b4:5d:50:46:c3:f3,None,unknown,255,14.70083141,121.09667206
2013-04-25 05:00:00,2013-04-25 07:00:00,fc:c8:97:68:d0:2e,Trojan,wpa,10,14.69810009,121.09731293
2015-07-26 08:00:00,2015-01-26 15:00:00,f4:c7:14:0f:f8:5a,Nonoy,wpa2,3,14.69803143,121.09059143
2015-09-16 17:00:00,2015-08-01 05:00:00,aa:a6:68:82:b7:f6,JINGS TOLONG BAHAY,wpa2,13,14.69949627,121.10012054
2013-04-25 05:00:00,2013-04-25 07:00:00,f8:d1:11:26:f7:8a,karla,wpa2,3,14.69808578,121.10098267
