Common,0
GPS Time,LastUpdt(WDB),MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-05-08 14:28:29,2018-05-08 06:28:30.386649,e0:8e:3c:20:1f:c3,xNonex,WPA2/WPA,-76,10,AztechEl,Unidentified,14.704848,121.095812
2018-05-08 15:32:58,2018-05-08 07:32:58.897991,40:cb:a8:8c:b4:42,Broadband@work,WPA2/WPA,-71,11,HuaweiTe,Unidentified,14.704757,121.095883
2018-05-08 15:33:05,2018-05-08 07:33:06.285655,f0:8c:fb:80:3b:c8,xNonex,WPA2,-50,2,Fiberhom,Fiber,14.704658,121.09599
2018-05-08 15:32:55,2018-05-08 07:32:56.224674,e0:8e:3c:2d:fb:85,bayanDSLWIFI_FB85,WPA2/WPA,-74,10,AztechEl,Broadband,14.70478,121.09586
2018-05-08 15:33:08,2018-05-08 07:33:09.943180,00:13:33:d3:c5:2f,PLDTHOMEDSL,WPA2/WPA,-74,11,Baudtec,Broadband,14.70459,121.096048
2018-05-10 13:02:26,2018-05-08 13:08:23.703287,e0:8e:3c:2f:75:49,mauicarlo,WPA,-68,1,AztechEl,Unidentified,14.704673,121.095877
2018-05-10 13:02:23,2018-05-08 13:08:20.779321,b0:6e:bf:4b:08:f0,W & J Pharmacy,WPA2/WPA,-73,11,AsustekC,Unidentified,14.704627,121.095915
2018-05-09 12:02:43,2018-05-08 09:39:41.765386,d0:ff:98:ed:2c:2c,HUAWEI-2C2C,WPA2,-77,4,HuaweiTe,Unidentified,14.704572,121.096678
2018-05-09 12:02:37,2018-05-08 09:39:36.594469,6c:b7:49:01:5b:68,BEIZUNU,WPA2/WPA,-78,1,HuaweiTe,Unidentified,14.70465,121.09671
2018-05-10 13:04:58,2018-05-08 13:10:56.060361,48:fd:8e:ce:2a:44,virus2,WPA2/WPA,-60,1,HuaweiTe,Unidentified,14.704505,121.096678
2018-05-10 13:04:58,2018-05-08 13:10:55.345718,f0:8c:fb:81:79:50,PLDTHOMEFIBRM3R,WPA2/WPA,-74,13,Fiberhom,Fiber,14.704505,121.096678
2018-05-10 13:04:58,2018-05-08 13:10:55.983772,2c:26:c5:1e:b8:b4,tanaresidence,WPA,-86,1,Zte,Unidentified,14.704505,121.096678
2018-05-10 13:04:56,2018-05-08 13:10:53.703244,48:fd:8e:ce:3b:88,Power009,WPA2/WPA,-65,11,HuaweiTe,Unidentified,14.70459,121.096712
2018-05-08 15:30:12,2018-05-08 07:30:13.384434,74:cc:39:88:97:78,amribille,WPA2/WPA,-61,3,Fiberhom,Fiber,14.704072,121.096252
2018-05-09 13:24:06,2018-05-08 10:30:31.668714,50:a7:2b:f7:b9:7f,BLzL-Y2hpbGx5,OPN,-50,11,HuaweiTe,Unidentified,14.704142,121.096125
2018-05-10 13:02:11,2018-05-08 13:08:08.765081,48:fd:8e:4c:2a:98,BADILLA FAMILY,WPA2/WPA,-69,2,HuaweiTe,Unidentified,14.704273,121.096213
2018-05-10 13:02:15,2018-05-08 13:08:12.226532,e4:7d:eb:02:f5:22,P01I-F522,WPA2,-42,6,Shanghai,Unidentified,14.704407,121.096118
2018-05-10 13:02:09,2018-05-08 13:08:07.072479,94:a7:b7:26:47:60,konek ka ?? ayaw ko nga,WPA2/WPA,-73,1,Zte,Unidentified,14.704225,121.096245
2018-05-10 13:02:16,2018-05-08 13:08:13.514522,48:fd:8e:b9:8f:88,Bcastillo,WPA2/WPA,-84,6,HuaweiTe,Unidentified,14.704437,121.096097
2018-05-10 13:02:17,2018-05-08 13:08:14.181141,d0:04:92:01:a3:90,PLDTHOMEFIBR_01a390,WPA2/WPA,-73,6,Fiberhom,Fiber,14.704468,121.09607
2018-04-30 12:04:12,2018-04-24 15:40:52.436723,9c:6f:52:35:10:95,bayanDSLWIFI_1095,WPA2/WPA,-81,11,Zte,Broadband,14.704217,121.096495
2018-05-08 12:54:21,2018-04-30 06:44:23.312324,e4:77:23:a6:44:68,JeromeAnthony,WPA2/WPA,-85,2,Zte,Unidentified,14.704032,121.09659
2018-05-08 14:29:25,2018-05-08 06:29:26.014653,d0:04:92:01:47:28,PLDTHOMEFIBRHome wifi,WPA2/WPA,-47,6,Fiberhom,Fiber,14.704205,121.096383
2018-05-08 14:29:37,2018-05-08 06:29:37.812934,4c:54:99:11:2f:8e,B200W,WEP,-46,6,HuaweiTe,Unidentified,14.704205,121.096383
2018-05-08 13:42:10,2018-05-08 05:42:11.075820,c4:ff:1f:56:f3:14,HUAWEI-DRFc,WPA2/WPA,-84,10,HuaweiTe,Unidentified,14.704142,121.096417
2018-05-08 15:34:20,2018-05-08 07:34:21.831741,e0:8e:3c:20:22:53,Synesthesia,WPA2/WPA,-56,1,AztechEl,Unidentified,14.704353,121.096602
2018-05-08 15:33:33,2018-05-08 07:33:34.390243,88:d2:74:86:c3:82,MamaNeri!,WPA2/WPA,-88,10,Zte,Unidentified,14.704233,121.096547
2018-05-08 15:34:18,2018-05-08 07:34:20.025452,88:d2:74:86:bc:e9,bayanDSLWIFI_BCE9,WPA2/WPA,-82,1,Zte,Broadband,14.704353,121.096602
2018-05-09 12:01:44,2018-05-08 09:38:43.057632,38:f8:89:4d:cb:0d,JHUN,WPA2/WPA,-81,6,HuaweiTe,Unidentified,14.704335,121.096568
2018-05-09 12:02:59,2018-05-08 09:39:58.166834,d0:04:92:01:3d:a0,PLDTHOMEFIBROMIJONESPARTYNEEDS,WPA2/WPA,-59,2,Fiberhom,Fiber,14.704425,121.096595
2018-05-09 14:03:10,2018-05-08 11:09:35.888555,8c:25:05:c9:6f:f8,B315_96FF8,WPA2/WPA,-39,1,HuaweiTe,Unidentified,14.70419,121.096448
2018-05-10 13:27:44,2018-05-08 13:33:41.486549,fe:2d:5e:6a:9a:e7,Smart Bro_6A9AE7_marwel,WPA2/WPA,-43,13,None,Unidentified,14.704083,121.096412
2018-05-10 13:05:00,2018-05-08 13:10:57.762236,b8:55:10:af:04:b4,OneJoy,WPA2,-53,1,ZioncomE,Unidentified,14.704428,121.096647
2018-05-10 13:05:00,2018-05-08 13:10:57.350986,9c:6f:52:35:00:92,bayanDSLWIFI_0092,WPA2/WPA,-48,10,Zte,Broadband,14.704428,121.096647
2018-05-10 13:22:17,2018-05-08 13:28:14.880291,88:d2:74:86:b2:ad,Bayanko2,WPA2/WPA,-76,1,Zte,Unidentified,14.704135,121.09633
2018-05-10 13:26:15,2018-05-08 13:32:12.354895,e0:8e:3c:16:79:31,hestiapark,WPA2/WPA,-83,11,AztechEl,Unidentified,14.704428,121.096703
2018-05-08 14:25:50,2018-05-08 06:25:51.628737,c4:86:e9:ac:45:c9,B315_C45C9,WPA2/WPA,-56,1,HuaweiTe,Unidentified,14.703982,121.09563
2018-05-08 14:25:50,2018-05-08 06:25:51.379785,e4:77:23:a5:3e:80,Eugine,WPA2/WPA,-61,2,Zte,Unidentified,14.703982,121.09563
2018-05-08 15:30:48,2018-05-08 07:30:49.512395,9c:6f:52:35:0c:4f,bayanDSLWIFI_0C4F,WPA2/WPA,-71,1,Zte,Broadband,14.703983,121.095685
2018-05-08 15:30:48,2018-05-08 07:30:49.589476,e0:8e:3c:20:0e:53,Puppet,WPA2/WPA,-79,1,AztechEl,Unidentified,14.703983,121.095685
2018-05-09 11:45:17,2018-05-08 09:22:16.142290,94:46:96:1f:93:75,I_am_a_Virus,WPA2/WPA,-67,2,Baudtec,Unidentified,14.7036,121.09565
2018-05-09 11:42:54,2018-05-08 09:19:52.796067,00:27:15:10:6c:9e,BzDf-TmFydXRvIFNoaXBwdWRlbg,OPN,-62,6,ReboundT,Unidentified,14.703858,121.095723
2018-05-09 11:45:15,2018-05-08 09:22:14.610471,e4:77:23:a5:49:74,VIRUSVIRUSALERT,WPA2/WPA,-89,13,Zte,Unidentified,14.703725,121.09568
2018-05-08 14:25:42,2018-05-08 06:25:43.325588,88:d2:74:86:c1:0f,bayanDSLWIFI_C10F,WPA2/WPA,-44,9,Zte,Broadband,14.703857,121.09582
2018-05-08 14:25:42,2018-05-08 06:25:42.813578,d4:61:2e:17:95:58,PAKABITKANGWIFIMO,WPA2/WPA,-86,9,HuaweiTe,Unidentified,14.703857,121.09582
2018-05-08 16:10:30,2018-05-08 08:10:31.091512,b0:b2:dc:45:ef:7c,PLDTMyDSL,WPA2/WPA,-57,11,ZyxelCom,Broadband,14.703682,121.096062
2018-05-08 15:29:15,2018-05-08 07:29:16.253082,00:13:33:ff:79:4c,PLDTHOMEDSL,WPA2/WPA,-50,1,Baudtec,Broadband,14.703897,121.096112
2018-05-08 14:57:55,2018-05-08 06:57:56.448875,28:ff:3e:3d:df:01,bayanDSLWIFI_DF01,WPA2/WPA,-74,1,Zte,Broadband,14.70381,121.096048
2018-05-08 15:49:47,2018-05-08 07:49:48.458201,d0:04:92:01:50:58,xNonex,WPA2/WPA,-49,1,Fiberhom,Fiber,14.703957,121.096257
2018-05-08 15:49:46,2018-05-08 07:49:47.019232,e0:8e:3c:2f:47:15,Farrol,WPA2/WPA,-64,1,AztechEl,Unidentified,14.703957,121.096257
2018-05-09 12:34:12,2018-05-08 10:11:11.031433,cc:06:77:b4:13:a8,Anonymous-Cloud1,WPA2/WPA,-80,5,Fiberhom,Fiber,14.703965,121.096112
2018-05-09 13:46:41,2018-05-08 10:53:06.274468,00:13:33:dd:79:99,PLDTHOMEDSL,WPA2/WPA,-57,2,Baudtec,Broadband,14.703923,121.096192
2018-05-09 13:39:11,2018-05-08 10:45:35.877580,48:fd:8e:4c:2a:bc,HUAWEI-SfbA,WPA2/WPA,-80,3,HuaweiTe,Unidentified,14.703922,121.09627
2018-05-10 13:01:31,2018-05-08 13:07:28.998875,9c:6f:52:35:18:68,pangetmo,WPA2/WPA,-48,1,Zte,Unidentified,14.703823,121.096057
2018-05-10 11:56:06,2018-05-08 12:02:03.068911,bc:3f:8f:d5:19:3c,HUAWEI-xSTK,WPA2/WPA,-56,6,HuaweiTe,Unidentified,14.703935,121.096042
2018-05-10 13:47:11,2018-05-08 13:53:08.213942,cc:06:77:75:80:90,adasd,WPA2/WPA,-53,5,Fiberhom,Fiber,14.703672,121.095962
2018-05-10 13:47:11,2018-05-08 13:53:08.861890,d8:fe:e3:75:98:ae,dlink,WPA2/WPA,-83,5,D-LinkIn,Unidentified,14.703672,121.095962
2018-05-08 16:40:42,2018-05-08 08:40:43.639107,d0:13:fd:4f:83:ba,V20_1573,WPA2,-6,1,LgElectr,Unidentified,14.703992,121.09634
2018-05-08 16:47:20,2018-05-08 08:47:21.392287,34:ba:9a:54:8a:74,Smart_Bro_548A74,WPA2,-55,6,Asiatelc,Unidentified,14.703828,121.096708
2018-05-09 12:46:15,2018-05-08 10:23:14.190931,d0:04:92:01:a3:e0,PLDTHOMEFIBR_01a3e0,WPA2/WPA,-67,9,Fiberhom,Fiber,14.704005,121.096298
2018-05-09 13:45:38,2018-05-08 10:52:03.855706,88:d2:74:86:b8:16,jackwifi,WPA2/WPA,-55,9,Zte,Unidentified,14.703898,121.096583
2018-05-09 13:45:38,2018-05-08 10:52:03.698457,88:d2:74:86:b8:17,jackwifi,WPA,-54,9,Zte,Unidentified,14.703898,121.096583
2018-05-09 13:39:28,2018-05-08 10:45:54.018277,36:69:87:f2:47:a8,mira42,WPA2,-49,1,None,Unidentified,14.703615,121.096645
2018-05-09 14:19:18,2018-05-08 11:25:43.923433,f8:d1:11:8b:9a:5c,Free_Virus,WPA2,-74,6,Tp-LinkT,Unidentified,14.703762,121.09656
2018-05-09 13:59:35,2018-05-08 11:06:00.123735,9c:6f:52:35:07:6f,NULLSamantha88,WPA2/WPA,-76,11,Zte,Unidentified,14.703793,121.096585
2018-05-10 12:44:21,2018-05-08 12:50:18.983231,cc:06:77:e3:f6:50,ESPORTS,WPA2/WPA,-47,4,Fiberhom,Fiber,14.703705,121.096643
2018-05-10 12:44:29,2018-05-08 12:50:26.927480,7c:11:cb:6e:c7:82,Bahala kay0,WPA2/WPA,-68,11,HuaweiTe,Unidentified,14.7039,121.09652
2018-05-08 16:47:06,2018-05-08 08:47:07.215857,9c:6f:52:35:1b:67,bayanDSLWIFI_1B67,WPA2/WPA,-71,11,Zte,Broadband,14.703598,121.096917
2018-05-08 16:47:11,2018-05-08 08:47:12.637436,e0:8e:3c:2f:4c:39,THALIA&ATHINA,WPA2/WPA,-54,1,AztechEl,Unidentified,14.703682,121.096855
2018-05-08 16:47:14,2018-05-08 08:47:15.511450,00:26:75:ab:fa:35,bayanDSLWiFi_FA35,WPA2/WPA,-89,2,AztechEl,Broadband,14.703743,121.096807
2018-05-09 12:01:11,2018-05-08 09:38:10.021687,04:4f:4c:25:ef:09,HUAWEI-EF09,WPA2,-55,9,HuaweiTe,Unidentified,14.703592,121.096868
2018-05-09 11:58:27,2018-05-08 09:35:26.172111,cc:06:77:e1:97:c8,blessed*,WPA2/WPA,-90,11,Fiberhom,Fiber,14.703582,121.096942
2018-05-09 13:45:27,2018-05-08 10:51:52.648562,28:ff:3e:3d:df:26,Gp Payatas,WPA2/WPA,-49,1,Zte,Unidentified,14.703683,121.096785
2018-05-09 14:19:29,2018-05-08 11:25:54.273239,48:fd:8e:ce:49:58,MayPasoknaBukas,WPA2/WPA,-74,11,HuaweiTe,Unidentified,14.703635,121.096883
2018-05-09 14:19:33,2018-05-08 11:25:59.000089,fc:2d:5e:0d:c8:be,Habibi House,WPA2/WPA,-72,2,Zte,Unidentified,14.703585,121.097083
2018-05-10 13:45:44,2018-05-08 13:51:41.629619,94:a7:b7:3d:0a:27,xNonex,WPA2/WPA,-72,11,Zte,Unidentified,14.703655,121.096763
2018-05-10 12:42:19,2018-05-08 12:48:16.296347,d0:04:92:01:b9:c8,qwerty,WPA2/WPA,-56,13,Fiberhom,Fiber,14.703625,121.096765
2018-05-08 16:46:12,2018-05-08 08:46:13.126246,cc:06:77:b3:d6:40,PLDTHOMEFIBR3d640,WPA2/WPA,-77,1,Fiberhom,Fiber,14.703745,121.098005
2018-05-09 14:00:40,2018-05-08 11:07:05.324716,6c:b7:49:00:dc:9b,HUAWEI-DC9B,WPA2,-63,2,HuaweiTe,Unidentified,14.703922,121.098027
2018-05-09 14:01:41,2018-05-08 11:08:06.395407,cc:06:77:e4:22:a0,PLDTWIFIHOMEFIBR422a0,WPA2/WPA,-52,6,Fiberhom,Fiber,14.703757,121.097992
2018-05-09 14:20:12,2018-05-08 11:26:37.023977,e0:8e:3c:21:3b:e7,@FamilyW1fi,WPA2/WPA,-79,1,AztechEl,Unidentified,14.703575,121.097937
2018-05-09 14:00:37,2018-05-08 11:07:02.890915,cc:06:77:e1:8b:b8,PLDTHOMEFIBR18bb8,WPA2/WPA,-38,1,Fiberhom,Fiber,14.703877,121.098005
2018-05-09 14:00:29,2018-05-08 11:06:54.769078,9c:6f:52:35:15:3f,Wala ng wifi,WPA2/WPA,-66,10,Zte,Unidentified,14.703683,121.097928
2018-05-09 14:20:23,2018-05-08 11:26:48.750996,8c:79:67:cc:32:df,Familyonly,WPA2/WPA,-60,10,Zte,Unidentified,14.703807,121.097995
2018-05-09 14:00:39,2018-05-08 11:07:04.309432,88:d2:74:86:af:45,bayanDSLWIFI_AF45,WPA2/WPA,-77,1,Zte,Broadband,14.70391,121.098013
2018-05-09 14:00:43,2018-05-08 11:07:08.669645,cc:06:77:72:de:78,PLDTHOMEFIBR2de78,WPA2/WPA,-80,6,Fiberhom,Fiber,14.703997,121.098062
2018-05-09 14:20:12,2018-05-08 11:26:37.004564,88:d2:74:86:bf:5f,Dont Me!,WPA2/WPA,-83,2,Zte,Unidentified,14.703575,121.097937
2018-04-30 12:02:43,2018-04-24 15:39:23.044418,9c:6f:52:35:11:4e,bayanDSLWIFI_114E,WPA2/WPA,-84,1,Zte,Broadband,14.703463,121.09599
2018-05-08 14:11:07,2018-05-08 06:11:08.050047,14:60:80:99:48:6c,NatGibson08,WPA2/WPA,-92,9,Zte,Unidentified,14.703453,121.095962
2018-05-08 15:49:13,2018-05-08 07:49:14.729495,94:46:96:1f:4d:4d,JhaydenAndNhicole,WPA2/WPA,-72,209,Baudtec,Unidentified,14.703177,121.09605
2018-05-08 15:49:13,2018-05-08 07:49:14.900174,8e:57:9b:02:03:b3,DIRECT-Ck,WPA2,-87,5,None,Unidentified,14.703177,121.09605
2018-05-09 12:20:53,2018-05-08 09:57:51.692770,b0:55:08:25:29:ad,HUAWEI-29AD,WPA2,-73,10,HuaweiTe,Unidentified,14.703287,121.095958
2018-05-09 13:24:32,2018-05-08 10:30:57.215283,90:61:0c:2d:ed:4e,PLDTHOMEDSL60750,WPA2/WPA,-46,1,FidaInte,Broadband,14.7035,121.095933
2018-05-09 13:22:06,2018-05-08 10:28:30.898649,dc:09:4c:5d:03:88,HUAWEI-E5330-0388,WPA2,-86,5,HuaweiTe,Hotspot,14.703317,121.095923
2018-05-10 13:47:17,2018-05-08 13:53:14.420688,78:54:2e:f7:25:12,Jheyskie,WPA2/WPA,-61,9,D-LinkIn,Unidentified,14.703377,121.095932
2018-05-10 11:25:04,2018-05-08 11:31:01.140380,58:f9:87:24:e8:88,HUAWEI-FAVd,WPA2/WPA,-81,6,HuaweiTe,Unidentified,14.70315,121.09618
2018-05-10 11:55:33,2018-05-08 12:01:30.705450,96:53:30:55:2b:63,DIRECT-t2-BRAVIA,WPA2,-64,10,None,Not an AP,14.703138,121.095995
2018-05-10 12:12:38,2018-05-08 12:18:35.846912,8c:0d:76:b0:0f:13,NiccaNichole,WPA2/WPA,-81,7,HuaweiTe,Unidentified,14.703482,121.095957
2018-05-10 13:28:07,2018-05-08 13:34:04.595322,c8:3a:35:52:07:b8,Tenda_5207B8,WPA,-55,9,TendaTec,Unidentified,14.703317,121.095983
2018-05-08 16:46:54,2018-05-08 08:46:55.158635,ec:8a:4c:a6:a3:2c,bayanDSLWiFi_A32C,WPA2/WPA,-70,1,Zte,Broadband,14.703472,121.097182
2018-05-08 16:46:54,2018-05-08 08:46:55.502032,9c:d6:43:c9:38:f0,starleaf,WPA2/WPA,-65,2,D-LinkIn,Unidentified,14.703472,121.097182
2018-05-08 16:46:58,2018-05-08 08:46:59.516426,cc:06:77:b3:d3:d8,Chabubil,WPA2/WPA,-60,5,Fiberhom,Fiber,14.703512,121.097112
2018-05-09 14:24:30,2018-05-08 11:30:54.994221,f0:8c:fb:7f:ed:60,PLDTHOMEFIBR7fed60,WPA2/WPA,-56,8,Fiberhom,Fiber,14.70347,121.097102
2018-05-09 13:45:08,2018-05-08 10:51:33.215370,48:fd:8e:4c:2b:64,HUAWEI-tbRY,WPA2/WPA,-86,2,HuaweiTe,Unidentified,14.703508,121.097178
2018-05-09 13:45:10,2018-05-08 10:51:35.402029,94:a7:b7:26:73:5f,Bibam,WPA2/WPA,-85,3,Zte,Unidentified,14.703527,121.097122
2018-05-09 13:59:51,2018-05-08 11:06:15.902392,88:d2:74:86:b2:b8,bayanDSLWIFI_B2B8,WPA2/WPA,-89,9,Zte,Broadband,14.703568,121.096962
2018-05-09 13:59:52,2018-05-08 11:06:17.400080,cc:06:77:e2:55:38,PLDTHOMEFIBR25538,WPA2/WPA,-86,10,Fiberhom,Fiber,14.70356,121.097
2018-05-09 13:59:53,2018-05-08 11:06:18.002563,90:61:0c:34:d6:d1,pisowifi,WPA2/WPA,-79,11,FidaInte,Unidentified,14.703552,121.09704
2018-05-10 12:44:11,2018-05-08 12:50:08.347586,f8:df:a8:7b:e4:40,GLOBE_7BE440,WPA2/WPA,-61,11,Zte,Unidentified,14.703555,121.09692
2018-05-10 12:44:10,2018-05-08 12:50:07.720117,28:ff:3e:3d:df:d3,Free_WiFi,WPA2/WPA,-89,11,Zte,Unidentified,14.703543,121.096965
2018-05-08 16:46:38,2018-05-08 08:46:38.754065,cc:06:77:e2:74:58,PLDTHOMEFIBR27458,WPA2/WPA,-40,3,Fiberhom,Fiber,14.703377,121.097622
2018-05-08 16:46:40,2018-05-08 08:46:41.086477,f8:23:b2:ed:21:56,KIDA,WPA2,-81,6,HuaweiTe,Unidentified,14.703385,121.097563
2018-05-09 14:24:18,2018-05-08 11:30:43.370797,00:26:75:f4:9c:19,bayanDSLWiFi_9C19,WPA2/WPA,-53,11,AztechEl,Broadband,14.703382,121.097453
2018-05-09 14:24:22,2018-05-08 11:30:47.256540,48:fd:8e:ce:24:3c,HUAWEI-hdPD,WPA2/WPA,-63,1,HuaweiTe,Unidentified,14.703413,121.09733
2018-05-09 14:02:07,2018-05-08 11:08:32.649741,48:fd:8e:4c:2a:54,ky01angPW,WPA2/WPA,-51,10,HuaweiTe,Unidentified,14.703417,121.097468
2018-05-09 13:40:06,2018-05-08 10:46:31.396473,e0:8e:3c:2f:1d:a9,The Owner,WPA2/WPA,-64,1,AztechEl,Unidentified,14.703288,121.097617
2018-05-09 14:24:24,2018-05-08 11:30:49.911697,00:e0:20:29:d5:87,Joyzzzzzzzz,WPA2/WPA,-69,5,Tecnomen,Unidentified,14.703437,121.097263
2018-05-10 13:40:23,2018-05-08 13:46:20.262074,b8:55:10:af:3e:74,Ecniv Wifi,WPA2,-53,1,ZioncomE,Unidentified,14.703442,121.097362
2018-05-10 12:44:03,2018-05-08 12:50:00.866954,cc:06:77:72:db:c0,PLDTHOMEFIBR2dbc0,WPA2/WPA,-61,6,Fiberhom,Fiber,14.703478,121.097242
2018-05-10 13:40:28,2018-05-08 13:46:25.863411,c4:ff:1f:57:e2:ac,Verizon Fios 50,WPA2/WPA,-75,5,HuaweiTe,Unidentified,14.703423,121.097478
2018-05-08 16:46:30,2018-05-08 08:46:31.305527,a0:8d:16:f2:88:15,B315_28815,WPA2/WPA,-56,11,HuaweiTe,Unidentified,14.703383,121.097838
2018-05-08 16:46:31,2018-05-08 08:46:32.448459,e0:8e:3c:1a:5d:fb,bayanDSLWIFI_5DFB,WPA2/WPA,-69,1,AztechEl,Broadband,14.703367,121.097807
2018-05-09 13:40:16,2018-05-08 10:46:40.901604,cc:06:77:e0:a8:b8,PLDTHOMEFIBR0a8b8,WPA2/WPA,-47,10,Fiberhom,Fiber,14.703182,121.097945
2018-05-09 14:01:58,2018-05-08 11:08:24.178007,f4:e3:fb:e5:37:c3,BOTIKAT8Zone,WPA2/WPA,-43,10,HuaweiTe,Unidentified,14.703353,121.097787
2018-05-09 13:44:23,2018-05-08 10:50:48.933431,cc:06:77:e3:1c:b8,PLDTHOMEFIBR31cb8,WPA2/WPA,-58,11,Fiberhom,Fiber,14.703268,121.098117
2018-05-09 13:40:18,2018-05-08 10:46:42.967898,cc:06:77:e2:73:80,PLDTHOMEFIBR27380,WPA2/WPA,-83,9,Fiberhom,Fiber,14.70316,121.097987
2018-05-10 12:42:52,2018-05-08 12:48:49.171614,e0:8e:3c:16:6a:bd,Manuel-Salas-2,WPA2/WPA,-71,10,AztechEl,Unidentified,14.703342,121.097833
2018-05-10 13:44:52,2018-05-08 13:50:49.491523,88:d2:74:86:b9:8b,Globe bayandsl,WPA2/WPA,-44,1,Zte,Broadband,14.703248,121.09807
2018-05-10 13:44:56,2018-05-08 13:50:53.876448,d8:c7:71:2f:5f:31,HUAWEI-5F31,WPA2,-73,5,HuaweiTe,Unidentified,14.703312,121.097903
2018-04-30 12:06:04,2018-04-24 15:42:44.312569,5c:a8:6a:7b:85:69,parohinog,WPA2/WPA,-88,9,HuaweiTe,Unidentified,14.702822,121.095987
2018-05-08 13:25:12,2018-05-08 05:25:13.214121,c4:86:e9:71:1a:9c,B315_11A9C,WPA2/WPA,-65,11,HuaweiTe,Unidentified,14.703082,121.095828
2018-05-08 13:55:58,2018-05-08 05:55:59.238805,3c:78:43:31:f6:98,Quezon City Unlimited Data,WPA2/WPA,-66,10,HuaweiTe,Unidentified,14.702952,121.09598
2018-05-08 14:11:17,2018-05-08 06:11:18.390753,3c:78:43:87:cd:0c,HUAWEI-p20,WPA2/WPA,-48,2,HuaweiTe,Unidentified,14.70307,121.095968
2018-05-08 13:39:46,2018-05-08 05:39:46.617816,cc:06:77:d7:6c:88,CCFPAYATAS,WPA2/WPA,-87,3,Fiberhom,Fiber,14.703043,121.09589
2018-05-08 14:11:21,2018-05-08 06:11:22.601471,bc:3d:85:f1:18:b6,HUAWEI-18B6,WPA2,-83,5,HuaweiTe,Unidentified,14.702892,121.095975
2018-05-08 14:11:24,2018-05-08 06:11:25.298419,d0:ff:98:26:1d:36,Universe,WPA2/WPA,-91,6,HuaweiTe,Unidentified,14.702753,121.095975
2018-05-08 15:36:07,2018-05-08 07:36:07.831492,2c:dd:95:f4:27:2e,PCGAMERDIGITAL,WPA2,-60,7,TaicangT,Unidentified,14.702955,121.096055
