BSSID,SSID,Encryption,Channel,Average Beacon Interval,Average Strength Signal,Number of Packets,Interval Summation,RSSI Summation
a0:ab:1b:96:58:e1,Stingray-G,WPA2/WPA,1,1.62911092151,-85,11,17.9202201366,-931
78:c1:a7:05:c5:5c,LUCAS INTERNET,WPA,2,0.685032343042,-72,29,19.8659379482,-2073
9c:d6:43:4b:26:df,PigPen,WPA2/WPA,2,0.771955966949,-77,26,20.0708551407,-1999
78:c1:a7:05:24:a4,JnYglobe,WPA,6,0.541605710983,-91,7,3.79123997688,-631
90:61:0c:1f:66:ba,PLDTHOMEDSL,WPA2/WPA,11,0.14627964156,-81,14,2.04791498184,-1128
90:61:0c:1f:66:5a,PLDTHOMEDSL,WPA2/WPA,11,0.187734584014,-79,12,2.25281500816,-945
d0:b2:c4:56:a3:0f,SKYbroadbandA30C,WPA2/WPA,11,-1,-91,1,0,-91
00:13:33:e7:96:ad,PLDTHOMEDSL,WPA2/WPA,11,1.34584821122,-80,28,37.6837499142,-2221
c8:3a:35:04:ee:28,Tenda_04EE28,WPA,11,-1,-90,1,0,-90
f0:98:38:72:ba:c8,EPA MAIN-HUAWEI,WPA2/WPA,1,0.100340366364,-88,3,0.301021099091,-263
88:d2:74:86:ac:19,bayanDSLWIFI_AC19,WPA2/WPA,2,0.316512823105,-80,11,3.48164105415,-875
20:aa:4b:e7:30:7b,ELEANOR/ROUTER,WPA2,3,0.256006717682,-91,4,1.02402687073,-363
2c:4d:54:d9:fd:68,Dunby,WPA2,3,1.09930909381,-84,34,37.3765091896,-2853
00:26:75:f4:9c:21,zoeanne,WPA2/WPA,4,-1,-91,1,0,-91
28:ff:3e:3d:e7:00,bayanDSLWIFI_E700,WPA2/WPA,7,-1,-90,1,0,-90
94:fb:b2:59:aa:60,PLDTHOMEDSL,WPA2/WPA,11,0.176130523682,-78,25,4.40326309204,-1948
00:13:33:c6:69:4c,PLDTHOMEDSL,WPA2/WPA,11,0.20889995575,-75,25,5.22249889374,-1869
5a:e3:47:f8:8c:b1,LDC_SAP_LENOVO-PC,WPA2,11,0.961384153366,-83,20,19.2276830673,-1645
ee:1d:7f:a1:3d:ca,Kabogsss,WPA2/WPA,13,1.15285315821,-80,31,35.7384479046,-2465
c8:d3:a3:15:b2:98,KOALA,WPA2/WPA,13,1.18104073207,-83,15,17.715610981,-1242
00:13:33:f5:c1:54,PLDTHOMEDSL_AF5Y,WPA2/WPA,1,0.898341178894,-81,22,19.7635059357,-1777
c8:d3:a3:6f:65:84,dvt555,WPA2/WPA,1,0.273073037465,-90,3,0.819219112396,-269
48:00:33:62:3a:75,SKYbroadband3A72,WPA2/WPA,1,3.00376284122,-88,6,18.0225770473,-527
98:de:d0:be:64:29,TP-LINK_6429,WPA2,2,0.298678159714,-74,12,3.58413791656,-886
fc:b4:e6:4a:ca:db,SKYbroadband1860,WPA2/WPA,1,-1,-91,1,0,-91
48:db:50:d0:09:cd,HUAWEI-E5330-09CD,WPA2,4,0.125006834666,-83,18,2.25012302399,-1490
48:00:33:62:3a:e9,SKYbroadband3AE6,WPA2/WPA,6,0.665614485741,-86,2,1.33122897148,-171
14:b7:f8:0b:8d:9f,Tantoco AirPort Extreme,WPA2/WPA,6,0.375499010086,-88,3,1.12649703026,-263
4c:81:20:f3:29:bb,PLDTHOMEDSL329BB,WPA2/WPA,6,0.921610796452,-86,20,18.432215929,-1708
a4:2b:b0:ce:06:51,TP-LINK_0651,WPA2/WPA,6,-1,-95,1,0,-95
48:7b:6b:f0:72:f8,ACEJ FAM,WPA2/WPA,9,0.237196185372,-82,11,2.60915803909,-900
fa:8f:ca:51:06:86,,OPN,9,0.195492744446,-87,11,2.1504201889,-953
e8:de:27:9a:b3:d8,NAFS,OPN,11,0.147308397293,-80,25,3.68270993233,-1993
cc:5d:4e:ac:d7:08,PLDTMyDSL19,WPA2/WPA,11,0.204805199305,-86,15,3.07207798958,-1280
80:29:94:68:33:81,SKYbroadband337E,WPA2/WPA,11,1.2766031901,-88,15,19.1490478516,-1308
a4:2b:b0:f8:9e:87,PLDTHOMEDSL_AF5Y_EXT,WPA2/WPA,1,0.165207092579,-85,13,2.14769220352,-1099
94:46:96:1c:f6:15,E,WPA2/WPA,1,0.204809486866,-88,4,0.819237947464,-350
d4:7b:b0:53:b8:ab,Chewboiboi,WPA2/WPA,1,0.163810825348,-91,5,0.81905412674,-452
08:95:2a:89:3c:6a,SKYbroadband4321,WPA2/WPA,1,1.46514076453,-89,13,19.0468299389,-1153
2c:4d:54:08:c4:e8,SKYbroadband7223_RPT,WPA2,1,0.102586507797,-88,4,0.410346031189,-351
80:29:94:68:33:f5,SKYbroadband33F2,WPA2/WPA,1,0.136543353399,-91,3,0.409630060196,-272
b4:75:0e:cc:7b:d1,JOBO-NET,WPA2,1,-1,-92,1,0,-92
e4:58:e7:5b:73:eb,jjk,WPA2,6,0.153604507446,-93,2,0.307209014893,-185
1c:74:0d:16:11:e0,PLDTHOMEDSL003OJ,WPA2/WPA,8,-1,-93,1,0,-93
00:13:33:ce:c7:b8,PLDTHOMEDSL,WPA2/WPA,11,0.147452440262,-76,25,3.68631100655,-1900
00:13:33:e5:fd:e8,PLDTHOMEDSL,WPA2/WPA,11,-1,-82,1,0,-82
00:1f:fb:ac:7e:9d,HomeBro_ULTERA,WPA2,11,0.506877946854,-79,40,20.2751178741,-3121
50:c7:bf:7b:19:d4,TP-LINK MALINIS,WPA2/WPA,11,-1,-88,1,0,-88
00:18:f8:a4:31:fb,GPF,WPA,11,0.204827070236,-90,2,0.409654140472,-180
50:09:59:85:b9:e5,SKYbroadbandB9E2,WPA2/WPA,1,0.124346137047,-86,14,1.74084591866,-1194
f8:d1:11:83:78:44,Virus Detected,WPA2/WPA,1,0.227551327811,-88,9,2.0479619503,-792
c8:d7:19:1b:14:26,2017_Trojan_Virus!@&*%,WPA2/WPA,2,0.30719101429,-90,4,1.22876405716,-359
f0:98:38:3d:b0:a4,GLOBEFIBERPUMPKINBUNNY,WPA2/WPA,1,-1,-89,1,0,-89
48:00:33:f3:09:3d,SKYbroadband093A,WPA2/WPA,1,0.580269654592,-88,3,1.74080896378,-264
aa:6b:6e:49:95:18,Happy Birthday,WPA2,1,0.0682646433512,-88,3,0.204793930054,-264
18:de:d7:34:79:6c,HUAWEI-kc87,WPA2/WPA,2,1.6603984616,-89,11,18.2643830776,-971
88:3f:d3:2d:db:70,GPF-Globe,WPA2/WPA,5,0.116201262725,-81,19,2.20782399178,-1538
58:70:c6:f7:42:4d,YICarCam_F7424D,WPA2,5,0.6601692651,-76,56,36.9694788456,-4234
50:09:59:83:82:81,"(Alporha and Rodriguez, 2016)",WPA2/WPA,6,0.118568683925,-78,19,2.25280499458,-1468
f4:e3:fb:e5:49:fc,XRZ-850,WPA2/WPA,7,1.29718914738,-68,27,35.0241069794,-1825
00:1f:fb:ba:d2:8b,LynKoCus6-07,WPA2,11,0.177393992742,-83,15,2.66090989113,-1245
20:25:64:cb:84:7e,979384,WPA2/WPA,11,2.11629411909,-86,9,19.0466470718,-774
48:00:33:62:31:0d,SKYbroadband310A,WPA2/WPA,11,6.1782695055,-90,6,37.069617033,-536
b0:b2:dc:aa:c8:8c,PLDTMyDSLvirus,WPA2/WPA,11,0.307226975759,-90,3,0.921680927277,-269
1c:74:0d:17:c9:74,UNITY_SOURCE,WPA2/WPA,11,-1,-93,1,0,-93
28:92:4a:14:9f:84,HOLYFAMILY,WPA2/WPA,13,3.34202181209,-82,11,36.762239933,-901
48:00:33:62:8a:79,SKYbroadband8A76,WPA2/WPA,1,0.165423539969,-81,13,2.15050601959,-1045
3a:1c:23:00:4b:aa,SmartBro-004baa,OPN,1,3.15740398566,-87,6,18.944423914,-517
9c:a3:a9:09:07:f9,IPCF3680910265870,OPN,1,0.172224554149,-72,22,3.78894019127,-1566
f6:9f:c2:57:be:90,Aralinks_Hub2,WPA2/WPA,1,1.96111853499,-77,19,37.2612521648,-1448
50:09:59:84:f1:91,SKYbroadbandF18E,WPA2/WPA,1,-1,-90,1,0,-90
e0:8e:3c:21:e8:eb,HOLYFAMILY,WPA2/WPA,1,0.143368434906,-90,5,0.71684217453,-448
88:d2:74:86:d2:40,bayanDSLWIFI_D240,WPA2/WPA,1,0.358400344849,-86,6,2.15040206909,-514
e0:8e:3c:18:90:f8,PoohCorner,WPA,1,-1,-89,1,0,-89
00:26:75:e4:f0:50,YujInn 3rd floor,WPA2,4,-1,-96,1,0,-96
f8:32:e4:b2:07:70,HOLYFAMILY,WPA2,6,0.170669886801,-77,18,3.07205796242,-1369
fc:b4:e6:82:43:85,SKYbroadbandABA4,WPA2/WPA,6,0.170727173487,-86,6,1.02436304092,-511
48:f8:b3:a9:6d:bc,HFSPrivate,WPA2/WPA,8,0.188632588638,-77,19,3.58401918411,-1458
bc:c0:0f:bf:79:80,PLDTHOMEFIBRf7980,WPA2/WPA,9,-1,-84,1,0,-84
4c:f9:5d:85:9a:fc,RBCTY1,WPA2/WPA,10,0.135774598402,-79,17,2.30816817284,-1329
bc:c0:0f:7b:d7:c0,FIBERHOME_bd7c0,WPA2/WPA,10,0.434685040493,-77,49,21.2995669842,-3771
c8:93:46:48:56:58,Think_485658,WPA2,9,2.05404559304,-90,17,34.9187750816,-1520
00:13:33:e1:c7:e9,PLDTHOMEDSL,WPA2/WPA,11,0.799512074544,-72,26,20.7873139381,-1851
00:13:33:e1:c7:ec,,WPA2/WPA,11,0.844805121422,-71,24,20.2753229141,-1696
18:a6:f7:76:35:da,TP,WPA2/WPA,1,0.389448213577,-89,5,1.94724106789,-442
00:13:33:e1:7d:fc,PLDTHOMEDSL,WPA2/WPA,11,-1,-86,1,0,-86
84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,11,-1,-86,1,0,-86
f6:9f:c2:b5:f1:b4,Aralinks_Faculty,WPA2/WPA,11,-1,-85,1,0,-85
00:26:75:79:72:04,ThePlaceToBe,WPA2,11,0.153597831726,-82,6,0.921586990356,-489
90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,11,2.24003456533,-84,16,35.8405530453,-1331
76:4a:a4:c9:21:e6,TheEmperor,WPA2/WPA,13,0.204452991486,-87,2,0.408905982971,-174
78:c1:a7:24:27:66,Ragnarok1017,WPA,1,0.170655330022,-87,3,0.511965990067,-259
86:2a:a8:eb:23:c8,Aralinks_Hub1,WPA2/WPA,1,0.170662999153,-86,6,1.02397799492,-511
d4:6e:0e:66:46:50,Ragnarok1017_EXT,WPA2/WPA,1,-1,-87,1,0,-87
d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,1,0.102457284927,-83,10,1.02457284927,-830
c8:93:46:48:4c:7f,Think_484C7F,WPA2,1,0.0819227695465,-88,5,0.409613847733,-439
cc:06:77:60:54:f8,fibr1,WPA2/WPA,1,-1,-85,1,0,-85
00:1d:92:10:df:e3,H9300G,WPA,1,0.182113117642,-85,9,1.63901805878,-757
cc:06:77:6e:da:80,PLDTHOMEFIBReda80,WPA2/WPA,1,-1,-88,1,0,-88
00:1a:ef:48:8a:d3,HOLYFAMILY,WPA2/WPA,2,0.051199555397,-89,2,0.102399110794,-178
00:19:be:81:32:e2,Altai_Wifi,WPA2,6,0.241377149309,-80,14,3.37928009033,-1116
1e:74:0d:02:42:c0,PLDTMyDSLBiz,WPA2/WPA,5,-1,-90,1,0,-90
00:13:33:fb:46:83,PLDTHOMEDSLbellabonita,WPA2/WPA,5,0.855293958083,-70,23,19.6717610359,-1600
f0:98:38:07:d0:98,BLUE_EYES,WPA2/WPA,6,0.100247979164,-90,2,0.200495958328,-180
a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,6,0.204809999466,-91,5,1.02404999733,-452
08:95:2a:89:35:37,SKYbroadbandA450,WPA2/WPA,6,0.716842532158,-90,2,1.43368506432,-180
cc:06:77:21:70:80,zab,WPA2/WPA,7,0.912706437318,-79,23,20.9922480583,-1800
8c:eb:c6:ce:20:18,B315_E2018,WPA2/WPA,8,0.15701212883,-81,15,2.35518193245,-1208
1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,8,0.975227662495,-79,21,20.4797809124,-1656
c8:93:46:48:50:5b,Think_48505B,WPA2,10,3.29713521004,-88,5,16.4856760502,-439
90:61:0c:16:73:f9,PLDTMyDSL,WPA2/WPA,11,0.117019414902,-88,7,0.819135904312,-615
00:13:33:d3:4b:09,PLDTHOMEDSL,WPA2/WPA,11,0.143348407745,-89,5,0.716742038727,-442
08:95:2a:e4:85:d8,SKYbroadband624F,WPA2/WPA,11,0.12286400795,-85,5,0.614320039749,-424
cc:06:77:6e:c9:98,#WIP PH 1,WPA2/WPA,11,0.774686129197,-72,46,35.6355619431,-3306
90:61:0c:2d:d3:09,tom&jerry,WPA2,11,1.09027712485,-86,17,18.5347111225,-1458
14:b7:f8:0b:1c:37,SKYbroadband1C34,WPA2/WPA,11,1.05634710663,-81,19,20.070595026,-1522
00:13:33:db:90:5c,PLDTHOMEDSL,WPA2/WPA,11,0.614378054937,-81,3,1.84313416481,-242
60:31:97:dc:e7:f0,The Wander  Space,WPA2/WPA,13,-1,-92,1,0,-92
c8:93:46:48:70:90,Think_487090,WPA2,1,-1,-94,1,0,-94
f4:f2:6d:94:56:14,OrangeSegment1,WPA2,1,0.143335390091,-89,5,0.716676950455,-444
00:23:b1:6d:a7:97,R-R-J-T-S,WPA2/WPA,1,0.115216374397,-88,8,0.921730995178,-702
78:c1:a7:03:9e:ec,Pebble,WPA,1,0.15360845219,-75,22,3.37938594818,-1634
e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,1,0.153594255447,-90,4,0.61437702179,-358
90:61:0c:39:f2:a4,PLDTHOMEDSL62116,WPA2/WPA,1,0.102414011955,-90,2,0.204828023911,-179
c8:93:46:48:60:c6,Think_4860C6,WPA2,1,0.204800963402,-88,2,0.409601926804,-175
e0:8e:3c:19:b0:ab,79Maginhawa,WPA,1,-1,-88,1,0,-88
36:69:87:a1:89:8f,NATOR 1O,WPA2/WPA,1,0.102409601212,-89,2,0.204819202423,-177
00:13:33:fe:e4:28,PLDTHOMEDSL,WPA2/WPA,2,0.255988001823,-92,2,0.511976003647,-183
c8:93:46:48:4c:ae,Think_484CAE,WPA2,4,0.127992212772,-86,4,0.511968851089,-344
ee:1d:7f:a1:35:10,aninay09,WPA2,6,-1,-90,1,0,-90
c8:93:46:47:ad:f2,Think_47ADF2,WPA2,6,0.444019714991,-91,3,1.33205914497,-271
c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,6,-1,-83,1,0,-83
00:1a:ef:48:77:0b,TROJAN VIRUS!,WPA2,6,0.23894961675,-85,3,0.71684885025,-254
ae:5f:3e:33:7a:63,Marauder's Phone,WPA2,6,-1,-81,1,0,-81
64:a5:c3:6d:7d:94,solar_wifi,WPA2,6,-1,-91,1,0,-91
5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,6,0.122875785828,-77,5,0.614378929138,-383
74:cc:39:86:00:88,PLDTHOMEFIBR_860088,WPA2/WPA,9,0.219415596553,-86,7,1.53590917587,-597
5c:6a:80:a3:6f:37,UNDER THE SEA,WPA2/WPA,9,0.113777558009,-87,9,1.02399802208,-775
f0:9f:c2:27:9d:b9,Wireless,WPA2,9,0.139611547643,-77,11,1.53572702408,-841
34:ba:9a:55:c5:b6,,WPA2/WPA,9,0.358417987823,-90,2,0.716835975647,-180
cc:06:77:5c:bd:58,OSPLDT2_4G,WPA2/WPA,10,0.124459998948,-77,14,1.74243998528,-1068
cc:06:77:5c:bd:59,OS Dong,WPA2,10,0.133140611649,-76,10,1.33140611649,-752
a4:2b:b0:d9:10:26,,WPA2/WPA,11,-1,-81,1,0,-81
48:f8:b3:0f:d9:65,MotorGirl,WPA2,11,0.102413813273,-87,6,0.614482879639,-517
00:13:33:df:9b:b8,PLDTHOMEDSL,WPA2/WPA,11,1.06435800321,-78,33,35.123814106,-2554
78:44:76:c7:c3:7c,CD-R KING_C7C37C,OPN,11,-1,-90,1,0,-90
0e:41:58:01:1d:a3,5GB/s-3,WPA2,11,-1,-86,1,0,-86
aa:a6:68:58:d8:01,Smart Bro_58D801,WPA2/WPA,13,7.03157313665,-86,15,105.47359705,-1287
ec:8c:a2:30:ff:28,#SmartWifi @StrEATMag,OPN,1,1.46774733067,-67,12,17.612967968,-796
00:13:33:ea:7b:20,PLDTHOMEDSLadmin,WPA2/WPA,1,0.74043411475,-78,26,19.2512869835,-2024
00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,1,0.701051546977,-79,26,18.2273402214,-2051
e0:8e:3c:2d:fa:d5,bayanDSLWIFI_FAD5,WPA2/WPA,1,1.45072292288,-79,24,34.8173501492,-1883
e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,2,0.160901631628,-79,14,2.25262284279,-1098
2c:26:c5:1e:b3:c4,bayanDSL,WPA,3,0.204795628786,-86,8,1.63836503029,-688
b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,2,5.61548368136,-86,6,33.6929020882,-512
94:46:96:17:00:3d,PLDTHOMEDSL7M7R0,WPA2/WPA,4,0.0511869192123,-84,2,0.102373838425,-167
7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,5,-1,-85,1,0,-85
ee:1d:7f:a1:32:b7,DANNAH,WPA2/WPA,6,-1,-83,1,0,-83
00:90:a9:10:89:7c,GuestWiFi,WPA2,6,0.211998718125,-80,14,2.96798205376,-1107
94:46:96:1d:46:ce,PLDTHOMEDSLUJU40,WPA2/WPA,5,0.601996270093,-74,33,19.8658769131,-2423
00:90:a9:10:89:7b,SunkenGalleon,WPA2,6,0.233925717218,-80,14,3.27496004105,-1120
f0:98:38:a0:02:64,WeylandMaginhawa,WPA2/WPA,8,0.49706523363,-77,43,21.3738050461,-3304
14:ab:f0:4c:c1:b0,,WPA2,6,-1,-80,1,0,-80
cc:06:77:6f:30:40,SAIGON PHO1,WPA2/WPA,7,1.53829012977,-75,45,69.2230558395,-3373
b0:c1:9e:30:5e:25,SmartBro_305E25,WPA2/WPA,7,0.682652950287,-87,3,2.04795885086,-259
18:a3:e8:1e:a2:10,PLDTHOMEFIBR_1ea210,WPA2/WPA,7,-1,-91,1,0,-91
8e:79:67:93:58:82,Smart Bro_935882,OPN,7,4.37765264511,-85,8,35.0212211609,-680
bc:c0:0f:1f:c1:b8,PLDTHOMEFIBRfc1b8,WPA2/WPA,8,2.2080077529,-85,16,35.3281240463,-1350
f0:98:38:72:b5:48,VERA,WPA2/WPA,9,0.338689863682,-87,8,2.70951890945,-689
f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,10,0.829005821891,-76,23,19.0671339035,-1748
00:13:33:e1:63:df,PLDTHOMEDSL,WPA2/WPA,11,0.544341394776,-74,38,20.6849730015,-2796
4e:1a:3d:72:55:25,A1601,WPA2,11,0.741379919052,-78,25,18.5344979763,-1946
94:a7:b7:26:4d:f6,bayanDSLWIFI_4DF6,WPA2/WPA,10,3.64546298981,-75,5,18.227314949,-373
e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,10,3.12789726257,-87,11,34.4068698883,-952
88:d2:74:86:c4:cb,bayanDSLWIFI_C4CB,WPA2/WPA,11,0.934728689683,-75,39,36.4544188976,-2889
70:5a:9e:84:02:80,MariaClare,WPA2/WPA,11,0.941747295856,-79,20,18.8349459171,-1561
14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,1,2.25285601616,-77,8,18.0228481293,-609
40:cb:a8:d5:65:52,Darkyamasita36,WPA2/WPA,1,1.88899090555,-82,9,17.0009181499,-732
b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,2,4.2995557785,-84,4,17.198223114,-334
ba:4e:26:4c:12:53,,WPA2,2,2.96995850404,-83,6,17.8197510242,-498
b6:4e:26:4c:0f:dd,TFMGT Office_Guest,WPA2/WPA,2,-1,-88,1,0,-88
cc:06:77:6e:cd:90,PLDTHOMEFIBRecd90,WPA2/WPA,4,1.79202020168,-83,10,17.9202020168,-822
30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,6,0.430834007263,-82,5,2.15417003632,-410
74:cc:39:ba:cd:f0,MBOSOFFICE,WPA2/WPA,6,0.409581661224,-89,3,1.22874498367,-266
f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,5,0.275972723961,-87,4,1.10389089584,-345
0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,6,4.58710467021,-90,15,68.8065700531,-1336
74:cc:39:bb:51:60,PLDTHOMEFIBRb5160,WPA2/WPA,6,0.102433264256,-90,4,0.409733057022,-357
cc:06:77:6e:cf:08,PLDTHOMEFIBRecf08,WPA2/WPA,9,0.810668160518,-80,24,19.4560358524,-1902
74:cc:39:ca:35:38,PLDTHOMEFIBRa3538,WPA2/WPA,9,0.204799711704,-88,4,0.819198846817,-350
bc:c0:0f:1f:c2:f0,PLDTHOMEFIBRfc2f0,WPA2/WPA,10,0.170657634735,-88,3,0.511972904205,-262
84:9f:b5:3e:81:8c,wifidental,WPA2,10,-1,-83,1,0,-83
00:13:33:e1:c9:15,PLDTHOMEDSL,WPA2/WPA,11,1.76877472617,-77,11,19.4565219879,-841
74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,11,5.78561683496,-86,6,34.7137010098,-514
70:5a:9e:92:6f:f4,SKYbroadband6FF1,WPA2/WPA,12,0.204778790474,-88,4,0.819115161896,-349
b2:60:f1:a8:0e:f1,Janna's Iphone,WPA2,1,0.204777383804,-78,5,1.02388691902,-386
08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,1,0.122641396523,-76,10,1.22641396523,-751
38:d8:2f:22:3d:48,bayanDSLWiFi_3D48,WPA2/WPA,1,0.890444092129,-62,23,20.480214119,-1406
bc:c0:0f:7b:c2:08,FIBERHOME_bc208,WPA2/WPA,3,0.167564597997,-70,22,3.68642115593,-1537
ba:4e:26:4c:0e:e3,,WPA2,2,8.44817507267,-87,2,16.8963501453,-173
ac:86:74:4a:09:53,,WPA2/WPA,5,0.911339430582,-81,21,19.1381280422,-1693
ac:86:74:4a:09:52,CloudTrax,OPN,5,1.0518601603,-81,18,18.9334828854,-1443
ac:86:74:4a:09:57,‚$,WPA2,5,-1,-76,1,0,-76
3c:a6:16:a3:e7:79,vivo 1718,WPA2,6,0.270636286054,-77,14,3.78890800476,-1067
5c:6a:80:1a:25:c6,Snow Creme,WPA2/WPA,6,1.96371035015,-74,17,33.3830759525,-1244
dc:09:4c:14:29:cf,Monmon,WPA2/WPA,8,0.179211735725,-89,4,0.716846942902,-354
cc:1a:fa:97:cf:b8,bayanDSL,WPA,10,0.259019543143,-80,17,4.40333223343,-1346
e0:8e:3c:21:45:ff,bayanDSLWIFI_45FF,WPA2/WPA,11,0.153602838516,-77,24,3.68646812439,-1832
fa:8f:ca:50:af:9a,,OPN,11,0.147910338861,-75,27,3.99357914925,-2008
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,WPA2/WPA,11,1.38632600124,-85,13,18.0222380161,-1097
94:a7:b7:3c:f9:7c,55tinta,WPA2/WPA,11,0.179188489914,-89,4,0.716753959656,-354
34:ba:9a:57:32:13,SmartBroYani,WPA2,11,8.52157700062,-84,4,34.0863080025,-336
9c:6f:52:34:ff:b6,Zentea,WPA2/WPA,1,0.25598692894,-80,2,0.51197385788,-160
5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,1,-1,-88,1,0,-88
