Common,249
00:13:33:f5:c1:54,PLDTHOMEDSL_AF5Y,WPA2/WPA,1
c8:d3:a3:6f:65:84,dvt555,WPA2/WPA,1
48:00:33:62:3a:75,SKYbroadband3A72,WPA2/WPA,1
98:de:d0:be:64:29,TP-LINK_6429,WPA2,2
fc:b4:e6:4a:ca:db,SKYbroadband1860,WPA2/WPA,1
14:b7:f8:0b:8d:9f,Tantoco AirPort Extreme,WPA2/WPA,6
4c:81:20:f3:29:bb,PLDTHOMEDSL329BB,WPA2/WPA,6
e8:de:27:9a:b3:d8,NAFS,OPN,11
cc:5d:4e:ac:d7:08,PLDTMyDSL19,WPA2/WPA,11
80:29:94:68:33:81,SKYbroadband337E,WPA2/WPA,11
a4:2b:b0:f8:9e:87,PLDTHOMEDSL_AF5Y_EXT,WPA2/WPA,1
94:46:96:1c:f6:15,E,WPA2/WPA,1
08:95:2a:89:3c:6a,SKYbroadband4321,WPA2/WPA,1
80:29:94:68:33:f5,SKYbroadband33F2,WPA2/WPA,1
e4:58:e7:5b:73:eb,jjk,WPA2,6
00:13:33:ce:c7:b8,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:e5:fd:e8,PLDTHOMEDSL,WPA2/WPA,11
00:1f:fb:ac:7e:9d,HomeBro_ULTERA,WPA2,11
50:c7:bf:7b:19:d4,TP-LINK MALINIS,WPA2/WPA,11
00:18:f8:a4:31:fb,GPF,WPA,11
50:09:59:85:b9:e5,SKYbroadbandB9E2,WPA2/WPA,1
f8:d1:11:83:78:44,Virus Detected,WPA2/WPA,1
c8:d7:19:1b:14:26,2017_Trojan_Virus!@&*%,WPA2/WPA,2
48:00:33:f3:09:3d,SKYbroadband093A,WPA2/WPA,1
aa:6b:6e:49:95:18,Happy Birthday,WPA2,1
18:de:d7:34:79:6c,HUAWEI-kc87,WPA2/WPA,2
88:3f:d3:2d:db:70,GPF-Globe,WPA2/WPA,5
58:70:c6:f7:42:4d,YICarCam_F7424D,WPA2,5
50:09:59:83:82:81,(Alporha and Rodriguez, 2016),WPA2/WPA
f4:e3:fb:e5:49:fc,XRZ-850,WPA2/WPA,7
00:1f:fb:ba:d2:8b,LynKoCus6-07,WPA2,11
20:25:64:cb:84:7e,979384,WPA2/WPA,11
48:00:33:62:31:0d,SKYbroadband310A,WPA2/WPA,11
b0:b2:dc:aa:c8:8c,PLDTMyDSLvirus,WPA2/WPA,11
48:00:33:62:8a:79,SKYbroadband8A76,WPA2/WPA,1
3a:1c:23:00:4b:aa,SmartBro-004baa,OPN,1
9c:a3:a9:09:07:f9,IPCF3680910265870,OPN,1
f6:9f:c2:57:be:90,Aralinks_Hub2,WPA2/WPA,1
50:09:59:84:f1:91,SKYbroadbandF18E,WPA2/WPA,1
e0:8e:3c:21:e8:eb,HOLYFAMILY,WPA2/WPA,1
88:d2:74:86:d2:40,bayanDSLWIFI_D240,WPA2/WPA,1
e0:8e:3c:18:90:f8,PoohCorner,WPA,1
f8:32:e4:b2:07:70,HOLYFAMILY,WPA2,6
fc:b4:e6:82:43:85,SKYbroadbandABA4,WPA2/WPA,6
4c:f9:5d:85:9a:fc,RBCTY1,WPA2/WPA,10
bc:c0:0f:7b:d7:c0,FIBERHOME_bd7c0,WPA2/WPA,10
00:13:33:e1:c7:e9,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:e1:c7:ec,,WPA2/WPA,11
00:13:33:e1:7d:fc,PLDTHOMEDSL,WPA2/WPA,11
84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,11
f6:9f:c2:b5:f1:b4,Aralinks_Faculty,WPA2/WPA,11
90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,11
78:c1:a7:24:27:66,Ragnarok1017,WPA,1
86:2a:a8:eb:23:c8,Aralinks_Hub1,WPA2/WPA,1
d4:6e:0e:66:46:50,Ragnarok1017_EXT,WPA2/WPA,1
d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,1
c8:93:46:48:4c:7f,Think_484C7F,WPA2,1
cc:06:77:60:54:f8,fibr1,WPA2/WPA,1
00:1d:92:10:df:e3,H9300G,WPA,1
cc:06:77:6e:da:80,PLDTHOMEFIBReda80,WPA2/WPA,1
00:19:be:81:32:e2,Altai_Wifi,WPA2,6
1e:74:0d:02:42:c0,PLDTMyDSLBiz,WPA2/WPA,5
00:13:33:fb:46:83,PLDTHOMEDSLbellabonita,WPA2/WPA,5
f0:98:38:07:d0:98,BLUE_EYES,WPA2/WPA,6
a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,6
08:95:2a:89:35:37,SKYbroadbandA450,WPA2/WPA,6
cc:06:77:21:70:80,zab,WPA2/WPA,7
c8:93:46:48:50:5b,Think_48505B,WPA2,10
90:61:0c:16:73:f9,PLDTMyDSL,WPA2/WPA,11
00:13:33:d3:4b:09,PLDTHOMEDSL,WPA2/WPA,11
08:95:2a:e4:85:d8,SKYbroadband624F,WPA2/WPA,11
cc:06:77:6e:c9:98,#WIP PH 1,WPA2/WPA,11
90:61:0c:2d:d3:09,tom&jerry,WPA2,11
14:b7:f8:0b:1c:37,SKYbroadband1C34,WPA2/WPA,11
00:13:33:db:90:5c,PLDTHOMEDSL,WPA2/WPA,11
c8:93:46:48:70:90,Think_487090,WPA2,1
f4:f2:6d:94:56:14,OrangeSegment1,WPA2,1
00:23:b1:6d:a7:97,R-R-J-T-S,WPA2/WPA,1
78:c1:a7:03:9e:ec,Pebble,WPA,1
e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,1
c8:93:46:48:60:c6,Think_4860C6,WPA2,1
36:69:87:a1:89:8f,NATOR 1O,WPA2/WPA,1
c8:93:46:47:ad:f2,Think_47ADF2,WPA2,6
c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,6
5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,6
34:ba:9a:55:c5:b6,,WPA2/WPA,9
cc:06:77:5c:bd:59,OS Dong,WPA2,10
a4:2b:b0:d9:10:26,,WPA2/WPA,11
48:f8:b3:0f:d9:65,MotorGirl,WPA2,11
00:13:33:df:9b:b8,PLDTHOMEDSL,WPA2/WPA,11
ec:8c:a2:30:ff:28,#SmartWifi @StrEATMag,OPN,1
00:13:33:ea:7b:20,PLDTHOMEDSLadmin,WPA2/WPA,1
00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,1
e0:8e:3c:2d:fa:d5,bayanDSLWIFI_FAD5,WPA2/WPA,1
e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,2
ee:1d:7f:a1:32:b7,DANNAH,WPA2/WPA,6
00:90:a9:10:89:7c,GuestWiFi,WPA2,6
94:46:96:1d:46:ce,PLDTHOMEDSLUJU40,WPA2/WPA,5
00:90:a9:10:89:7b,SunkenGalleon,WPA2,6
f0:98:38:a0:02:64,WeylandMaginhawa,WPA2/WPA,8
14:ab:f0:4c:c1:b0,,WPA2,6
cc:06:77:6f:30:40,SAIGON PHO1,WPA2/WPA,7
b0:c1:9e:30:5e:25,SmartBro_305E25,WPA2/WPA,7
f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,10
00:13:33:e1:63:df,PLDTHOMEDSL,WPA2/WPA,11
4e:1a:3d:72:55:25,A1601,WPA2,11
94:a7:b7:26:4d:f6,bayanDSLWIFI_4DF6,WPA2/WPA,10
e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,10
88:d2:74:86:c4:cb,bayanDSLWIFI_C4CB,WPA2/WPA,11
70:5a:9e:84:02:80,MariaClare,WPA2/WPA,11
14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,1
40:cb:a8:d5:65:52,Darkyamasita36,WPA2/WPA,1
b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,2
ba:4e:26:4c:12:53,,WPA2,2
30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,6
74:cc:39:ba:cd:f0,MBOSOFFICE,WPA2/WPA,6
f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,5
0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,6
74:cc:39:bb:51:60,PLDTHOMEFIBRb5160,WPA2/WPA,6
00:13:33:e1:c9:15,PLDTHOMEDSL,WPA2/WPA,11
74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,11
b2:60:f1:a8:0e:f1,Janna's Iphone,WPA2,1
08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,1
38:d8:2f:22:3d:48,bayanDSLWiFi_3D48,WPA2/WPA,1
ac:86:74:4a:09:53,,WPA2/WPA,5
ac:86:74:4a:09:52,CloudTrax,OPN,5
3c:a6:16:a3:e7:79,vivo 1718,WPA2,6
5c:6a:80:1a:25:c6,Snow Creme,WPA2/WPA,6
cc:1a:fa:97:cf:b8,bayanDSL,WPA,10
e0:8e:3c:21:45:ff,bayanDSLWIFI_45FF,WPA2/WPA,11
fa:8f:ca:50:af:9a,,OPN,11
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,WPA2/WPA,11
94:a7:b7:3c:f9:7c,55tinta,WPA2/WPA,11
34:ba:9a:57:32:13,SmartBroYani,WPA2,11
9c:6f:52:34:ff:b6,Zentea,WPA2/WPA,1
5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,1
9c:6f:52:34:ff:b7,Fatpipe@Moonleaf,WPA2/WPA,250
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,WPA2/WPA,1
9c:6f:52:34:ff:b9,,WPA2/WPA,1
cc:06:77:e1:1f:90,PLDTHOMEFIBR11f90,WPA2/WPA,5
00:e0:20:3b:00:75,Extension 3,WPA,6
00:13:33:fb:45:3b,,OPN,11
00:13:33:fb:45:3d,,OPN,11
00:13:33:e8:f8:31,PLDTHOMEDSL,WPA2/WPA,11
98:e7:f5:94:4a:ca,HUAWEI-E5330-4ACA,WPA2,2
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,WPA2/WPA,1
5c:f2:86:2e:7f:6b,Globe_LTE MIFI_7F6B,WPA2/WPA,8
00:13:33:e3:b0:3b,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:2e:d5:16,PLDTHOMEDSL54550,WPA2/WPA,11
e0:8e:3c:21:f2:cb,bayanDSLWIFI_F2CB,WPA2/WPA,1
e4:77:23:a5:9a:84,RMotel Bayan,WPA2/WPA,1
e0:8e:3c:1f:e9:c3,PSCSEND-Office,WPA2/WPA,1
18:a6:f7:8e:ef:ac,PSCSEND-Conference,WPA2/WPA,1
e0:8e:3c:22:1c:23,bayanDSLWIFI_1C23,WPA2/WPA,1
cc:06:77:63:37:90,Estivlings,WPA2/WPA,4
00:13:33:f4:2a:f7,,WPA2/WPA,6
00:13:33:f4:2a:f6,PLDTHOMEDSL,WPA2/WPA,6
94:46:96:18:f3:11,PLDTHOMEDSL7Y7Y0,WPA2/WPA,7
e8:cd:2d:7f:11:4d,glyph,WPA2/WPA,8
90:61:0c:2e:02:f4,,WPA2/WPA,11
90:61:0c:2e:02:f3,PLDTHOMEDSL00755,WPA2/WPA,11
00:13:33:fe:e4:aa,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:41:05:05,PLDTHOMEDSL01285,WPA2/WPA,11
00:13:33:fa:e4:77,,WPA2/WPA,1
94:46:96:1e:9b:87,PLDTHOMEDSLW3WH0,WPA2/WPA,2
84:db:ac:1e:f2:12,xaira,WPA2,3
88:d2:74:86:b6:5a,BirthdayMoBa?,WPA2/WPA,5
60:31:97:33:82:60,Saturn_Boss,WPA2/WPA,7
1c:74:0d:1a:d8:a0,LITOS,WPA2/WPA,9
00:13:33:e1:98:5f,PLDTHOMEDSLsanji,WPA2/WPA,11
34:ce:00:1a:56:cd,Northern House_plus,WPA2/WPA,11
40:cb:a8:90:46:e2,Broadband@work,WPA2/WPA,11
e0:8e:3c:2f:67:01,bayanDSLWIFI_6701,WPA2/WPA,1
e0:8e:3c:1a:f6:63,bayanDSLWIFI_F663,WPA2/WPA,1
94:46:96:0e:28:69,PLDTHOMEDSLanamaria,WPA2/WPA,2
e8:94:f6:e1:ba:30,Extension,WPA2,6
00:27:15:58:36:e1,B8NT-4p2k8J+YjUJoZTA48J+YjeKdpA,OPN,6
00:13:33:fc:69:69,PLDTHOMEDSLGRABTAPSI,WPA2,11
94:fe:22:b1:b6:14,WEST PHILIPPINE SEA,WPA2/WPA,10
28:ff:3e:3d:e8:19,bayanDSLWIFI_E819,WPA2/WPA,1
94:46:96:19:6c:10,PLDTHOMEDSL_CRES,WPA2/WPA,4
2a:17:23:00:04:77,EVOHOTSPOT 8,OPN,6
0a:17:23:00:04:77,EVOHOTSPOT 6,OPN,6
1a:17:23:00:04:77,EVOHOTSPOT 7,OPN,6
00:13:33:f2:83:f7,PLDTHOMEDSLPrivate,WPA2/WPA,6
08:17:23:00:04:77,EVOHOTSPOT 5,OPN,6
94:46:96:1f:01:3f,EVOLUTION-5--,WPA2/WPA,10
e0:8e:3c:1a:e6:07,bayanDSLWIFI_E607,WPA2/WPA,10
00:13:33:fd:b7:fb,PLDTHOMEDSLLUCERO,WPA2/WPA,11
90:61:0c:19:b5:a9,,WPA2/WPA,11
fc:8b:97:38:ea:bb,PLDTMyDSL,WPA2,11
fc:8b:97:38:ea:bf,,WPA2/WPA,11
e0:8e:3c:1a:ca:2f,bayanDSLWIFI_CA2F,WPA2/WPA,1
2a:17:23:00:04:8f,EVOHOTSPOT 4,OPN,1
6c:3b:6b:4c:3f:d9,pgp personal,WPA2,1
e6:8d:8c:55:5e:73,Panthera Hotspot,OPN,1
94:0e:6b:65:d6:aa,B310_5D6AA,WPA2/WPA,1
e0:8e:3c:1b:3e:83,amihan,WPA2/WPA,2
1a:17:23:00:04:8f,EVOHOTSPOT 3,OPN,1
e0:8e:3c:20:10:0b,bayanDSLWIFI_100B,WPA2/WPA,1
0a:17:23:00:04:8f,EVOHOTSPOT 2,OPN,1
08:17:23:00:04:8f,EVOHOTSPOT 1,OPN,1
5c:6a:80:25:f4:98,PLDTMYDSL,WPA2/WPA,5
6c:19:8f:0c:ff:9e,autotrade.com.ph,WPA2/WPA,5
2a:17:23:00:01:4d,EVOHOTSPOT 36,OPN,6
08:17:23:00:01:4d,EVOHOTSPOT 33,OPN,6
0a:17:23:00:01:4d,EVOHOTSPOT 34,OPN,6
1a:17:23:00:01:4d,EVOHOTSPOT 35,OPN,6
08:17:23:00:02:85,EVOHOTSPOT 29,OPN,6
1a:17:23:00:02:85,EVOHOTSPOT 31,OPN,6
28:ff:3e:3d:ea:e6,bayanDSLWIFI_EAE6,WPA2/WPA,10
5a:8b:f3:70:7b:30,PLDTMyDSLBiz3MobileWiFi-62EA,WPA,11
90:61:0c:16:a8:02,PLDTMyDSL,WPA2/WPA,11
90:61:0c:36:0c:7d,PLDTHOMEDSL03197,WPA2/WPA,11
0c:96:bf:79:42:87,Broadband@work,WPA2/WPA,11
1a:17:23:00:04:3f,EVOHOTSPOT 11,OPN,11
e0:8e:3c:1b:3f:5f,bayanDSLWIFI_3F5F,WPA2/WPA,1
e0:8e:3c:1a:d7:1f,Francisco,WPA2,1
8c:eb:c6:ee:8d:e2,SODOPtradinginc,WPA2/WPA,5
9c:a9:e4:9a:ee:35,Althea Joy,WPA2/WPA,11
1-13,123
BSSID,SSID,Encryption,Channel
88:d2:74:a8:fe:54,Cradle of Learners,WPA,2
50:c7:bf:d8:62:57,NHA-WiFi-Guest,WPA2/WPA,3
84:16:f9:3f:f2:3e,TUCPVP,WPA2,9
94:fe:22:b1:95:df,TUCP OFFICE,WPA2/WPA,10
88:3f:d3:05:e7:d0,HUAWEI-6443,WPA2/WPA,11
88:d2:74:86:d1:a5,bayanDSLWIFI_D1A5,WPA2/WPA,10
00:13:33:e6:02:7f,PLDTHOMEDSL,WPA2/WPA,11
bc:c0:0f:7b:a5:30,FIBERHOME_ba530,WPA2/WPA,4
88:3f:d3:06:29:38,HUAWEI-Bn7b,WPA2/WPA,7
f0:98:38:3d:db:04,Central,WPA2/WPA,10
50:c7:bf:d8:60:70,NHA-WiFi-Guest,WPA2/WPA,9
34:ba:9a:54:92:0f,Smart_Bro_54920F,WPA2,10
00:1f:fb:ac:64:8b,Macaraeg,WPA2,10
90:61:0c:3a:45:08,PLDTHOMEDSL17672,WPA2/WPA,1
c4:12:f5:75:e3:8a,bilan,WPA2/WPA,3
fc:8b:97:35:83:6a,PLDTMyDSL,WPA2/WPA,11
90:61:0c:3a:8d:17,PLDTHOMEDSL36119,WPA2/WPA,1
78:c1:a7:05:c5:5c,LUCAS INTERNET,WPA,2
c8:3a:35:04:ee:28,Tenda_04EE28,WPA,11
f0:98:38:72:ba:c8,EPA MAIN-HUAWEI,WPA2/WPA,1
88:d2:74:86:ac:19,bayanDSLWIFI_AC19,WPA2/WPA,2
20:aa:4b:e7:30:7b,ELEANOR/ROUTER,WPA2,3
2c:4d:54:d9:fd:68,Dunby,WPA2,3
00:26:75:f4:9c:21,zoeanne,WPA2/WPA,4
28:ff:3e:3d:e7:00,bayanDSLWIFI_E700,WPA2/WPA,7
ee:1d:7f:a1:3d:ca,Kabogsss,WPA2/WPA,13
c8:d3:a3:15:b2:98,KOALA,WPA2/WPA,13
48:db:50:d0:09:cd,HUAWEI-E5330-09CD,WPA2,4
48:00:33:62:3a:e9,SKYbroadband3AE6,WPA2/WPA,6
a4:2b:b0:ce:06:51,TP-LINK_0651,WPA2/WPA,6
48:7b:6b:f0:72:f8,ACEJ FAM,WPA2/WPA,9
fa:8f:ca:51:06:86,,OPN,9
d4:7b:b0:53:b8:ab,Chewboiboi,WPA2/WPA,1
2c:4d:54:08:c4:e8,SKYbroadband7223_RPT,WPA2,1
b4:75:0e:cc:7b:d1,JOBO-NET,WPA2,1
1c:74:0d:16:11:e0,PLDTHOMEDSL003OJ,WPA2/WPA,8
f0:98:38:3d:b0:a4,GLOBEFIBERPUMPKINBUNNY,WPA2/WPA,1
1c:74:0d:17:c9:74,UNITY_SOURCE,WPA2/WPA,11
28:92:4a:14:9f:84,HOLYFAMILY,WPA2/WPA,13
00:26:75:e4:f0:50,YujInn 3rd floor,WPA2,4
48:f8:b3:a9:6d:bc,HFSPrivate,WPA2/WPA,8
bc:c0:0f:bf:79:80,PLDTHOMEFIBRf7980,WPA2/WPA,9
c8:93:46:48:56:58,Think_485658,WPA2,9
18:a6:f7:76:35:da,TP,WPA2/WPA,1
00:26:75:79:72:04,ThePlaceToBe,WPA2,11
76:4a:a4:c9:21:e6,TheEmperor,WPA2/WPA,13
00:1a:ef:48:8a:d3,HOLYFAMILY,WPA2/WPA,2
8c:eb:c6:ce:20:18,B315_E2018,WPA2/WPA,8
1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,8
60:31:97:dc:e7:f0,The Wander  Space,WPA2/WPA,13
90:61:0c:39:f2:a4,PLDTHOMEDSL62116,WPA2/WPA,1
e0:8e:3c:19:b0:ab,79Maginhawa,WPA,1
00:13:33:fe:e4:28,PLDTHOMEDSL,WPA2/WPA,2
c8:93:46:48:4c:ae,Think_484CAE,WPA2,4
ee:1d:7f:a1:35:10,aninay09,WPA2,6
00:1a:ef:48:77:0b,TROJAN VIRUS!,WPA2,6
ae:5f:3e:33:7a:63,Marauder's Phone,WPA2,6
64:a5:c3:6d:7d:94,solar_wifi,WPA2,6
74:cc:39:86:00:88,PLDTHOMEFIBR_860088,WPA2/WPA,9
5c:6a:80:a3:6f:37,UNDER THE SEA,WPA2/WPA,9
f0:9f:c2:27:9d:b9,Wireless,WPA2,9
cc:06:77:5c:bd:58,OSPLDT2_4G,WPA2/WPA,10
78:44:76:c7:c3:7c,CD-R KING_C7C37C,OPN,11
0e:41:58:01:1d:a3,5GB/s-3,WPA2,11
aa:a6:68:58:d8:01,Smart Bro_58D801,WPA2/WPA,13
2c:26:c5:1e:b3:c4,bayanDSL,WPA,3
b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,2
94:46:96:17:00:3d,PLDTHOMEDSL7M7R0,WPA2/WPA,4
7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,5
18:a3:e8:1e:a2:10,PLDTHOMEFIBR_1ea210,WPA2/WPA,7
8e:79:67:93:58:82,Smart Bro_935882,OPN,7
bc:c0:0f:1f:c1:b8,PLDTHOMEFIBRfc1b8,WPA2/WPA,8
f0:98:38:72:b5:48,VERA,WPA2/WPA,9
b6:4e:26:4c:0f:dd,TFMGT Office_Guest,WPA2/WPA,2
cc:06:77:6e:cd:90,PLDTHOMEFIBRecd90,WPA2/WPA,4
cc:06:77:6e:cf:08,PLDTHOMEFIBRecf08,WPA2/WPA,9
74:cc:39:ca:35:38,PLDTHOMEFIBRa3538,WPA2/WPA,9
bc:c0:0f:1f:c2:f0,PLDTHOMEFIBRfc2f0,WPA2/WPA,10
84:9f:b5:3e:81:8c,wifidental,WPA2,10
70:5a:9e:92:6f:f4,SKYbroadband6FF1,WPA2/WPA,12
bc:c0:0f:7b:c2:08,FIBERHOME_bc208,WPA2/WPA,3
ba:4e:26:4c:0e:e3,,WPA2,2
ac:86:74:4a:09:57,‚$,WPA2,5
dc:09:4c:14:29:cf,Monmon,WPA2/WPA,8
f0:98:38:f9:14:28,Fiber200,WPA2/WPA,3
b0:4e:26:4c:0e:e3,TFMGT Office,WPA2/WPA,2
74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,2
f0:98:38:72:db:98,ZGMKTGCORP,WPA2/WPA,4
bc:c0:0f:cb:0d:88,PLDTHOMEFIBRb0d88,WPA2/WPA,5
84:16:f9:ed:7d:f4,flyff for fun,WPA2/WPA,10
00:13:33:ea:82:37,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:fb:45:3c,,OPN,11
e0:8e:3c:21:f6:a7,bayanDSLWIFI_F6A7,WPA2/WPA,11
00:13:33:e1:9b:5c,PLDTHOMEDSL,WPA2/WPA,11
00:13:33:fb:45:39,PLDTHOMEDSL,WPA2/WPA,11
28:ff:3e:3d:de:c0,chase,WPA2/WPA,1
28:10:7b:f1:02:bc,Diliman Bible Church,WPA2/WPA,2
80:71:7a:f0:72:dd,mag-one,WPA2,2
8c:25:05:a4:33:26,B315_43326,WPA2/WPA,5
70:8b:cd:b2:7b:60,Flower Poopoo :3 ,WPA2,8
f0:98:38:3e:25:fc,HUAWEI-xUKs,WPA2/WPA,4
00:1f:fb:a5:21:19,jennyjuly06,WPA2,5
5c:f2:86:25:75:0b,lester8182,WPA2/WPA,8
00:13:33:ed:62:7d,PLDTHOMEDSL,WPA2/WPA,2
00:e0:20:60:71:69,Estivlings_Ext1,WPA2,4
00:13:33:e7:6c:15,,WPA2/WPA,8
00:13:33:e7:6c:14,,WPA2/WPA,8
00:13:33:e7:6c:16,,WPA2/WPA,8
68:72:51:6c:52:4a,,WPA2,12
00:13:33:d2:49:c5,PLDTHOMEDSL,WPA2/WPA,10
e0:8e:3c:1a:f7:97,bayanDSLWIFI_F797,WPA2/WPA,10
36:69:87:72:18:13,SmartBro,WPA2/WPA,13
18:a6:f7:45:7f:13,Morning Joggers,WPA2/WPA,8
14:60:80:99:51:7c,mendoza,WPA2/WPA,13
90:61:0c:2c:dc:66,PLDTHOMEDSL56422,WPA2/WPA,1
e0:8e:3c:21:ce:bf,bayanDSLWIFI_CEBF,WPA2/WPA,3
2a:17:23:00:02:85,EVOHOTSPOT 32,OPN,6
9c:6f:52:35:01:16,bayanDSLWIFI_0116,WPA2/WPA,8
ee:1d:7f:97:9e:97,,WPA2,13
9c:6f:52:35:14:3d,bayanDSLWIFI_143D,WPA2/WPA,4
7c:7d:3d:e9:d6:82,LAPD,WPA2/WPA,10
00:26:75:b7:75:54,bayanDSLWiFi_7554,WPA2/WPA,10
90:61:0c:3a:00:ec,MAEWIFI,WPA2/WPA,11
"1,6,11",87
BSSID,SSID,Encryption,Channel
c0:56:27:83:28:00,PSU,WEP,1
00:13:33:ec:d1:f0,PLDTHOMEDSL,WPA2/WPA,1
00:13:33:ed:40:b8,PLDTHOMEDSLjbtvelandria,WPA2/WPA,1
00:13:33:e5:f9:e2,PLDTHOMEDSLironman,WPA2/WPA,11
80:29:94:68:33:d5,SKYbroadband33D2,WPA2/WPA,1
00:26:75:dd:54:cc,Tresmarias,WPA,11
48:00:33:62:30:f1,SKYbroadband30EE,WPA2/WPA,1
18:d6:c7:23:95:10,admin,WPA2/WPA,6
48:00:33:62:32:59,SKYbroadband3256,WPA2/WPA,11
94:46:96:17:0f:d3,PLDTHOMEDSL0H0H0,WPA2/WPA,1
00:1f:fb:c6:15:79,HomeBro_ULTERA,WPA2,1
74:cc:39:97:db:d8,G U E S S ?,WPA2/WPA,1
64:70:02:92:b9:94,UNITY_SUBORDINATE,WPA2,6
14:b7:f8:0b:41:fb,SKYbroadband41F8,WPA2/WPA,6
88:3f:d3:06:29:6c,DESKARTE,WPA2/WPA,1
32:cd:a7:f4:e7:de,DIRECT-TcM2070 Series,WPA2,11
1c:b7:2c:79:f8:88,AWESOME.RIBS,WPA2,1
00:13:33:f4:27:ef,PLDTHOMEDSLBILL,WPA2/WPA,1
70:5a:9e:da:57:29,SKYbroadband5726,WPA2/WPA,11
94:a7:b7:26:73:a3,Ernest_bayanDSLWiFi,WPA2/WPA,1
90:61:0c:33:aa:70,PLDTHOMEDSL43632,WPA2/WPA,11
50:04:b8:45:1d:5c,work,WPA2/WPA,1
d0:b2:c4:57:23:67,arbalest,WPA2/WPA,1
80:2a:a8:41:e9:d6,Wireless,WPA2,11
1e:74:0d:02:3c:c8,PLDTMyDSLBizADMIN,WPA2/WPA,1
c8:93:46:48:4c:43,Think_484C43,WPA2,5
