GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude,Box No.,Box Time,Box Speed,Box Traversal,Persistence,Dates Seen
2018-05-08 16:44:24,2018-05-08 08:44:25.691928,cc:06:77:e2:7b:40,PLDTHOMEFIBR27b40,WPA2/WPA,-70,6,Fiberhom,Fiber,14.706507,121.09806,24,15,10.7498963914,1,2,"05/08/2018, "
2018-05-08 16:44:25,2018-05-08 08:44:26.723000,88:d2:74:86:ac:54,xNonex,WPA2/WPA,-77,7,Zte,Unidentified,14.706483,121.098043,24,15,10.7498963914,1,2,"05/08/2018, "
2018-05-10 13:03:00,2018-05-08 13:08:57.109715,00:1f:fb:b2:eb:e9,HomeBro_ULTERA,WPA2,-79,11,GreenPac,Mobile broadband,14.705878,121.095772,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:18,2018-05-08 13:09:15.976615,28:ff:3e:3d:df:33,kek,WPA2/WPA,-66,11,Zte,Unidentified,14.706233,121.095627,35,34,5.17298712425,1,2,"05/10/2018, "
2018-05-10 13:03:04,2018-05-08 13:09:01.556941,8c:68:c8:c0:18:01,2018,WPA2/WPA,-63,1,None,Unidentified,14.705982,121.095783,35,34,5.17298712425,1,2,"05/10/2018, "
2018-05-10 13:03:25,2018-05-08 13:09:22.283174,c4:86:e9:a8:92:7d,B315_8927D,WPA2/WPA,-75,1,HuaweiTe,Unidentified,14.706233,121.095552,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:07,2018-05-08 13:09:04.395924,9c:6f:52:35:09:ee,bayanDSLWIFI_09EE,WPA2/WPA,-60,1,Zte,Broadband,14.706045,121.095777,35,34,5.17298712425,1,2,"05/10/2018, "
2018-05-10 13:03:05,2018-05-08 13:09:02.866467,38:d8:2f:2c:03:dc,bayanDSLWiFi_03DC,WPA2/WPA,-92,1,Zte,Broadband,14.706007,121.095785,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:09,2018-05-08 13:09:06.457111,04:4f:4c:25:f5:09,HUAWEI-F509,WPA2,-82,5,HuaweiTe,Unidentified,14.706088,121.095765,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:28,2018-05-08 13:09:25.996808,cc:06:77:73:64:d0,PLDTHOMEFIBR364d0,WPA2/WPA,-73,5,Fiberhom,Fiber,14.706225,121.095547,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:15,2018-05-08 13:09:12.964702,9c:6f:52:35:0e:90,bayanDSLWIFI_0E90,WPA2/WPA,-93,9,Zte,Broadband,14.706233,121.095703,35,34,5.17298712425,1,1,"05/10/2018, "
2018-05-10 13:03:16,2018-05-08 13:09:14.010562,30:b5:c2:84:52:c4,SNOWMAN,WPA2,-75,11,Tp-LinkT,Unidentified,14.706235,121.095682,35,34,5.17298712425,1,3,"05/10/2018, 05/08/2018, "
2018-05-08 16:42:15,2018-05-08 08:42:15.788993,00:1f:fb:bb:5c:6b,HUAWEI,WPA2,-60,11,GreenPac,Mobile broadband,14.70584,121.097078,38,46,13.2741423772,5,8,"05/10/2018, 05/08/2018, 05/10/2018, 05/09/2018, "
2018-05-08 16:42:19,2018-05-08 08:42:20.234074,00:1f:fb:c5:38:43,HomeBro_ULTERA,WPA2,-86,1,GreenPac,Mobile broadband,14.705973,121.097112,38,46,13.2741423772,5,1,"05/08/2018, "
2018-05-08 16:42:20,2018-05-08 08:42:21.059493,8c:68:c8:c0:1d:9e,bayanDSLWIFI_1D9E,WPA2/WPA,-88,1,None,Broadband,14.706007,121.097118,38,46,13.2741423772,5,1,"05/08/2018, "
2018-05-08 16:42:24,2018-05-08 08:42:25.285772,cc:06:77:72:dc:a8,Pldthomearlo2.4g,WPA2/WPA,-86,4,Fiberhom,Fiber,14.70611,121.097142,38,46,13.2741423772,5,1,"05/08/2018, "
2018-05-10 13:23:22,2018-05-08 13:29:19.928201,48:fd:8e:b8:7e:ac,HUAWEI-9gqg,WPA2/WPA,-49,7,HuaweiTe,Unidentified,14.706252,121.09718,38,46,13.2741423772,5,13,"05/10/2018, 05/08/2018, 05/10/2018, "
2018-05-10 13:25:26,2018-05-08 13:31:23.377466,e0:8e:3c:04:a4:4f,SundayTrespuer,WPA2/WPA,-78,1,AztechEl,Unidentified,14.706078,121.09709,38,46,13.2741423772,5,5,"05/08/2018, 05/10/2018, "
2018-05-10 13:04:20,2018-05-08 13:10:17.516615,e0:8e:3c:2f:26:41,bayanDSLWIFI_2641,WPA2/WPA,-90,1,AztechEl,Broadband,14.706197,121.09719,38,46,13.2741423772,5,1,"05/10/2018, "
2018-05-10 13:04:27,2018-05-08 13:10:24.083500,48:fd:8e:b9:91:dc,xNonex,WPA2/WPA,-86,5,HuaweiTe,Unidentified,14.705837,121.09705,38,46,13.2741423772,5,3,"05/10/2018, "
2018-05-10 13:25:30,2018-05-08 13:31:27.701836,34:ef:44:4e:63:c9,yPie,WPA2,-82,6,2wire,Unidentified,14.70593,121.097087,38,46,13.2741423772,5,5,"05/10/2018, 05/08/2018, 05/10/2018, "
2018-05-10 13:23:19,2018-05-08 13:29:16.227418,28:ff:3e:3d:e8:59,VIRUS,WPA2/WPA,-73,3,Zte,Unidentified,14.706193,121.097207,39,4,10.4578316576,1,6,"05/08/2018, 05/10/2018, "
2018-05-08 16:44:37,2018-05-08 08:44:38.282396,e0:8e:3c:22:60:b7,bayanDSLWIFI_60B7,WPA2/WPA,-72,1,AztechEl,Broadband,14.706047,121.097937,40,17,10.5146136454,1,2,"05/08/2018, "
2018-05-08 16:44:36,2018-05-08 08:44:37.541608,bc:c0:0f:ca:08:20,PLDTHOMEFIBR_LEANETCAFE,WPA2/WPA,-67,1,Fiberhom,Fiber,14.706075,121.097933,40,17,10.5146136454,1,4,"05/10/2018, 05/08/2018, "
2018-05-08 16:44:32,2018-05-08 08:44:33.017779,94:0e:6b:d7:b6:57,B310_7B657,WPA2/WPA,-73,11,HuaweiTe,Unidentified,14.706225,121.097935,40,17,10.5146136454,1,3,"05/08/2018, "
2018-05-08 16:44:31,2018-05-08 08:44:32.489837,cc:06:77:72:6b:80,MONDRAGON_5G,WPA2/WPA,-84,11,Fiberhom,Fiber,14.706265,121.09794,40,17,10.5146136454,1,1,"05/08/2018, "
2018-05-08 16:44:37,2018-05-08 08:44:38.708302,d0:04:92:01:91:e0,none,none,-84,3,none,Unidentified,14.706047,121.097937,40,17,10.5146136454,1,1,"05/08/2018, "
2018-05-08 16:44:46,2018-05-08 08:44:47.194434,88:d2:74:86:d3:ea,bayanDSLWIFI_D3EA,WPA2/WPA,-76,8,Zte,Broadband,14.70589,121.098022,40,17,10.5146136454,1,1,"05/08/2018, "
2018-05-08 16:44:47,2018-05-08 08:44:48.601966,28:ff:3e:3d:e2:c8,bayanDSLWIFI_E2C8,WPA2/WPA,-71,9,Zte,Broadband,14.705867,121.098053,40,17,10.5146136454,1,1,"05/08/2018, "
2018-05-08 16:44:48,2018-05-08 08:44:49.506423,74:4a:a4:6b:32:43,NOWIFI,WPA2/WPA,-84,9,Zte,Unidentified,14.70584,121.098088,40,17,10.5146136454,1,1,"05/08/2018, "
2018-05-10 13:02:54,2018-05-08 13:08:51.111324,00:e0:20:29:69:db,ambrlog,WPA2/WPA,-79,8,Tecnomen,Unidentified,14.705625,121.095707,53,10,16.5951273898,1,3,"05/10/2018, 05/08/2018, "
2018-05-10 13:02:52,2018-05-08 13:08:49.633913,84:16:f9:26:31:2c,TP-LINK_312C,WPA2,-59,6,Tp-LinkT,Unidentified,14.705563,121.095692,53,10,16.5951273898,1,2,"05/10/2018, "
2018-05-10 13:02:52,2018-05-08 13:08:49.443290,c4:6e:1f:48:96:b2,TP-LINK_4896B2,WPA2,-71,6,Tp-LinkT,Unidentified,14.705563,121.095692,53,10,16.5951273898,1,2,"05/10/2018, "
2018-05-10 13:02:53,2018-05-08 13:08:50.789716,48:fd:8e:b8:7e:88,HUAWEI-Qyf5,WPA2/WPA,-79,7,HuaweiTe,Unidentified,14.705595,121.095698,53,10,16.5951273898,1,2,"05/10/2018, "
2018-05-10 13:02:58,2018-05-08 13:08:55.618907,f0:8c:fb:81:5a:b8,PLDTHOMEFIBR@Homies,WPA2/WPA,-79,10,Fiberhom,Fiber,14.705798,121.095758,53,10,16.5951273898,1,3,"05/10/2018, "
2018-05-10 13:02:57,2018-05-08 13:08:54.158629,00:1f:fb:a1:ea:95,HomeBro_ULTERA,WPA2,-78,10,GreenPac,Mobile broadband,14.705752,121.095747,53,10,16.5951273898,1,2,"05/10/2018, "
2018-05-10 13:02:58,2018-05-08 13:08:55.323012,cc:06:77:b5:1c:90,PLDTWIFI2018,WPA2/WPA,-81,10,Fiberhom,Fiber,14.705798,121.095758,53,10,16.5951273898,1,3,"05/10/2018, "
2018-05-10 13:02:58,2018-05-08 13:08:55.195624,f0:8c:fb:81:5a:b9,xNonex,WPA2/WPA,-83,10,Fiberhom,Fiber,14.705798,121.095758,53,10,16.5951273898,1,2,"05/10/2018, "
2018-05-08 16:42:13,2018-05-08 08:42:14.805143,08:10:73:63:19:69,SundayDTrespuer,WPA2,-75,13,None,Unidentified,14.705765,121.097062,56,42,16.1730281409,4,4,"05/08/2018, 05/10/2018, "
2018-05-10 13:23:03,2018-05-08 13:29:01.013256,98:e7:f5:60:02:90,HUAWEI-E5330-0290,WPA2,-71,7,HuaweiTe,Hotspot,14.705707,121.097065,56,42,16.1730281409,4,11,"05/10/2018, 05/08/2018, 05/10/2018, "
2018-05-10 13:22:56,2018-05-08 13:28:53.147209,e0:8e:3c:2f:22:85,KkKK,WPA2/WPA,-83,1,AztechEl,Unidentified,14.705417,121.096978,56,42,16.1730281409,4,3,"05/10/2018, "
2018-05-10 13:22:56,2018-05-08 13:28:53.992242,e0:8e:3c:22:0a:13,bayanDSLWIFI_0A13,WPA2/WPA,-87,1,AztechEl,Broadband,14.705417,121.096978,56,42,16.1730281409,4,1,"05/10/2018, "
2018-05-08 16:44:50,2018-05-08 08:44:50.709550,04:95:e6:b0:8e:e1,VirusHaus_T_24G,WPA2/WPA,-60,11,TendaTec,Unidentified,14.705777,121.09822,59,19,10.4330424367,1,17,"05/08/2018, 05/10/2018, 05/09/2018, "
2018-05-08 16:45:07,2018-05-08 08:45:08.458755,00:13:33:de:5a:8c,PLDTHOMEDSLWASALAKSTUPIDO,WPA2/WPA,-68,11,Baudtec,Broadband,14.705408,121.098412,59,19,10.4330424367,1,4,"05/08/2018, "
2018-05-08 16:44:56,2018-05-08 08:44:57.462235,9c:6f:52:35:1c:66,Xlven7BweP,WPA2/WPA,-79,1,Zte,Unidentified,14.705653,121.098328,59,19,10.4330424367,1,2,"05/08/2018, "
2018-05-08 16:44:51,2018-05-08 08:44:51.821331,a0:ab:1b:75:44:94,dlink,WPA2/WPA,-85,11,D-LinkIn,Unidentified,14.705757,121.098258,59,19,10.4330424367,1,5,"05/08/2018, 05/09/2018, "
2018-05-08 16:45:08,2018-05-08 08:45:09.901986,e4:77:23:a0:67:dc,bayanDSLWiFi_67DC,WPA2/WPA,-76,13,Zte,Broadband,14.705382,121.098413,59,19,10.4330424367,1,2,"05/08/2018, "
2018-05-08 16:44:54,2018-05-08 08:44:55.237711,e0:8e:3c:2e:38:71,Manuel,WPA2/WPA,-86,1,AztechEl,Unidentified,14.705672,121.0983,59,19,10.4330424367,1,1,"05/08/2018, "
2018-05-08 16:44:57,2018-05-08 08:44:58.484290,e0:8e:3c:2f:3f:65,PLDTWIFI,WPA2/WPA,-64,1,AztechEl,Unidentified,14.705638,121.098348,59,19,10.4330424367,1,2,"05/08/2018, "
2018-05-08 16:44:55,2018-05-08 08:44:55.881214,48:fd:8e:4b:f4:c0,UnliSurfFREE,WPA2/WPA,-87,1,HuaweiTe,Unidentified,14.705665,121.098313,59,19,10.4330424367,1,2,"05/08/2018, "
2018-05-08 16:45:02,2018-05-08 08:45:02.951556,cc:06:77:e2:87:c0,PLDTHOMEFIBR287c0,WPA2/WPA,-84,5,Fiberhom,Fiber,14.705507,121.0984,59,19,10.4330424367,1,1,"05/08/2018, "
2018-05-08 16:45:02,2018-05-08 08:45:03.728172,94:a7:b7:26:4f:d9,florencio,WPA2/WPA,-82,6,Zte,Unidentified,14.705507,121.0984,59,19,10.4330424367,1,1,"05/08/2018, "
2018-05-08 16:45:06,2018-05-08 08:45:07.537103,f0:8c:fb:81:57:00,PLDTHOMEFIBR_815700,WPA2/WPA,-88,9,Fiberhom,Fiber,14.705432,121.098408,59,19,10.4330424367,1,1,"05/08/2018, "
2018-05-08 15:31:58,2018-05-08 07:31:59.647343,00:1a:ef:44:d1:2c,BOGCEY 8,OPN,-53,11,Loopcomm,Unidentified,14.705157,121.094678,73,40,0.627362025363,1,25,"05/08/2018, 05/10/2018, 05/09/2018, 04/30/2018, 05/08/2018, "
2018-05-08 15:31:32,2018-05-08 07:31:33.536628,00:1a:ef:46:cd:2c,BOGCEY 3,OPN,-35,6,Loopcomm,Unidentified,14.705103,121.094695,73,40,0.627362025363,1,22,"05/10/2018, 05/08/2018, 05/09/2018, 05/10/2018, "
2018-05-08 15:31:45,2018-05-08 07:31:45.802775,50:64:2b:4d:65:45,BOGCEY 9,OPN,-67,13,XiaomiEl,Unidentified,14.70516,121.094677,73,40,0.627362025363,1,2,"05/08/2018, "
2018-05-08 15:31:48,2018-05-08 07:31:49.411759,d8:55:a3:61:d3:b8,Connected,WPA2/WPA,-72,1,Zte,Unidentified,14.70517,121.094673,73,40,0.627362025363,1,2,"05/08/2018, "
2018-05-08 15:31:46,2018-05-08 07:31:46.695950,88:d2:74:86:ac:a3,NJ_Virus,WPA2/WPA,-84,1,Zte,Unidentified,14.705165,121.094673,73,40,0.627362025363,1,1,"05/08/2018, "
2018-05-08 15:31:35,2018-05-08 07:31:35.992345,c2:38:96:7c:ab:0d,DIRECT-RE-BRAVIA,WPA2,-57,7,None,Not an AP,14.705135,121.094673,73,40,0.627362025363,1,1,"05/08/2018, "
2018-05-08 15:31:38,2018-05-08 07:31:38.869474,0c:d6:bd:5d:52:ca,CadburyPeppermint,WPA2,-80,9,HuaweiTe,Unidentified,14.705148,121.09468,73,40,0.627362025363,1,1,"05/08/2018, "
2018-05-08 15:31:39,2018-05-08 07:31:40.288779,e0:8e:3c:1a:b2:37,WifiMoto,WPA2/WPA,-87,10,AztechEl,Unidentified,14.70515,121.09468,73,40,0.627362025363,1,1,"05/08/2018, "
2018-05-08 15:31:49,2018-05-08 07:31:50.487010,bc:c0:0f:d4:47:00,Error 404-NotFound,WPA2/WPA,-92,3,Fiberhom,Fiber,14.705177,121.094668,73,40,0.627362025363,1,1,"05/08/2018, "
2018-05-08 14:28:10,2018-05-08 06:28:11.648818,cc:06:77:e2:56:c0,Rosarios wifiprivate,WPA2/WPA,-80,11,Fiberhom,Fiber,14.705183,121.095325,74,21,17.1134693988,3,6,"05/10/2018, 05/08/2018, 05/10/2018, "
2018-05-08 15:32:28,2018-05-08 07:32:29.872569,54:22:f8:f1:1f:ac,dindo,WPA,-58,1,Zte,Unidentified,14.704978,121.095165,74,21,17.1134693988,3,2,"05/08/2018, "
2018-05-08 14:28:21,2018-05-08 06:28:21.702444,38:d8:2f:2b:fe:4c,joel&kerry,WPA2/WPA,-78,4,Zte,Unidentified,14.705,121.09561,75,35,13.8471091647,3,6,"05/10/2018, 05/08/2018, "
2018-05-08 14:28:14,2018-05-08 06:28:15.492665,e4:77:23:a6:33:7c,Free wifi,WPA2/WPA,-84,13,Zte,Unidentified,14.705207,121.09539,75,35,13.8471091647,3,3,"05/08/2018, 05/10/2018, "
2018-05-08 14:28:18,2018-05-08 06:28:19.766488,28:ff:3e:3d:db:b5,GalleroDSL,WPA2/WPA,-67,1,Zte,Unidentified,14.705108,121.095507,75,35,13.8471091647,3,2,"05/08/2018, "
2018-05-08 14:28:20,2018-05-08 06:28:21.004304,70:9f:2d:a0:d1:54,bayanDSLWiFi_D154,WPA2/WPA,-59,2,Zte,Broadband,14.705033,121.095572,75,35,13.8471091647,3,5,"05/08/2018, 05/10/2018, "
2018-05-08 15:32:43,2018-05-08 07:32:44.424920,88:d2:74:86:ca:9f,bayanDSLWIFI_CA9F,WPA2/WPA,-87,1,Zte,Broadband,14.705057,121.095555,75,35,13.8471091647,3,1,"05/08/2018, "
2018-05-10 13:02:45,2018-05-08 13:08:42.918158,cc:06:77:b4:16:78,bilikawifimo,WPA2/WPA,-56,1,Fiberhom,Fiber,14.70528,121.09558,75,35,13.8471091647,3,104,"05/10/2018, 05/08/2018, 05/10/2018, 05/09/2018, 04/30/2018, "
2018-05-10 13:02:39,2018-05-08 13:08:36.964458,cc:06:77:b3:d6:70,PLDTHOMEFIBR3d670,WPA2/WPA,-50,11,Fiberhom,Fiber,14.705085,121.09556,75,35,13.8471091647,3,11,"05/10/2018, 05/08/2018, 05/10/2018, 05/09/2018, "
2018-05-10 13:02:35,2018-05-08 13:08:32.922468,10:c3:7b:c8:52:20,ASUS,WPA2,-72,6,AsustekC,Unidentified,14.704938,121.095638,75,35,13.8471091647,3,6,"05/10/2018, 05/08/2018, 05/10/2018, "
