GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude,Box No.,Box Time,Box Speed,Box Traversal,Persistence,Dates Seen
2018-05-10 13:02:46,2018-05-08 13:08:43.979270,e0:8e:3c:1a:52:57,navarro,WPA2/WPA,-64,1,AztechEl,Unidentified,14.705318,121.095588,75,35,13.8471091647,3,1,"05/10/2018, "
2018-05-10 13:22:46,2018-05-08 13:28:43.141611,8c:4c:ad:01:e0:1a,MINAWIFI,WPA2,-65,6,Evoluzn,Unidentified,14.70505,121.096893,78,49,14.733530734,5,15,"05/10/2018, 05/08/2018, 05/10/2018, 05/09/2018, "
2018-05-10 13:25:46,2018-05-08 13:31:43.709903,b0:e1:7e:52:35:b6,tinzz25,WPA2,-85,1,HuaweiTe,Unidentified,14.70531,121.096917,78,49,14.733530734,5,2,"05/10/2018, "
2018-05-09 14:21:47,2018-05-08 11:28:12.845045,94:fe:22:aa:7e:63,HUAWEI-E5330-7E63,WPA2,-79,4,HuaweiTe,Hotspot,14.704965,121.099828,84,11,13.6201703138,2,2,"05/09/2018, "
2018-05-09 14:21:49,2018-05-08 11:28:14.737350,cc:06:77:e1:96:10,PLDTHOMEFIBR1960,WPA2/WPA,-84,5,Fiberhom,Fiber,14.705027,121.099887,84,11,13.6201703138,2,1,"05/09/2018, "
2018-05-09 14:22:01,2018-05-08 11:28:26.137150,14:60:80:99:3a:20,bayanDSLWiFi_3A20,WPA2/WPA,-86,13,Zte,Broadband,14.705125,121.100008,85,17,1.84402645123,1,2,"05/09/2018, "
2018-05-08 14:26:22,2018-05-08 06:26:23.595086,cc:06:77:e3:23:b9,papabhubhoy2,WPA,-86,5,Fiberhom,Fiber,14.704593,121.094807,96,24,11.505715943,2,2,"05/08/2018, "
2018-05-08 14:27:44,2018-05-08 06:27:45.111650,cc:06:77:e3:23:b8,papabhubhoy2018,WPA2/WPA,-84,5,Fiberhom,Fiber,14.704475,121.09461,96,24,11.505715943,2,2,"05/08/2018, "
2018-05-08 14:26:27,2018-05-08 06:26:28.130872,48:d5:39:d2:ad:7c,HUAWEI-AcCW,WPA2/WPA,-89,8,HuaweiTe,Unidentified,14.704528,121.094717,96,24,11.505715943,2,2,"05/08/2018, "
2018-05-08 14:27:51,2018-05-08 06:27:52.547383,00:26:75:fa:0b:2a,123456,WPA2,-78,11,AztechEl,Unidentified,14.70464,121.094672,96,24,11.505715943,2,3,"05/08/2018, "
2018-05-08 14:27:45,2018-05-08 06:27:45.978007,48:fd:8e:b8:bc:6c,HUAWEI-v25Ti,WPA2/WPA,-91,5,HuaweiTe,Unidentified,14.704493,121.094605,96,24,11.505715943,2,1,"05/08/2018, "
2018-05-08 14:27:45,2018-05-08 06:27:46.450729,cc:06:77:e2:a9:30,PLDTHOMEFIBR2a930,WPA2/WPA,-90,6,Fiberhom,Fiber,14.704493,121.094605,96,24,11.505715943,2,1,"05/08/2018, "
2018-05-08 14:27:46,2018-05-08 06:27:47.271762,8c:68:c8:c0:07:5f,jhoy,WPA2/WPA,-87,7,None,Unidentified,14.704513,121.094607,96,24,11.505715943,2,1,"05/08/2018, "
2018-05-08 14:27:59,2018-05-08 06:28:00.041513,cc:06:77:e3:fc:88,H@PpY_F@m1Ly,WPA2/WPA,-82,1,Fiberhom,Fiber,14.704895,121.094903,97,45,9.02382744536,3,2,"05/08/2018, "
2018-05-08 15:31:10,2018-05-08 07:31:11.285780,00:1f:fb:b7:db:13,BiliKaWifiMo,WPA2,-92,2,GreenPac,Mobile broadband,14.704585,121.095173,97,45,9.02382744536,3,1,"05/08/2018, "
2018-05-08 15:31:14,2018-05-08 07:31:14.982498,cc:06:77:72:db:38,PLDTHOMEFIBR2db38,WPA2/WPA,-92,5,Fiberhom,Fiber,14.704693,121.095032,97,45,9.02382744536,3,2,"05/08/2018, "
2018-05-08 15:31:20,2018-05-08 07:31:21.268189,8c:68:c8:c0:13:e5,eh?,WPA2/WPA,-57,10,None,Unidentified,14.704835,121.094918,97,45,9.02382744536,3,3,"05/08/2018, "
2018-05-08 15:32:48,2018-05-08 07:32:49.630570,cc:06:77:d7:df:58,PLDTHOMEFIBR7df58,WPA2/WPA,-86,5,Fiberhom,Fiber,14.70492,121.095703,98,12,13.6396742073,3,3,"05/08/2018, 05/10/2018, "
2018-05-10 13:02:32,2018-05-08 13:08:29.934056,d0:04:92:10:b1:d0,xNonex,WPA2,-86,5,Fiberhom,Fiber,14.704822,121.095733,98,12,13.6396742073,3,1,"05/10/2018, "
2018-05-08 15:33:04,2018-05-08 07:33:05.671457,e0:8e:3c:2f:39:a5,Sagira Pizza Halal,WPA2/WPA,-84,1,AztechEl,Unidentified,14.704678,121.095967,99,73,9.95470812274,4,2,"05/08/2018, "
2018-05-10 13:02:19,2018-05-08 13:08:16.681876,38:37:8b:70:7e:91,HUAWEI-7E91,WPA2,-88,9,HuaweiTe,Unidentified,14.704525,121.096012,99,73,9.95470812274,4,1,"05/10/2018, "
2018-05-09 12:02:43,2018-05-08 09:39:41.765386,d0:ff:98:ed:2c:2c,HUAWEI-2C2C,WPA2,-77,4,HuaweiTe,Unidentified,14.704572,121.096678,100,121,10.1051125839,6,10,"05/09/2018, "
2018-05-09 14:46:01,2018-05-08 11:29:14.739643,5c:f2:86:25:26:2d,Francisfrancis,WPA2,-77,7,IeeeRegi,Unidentified,14.704543,121.096568,100,121,10.1051125839,6,1,"05/09/2018, "
2018-05-10 13:04:58,2018-05-08 13:10:55.983772,2c:26:c5:1e:b8:b4,tanaresidence,WPA,-86,1,Zte,Unidentified,14.704505,121.096678,100,121,10.1051125839,6,12,"05/09/2018, 05/10/2018, 05/08/2018, 05/09/2018, "
2018-05-09 12:02:24,2018-05-08 09:39:22.651193,58:c3:8b:8a:10:dc,Park Jimin,WPA2,-66,6,SamsungE,Phone,14.704822,121.09674,101,54,9.4496511576,6,7,"05/09/2018, "
2018-05-09 12:02:19,2018-05-08 09:39:18.023815,a4:7e:39:ae:40:08,Lourbenia Refamonte,WPA2/WPA,-87,2,Zte,Unidentified,14.704888,121.096748,101,54,9.4496511576,6,1,"05/09/2018, "
2018-05-10 13:22:38,2018-05-08 13:28:35.995840,90:61:0c:35:87:49,PLDTHOMEDSL34633,WPA2/WPA,-87,1,FidaInte,Broadband,14.704723,121.096777,101,54,9.4496511576,6,1,"05/10/2018, "
2018-05-08 16:45:27,2018-05-08 08:45:28.460112,02:14:bc:14:76:7d,F6eb-SjdFbWVyZ2U,OPN,-85,11,None,Unidentified,14.70479,121.098323,104,14,12.5952321275,1,1,"05/08/2018, "
2018-05-09 14:22:22,2018-05-08 11:28:47.713913,94:0e:6b:37:34:ef,B310_734EF,WPA2/WPA,-61,1,HuaweiTe,Unidentified,14.704678,121.099742,107,26,15.0945366446,2,4,"05/09/2018, "
2018-05-08 14:27:39,2018-05-08 06:27:40.184168,c4:ff:1f:56:cc:3c,HUAWEI-cSXr,WPA2/WPA,-88,1,HuaweiTe,Unidentified,14.70433,121.09471,120,25,13.2494718838,2,2,"05/08/2018, "
2018-05-08 14:27:41,2018-05-08 06:27:42.288851,d0:04:92:03:2a:40,PLDTHOMEFIBRbogcey,WPA2/WPA,-81,2,Fiberhom,Fiber,14.704398,121.094652,120,25,13.2494718838,2,2,"05/08/2018, "
2018-05-08 14:26:00,2018-05-08 06:26:01.487575,84:16:f9:26:3d:2e,CECILE16,WPA2,-85,4,Tp-LinkT,Unidentified,14.704293,121.095312,121,17,8.72975607488,4,1,"05/08/2018, "
2018-05-08 15:31:02,2018-05-08 07:31:03.554171,00:1f:fb:ab:ea:d9,FREEWIFI,WPA2,-73,11,GreenPac,Mobile broadband,14.704405,121.095342,121,17,8.72975607488,4,5,"05/08/2018, 05/10/2018, "
2018-05-08 12:53:38,2018-04-30 06:43:40.001700,40:45:da:4d:77:42,BV7t-UXVhZENvcmU3MDZB,OPN,-86,11,Spreadtr,Unidentified,14.70425,121.096268,123,493,9.63452907732,31,2,"05/08/2018, "
2018-05-09 11:44:58,2018-05-08 09:21:56.645815,c4:ab:b2:6d:34:04,vivo 1716,WPA2,-77,1,VivoMobi,Phone,14.704302,121.09612,123,493,9.63452907732,31,1,"05/09/2018, "
2018-05-09 13:24:06,2018-05-08 10:30:31.668714,50:a7:2b:f7:b9:7f,BLzL-Y2hpbGx5,OPN,-50,11,HuaweiTe,Unidentified,14.704142,121.096125,123,493,9.63452907732,31,69,"05/09/2018, 05/08/2018, 05/09/2018, "
2018-05-09 13:24:08,2018-05-08 10:30:33.528140,9e:30:5b:92:f6:56,DIRECT-yy-BRAVIA,WPA2,-85,11,None,Not an AP,14.704095,121.096077,123,493,9.63452907732,31,1,"05/09/2018, "
2018-05-10 12:11:22,2018-05-08 12:17:19.108973,cc:2d:83:50:34:f8,BeXI-Z2xvbWFyMDkxNjUzMTQ4OTk,OPN,-82,6,Guangdon,Phone,14.704125,121.09617,123,493,9.63452907732,31,2,"05/10/2018, "
2018-05-10 13:02:09,2018-05-08 13:08:07.072479,94:a7:b7:26:47:60,konek ka ?? ayaw ko nga,WPA2/WPA,-73,1,Zte,Unidentified,14.704225,121.096245,123,493,9.63452907732,31,2,"05/10/2018, 05/08/2018, "
2018-04-30 12:03:23,2018-04-24 15:40:03.107312,28:9a:fa:33:b9:ee,Smart Bro_B9EE,OPN,-90,2,TctMobil,Hotspot,14.704153,121.096342,124,3234,2.49826689628,45,1,"04/30/2018, "
2018-04-30 12:57:11,2018-04-24 15:39:36.272045,60:a4:d0:78:9d:dd,♤,WPA2,-88,6,SamsungE,Phone,14.704042,121.09632,124,3234,2.49826689628,45,1,"04/30/2018, "
2018-05-08 12:54:01,2018-04-30 06:44:03.278666,b0:55:08:2e:54:97,HUAWEI-5497,WPA2,-83,1,HuaweiTe,Unidentified,14.704028,121.096532,124,3234,2.49826689628,45,19,"05/08/2018, "
2018-05-08 12:54:21,2018-04-30 06:44:23.312324,e4:77:23:a6:44:68,JeromeAnthony,WPA2/WPA,-85,2,Zte,Unidentified,14.704032,121.09659,124,3234,2.49826689628,45,27,"05/09/2018, 05/08/2018, 05/09/2018, 05/10/2018, "
2018-05-08 13:42:10,2018-05-08 05:42:11.075820,c4:ff:1f:56:f3:14,HUAWEI-DRFc,WPA2/WPA,-84,10,HuaweiTe,Unidentified,14.704142,121.096417,124,3234,2.49826689628,45,15,"05/09/2018, 04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018, "
2018-05-08 13:43:19,2018-05-08 05:43:20.160772,ac:cf:85:58:bb:2a,HUAWEI-E5330-BB2A,WPA2,-44,4,HuaweiTe,Hotspot,14.704153,121.096417,124,3234,2.49826689628,45,13,"05/08/2018, "
2018-05-08 13:43:31,2018-05-08 05:43:32.303719,48:db:50:ff:b5:31,BqDv-U0FZSEFSVkVZMTg,OPN,-89,11,HuaweiTe,Unidentified,14.704153,121.096417,124,3234,2.49826689628,45,1,"05/08/2018, "
2018-05-08 15:33:26,2018-05-08 07:33:27.099436,d6:ae:05:3a:fd:69,BnXz-YW5nZWlseXNlcGF5YTA3,OPN,-60,6,None,Unidentified,14.704145,121.09645,124,3234,2.49826689628,45,7,"05/08/2018, "
2018-05-08 15:33:27,2018-05-08 07:33:28.791971,5c:a8:6a:82:1b:04,HUAWEI-1B04,WPA2,-51,7,HuaweiTe,Unidentified,14.70415,121.096467,124,3234,2.49826689628,45,4,"05/08/2018, "
2018-05-08 15:34:18,2018-05-08 07:34:20.025452,88:d2:74:86:bc:e9,bayanDSLWIFI_BCE9,WPA2/WPA,-82,1,Zte,Broadband,14.704353,121.096602,124,3234,2.49826689628,45,6,"05/08/2018, 05/09/2018, 05/10/2018, "
2018-05-08 15:34:43,2018-05-08 07:34:44.277365,cc:2d:e0:70:84:17,FranZ III Prepaid Wifi,OPN,-90,2,Routerbo,Unidentified,14.704137,121.09652,124,3234,2.49826689628,45,1,"05/08/2018, "
2018-05-08 16:08:13,2018-05-08 08:08:14.764240,c4:ab:b2:c1:08:cd,vivo 1606,WPA2,-81,11,VivoMobi,Phone,14.704143,121.09638,124,3234,2.49826689628,45,3,"05/08/2018, "
2018-05-08 16:09:42,2018-05-08 08:09:43.589190,be:44:34:a2:22:7a,BG90-Q3V0ZUtv,OPN,-65,6,None,Unidentified,14.704118,121.096463,124,3234,2.49826689628,45,1,"05/08/2018, "
2018-05-08 16:25:57,2018-05-08 08:25:58.323595,f8:e6:1a:28:e4:ec,hero,WPA2,-61,6,SamsungE,Phone,14.7041,121.096323,124,3234,2.49826689628,45,1,"05/08/2018, "
2018-05-09 12:20:33,2018-05-08 09:57:31.651993,c4:07:2f:58:04:88,WIFI PA MORE,WPA2/WPA,-83,8,HuaweiTe,Unidentified,14.704087,121.09629,124,3234,2.49826689628,45,1,"05/09/2018, "
2018-05-09 12:19:06,2018-05-08 09:56:05.046888,6e:5c:14:44:c5:eb,A1601,WPA2,-54,5,None,Unidentified,14.704105,121.096377,124,3234,2.49826689628,45,4,"05/09/2018, "
2018-05-09 12:20:15,2018-05-08 09:57:14.444374,d8:c7:71:d3:1e:f1,HUAWEI-1EF1,WPA2,-37,1,HuaweiTe,Unidentified,14.704197,121.096478,124,3234,2.49826689628,45,3,"05/09/2018, "
2018-05-09 13:23:20,2018-05-08 10:29:44.891518,8e:79:67:93:2f:7c,ZTE_932F7C,WPA2,-60,1,None,Unidentified,14.704218,121.096435,124,3234,2.49826689628,45,3,"05/09/2018, "
2018-05-09 15:01:27,2018-05-08 11:44:40.205492,34:ba:9a:57:05:78,Timon,WPA2,-69,6,Asiatelc,Unidentified,14.704202,121.096448,124,3234,2.49826689628,45,6,"05/09/2018, "
2018-05-10 13:27:44,2018-05-08 13:33:41.486549,fe:2d:5e:6a:9a:e7,Smart Bro_6A9AE7_marwel,WPA2/WPA,-43,13,None,Unidentified,14.704083,121.096412,124,3234,2.49826689628,45,50,"05/10/2018, 05/09/2018, 05/10/2018, 04/30/2018, "
2018-05-10 13:22:17,2018-05-08 13:28:14.880291,88:d2:74:86:b2:ad,Bayanko2,WPA2/WPA,-76,1,Zte,Unidentified,14.704135,121.09633,124,3234,2.49826689628,45,6,"05/08/2018, 05/10/2018, "
2018-05-10 12:45:14,2018-05-08 12:51:11.740917,be:3b:af:36:12:a0,Arius’s iPhone,WPA2,-91,1,None,Phone,14.704078,121.096448,124,3234,2.49826689628,45,1,"05/10/2018, "
2018-05-10 12:47:59,2018-05-08 12:53:56.197113,8c:68:c8:c0:0e:32,bayanDSLWIFI_0E32,WPA2/WPA,-51,1,None,Broadband,14.704088,121.096442,124,3234,2.49826689628,45,6,"05/10/2018, "
2018-05-10 13:01:56,2018-05-08 13:07:53.685251,c8:38:70:2a:a3:13,BpNw-Smhlbm5ldGjinaTwn5iN,OPN,-73,6,SamsungE,Phone,14.704075,121.096327,124,3234,2.49826689628,45,11,"05/10/2018, "
2018-05-10 13:26:15,2018-05-08 13:32:12.354895,e0:8e:3c:16:79:31,hestiapark,WPA2/WPA,-83,11,AztechEl,Unidentified,14.704428,121.096703,124,3234,2.49826689628,45,4,"04/30/2018, 05/08/2018, 05/10/2018, "
2018-05-09 14:01:15,2018-05-08 11:07:40.289669,e0:8e:3c:2e:2a:5d,xNonex,WPA2/WPA,-82,1,AztechEl,Unidentified,14.704332,121.098108,127,49,5.79508618787,2,2,"05/09/2018, "
2018-05-09 14:01:16,2018-05-08 11:07:41.540252,00:1f:fb:c6:42:ad,HomeBro_ULTERA,WPA2,-73,1,GreenPac,Mobile broadband,14.704333,121.098107,127,49,5.79508618787,2,3,"05/09/2018, "
2018-05-09 14:21:27,2018-05-08 11:27:51.895990,9c:6f:52:35:0c:36,bayanDSLWIFI_0C36,WPA2/WPA,-83,1,Zte,Broadband,14.704465,121.099385,130,31,12.0951973964,2,1,"05/09/2018, "
2018-05-08 14:27:06,2018-05-08 06:27:07.121744,00:1f:fb:a4:c3:a3,HomeBro_ULTERA,WPA2,-87,7,GreenPac,Mobile broadband,14.703818,121.094683,146,34,0.586215945787,1,2,"05/08/2018, "
2018-05-08 14:27:01,2018-05-08 06:27:01.951254,cc:06:77:da:39:c8,200/month PLDT Home Fibre,WPA2/WPA,-87,2,Fiberhom,Fiber,14.70384,121.094727,146,34,0.586215945787,1,1,"05/08/2018, "
2018-05-08 14:27:06,2018-05-08 06:27:07.266658,2e:fd:a1:a0:69:41,Pakyuka,WPA2,-88,7,None,Unidentified,14.703818,121.094683,146,34,0.586215945787,1,1,"05/08/2018, "
2018-05-08 14:27:22,2018-05-08 06:27:22.789535,e4:77:23:a4:fa:38,THEBOGZ,WPA2/WPA,-80,3,Zte,Unidentified,14.703853,121.094685,146,34,0.586215945787,1,2,"05/08/2018, "
2018-05-08 14:25:45,2018-05-08 06:25:46.591833,00:1f:fb:bb:4e:09,Chiconet,WPA2,-85,10,GreenPac,Mobile broadband,14.703912,121.095738,148,72,13.0411915494,6,3,"05/08/2018, "
2018-05-09 11:42:54,2018-05-08 09:19:52.796067,00:27:15:10:6c:9e,BzDf-TmFydXRvIFNoaXBwdWRlbg,OPN,-62,6,ReboundT,Unidentified,14.703858,121.095723,148,72,13.0411915494,6,67,"05/09/2018, 05/10/2018, "
