BSSID,SSID,Encryption,Channel,Average Beacon Interval,Average Strength Signal,Number of Packets,Interval Summation,RSSI Summation
60:31:97:14:17:df,PLDTMyDSLBiz17DE0,WPA2/WPA,9,0.238943020503,-91,3,0.716829061508,-273
00:13:33:cc:2f:04,,OPN,11,0.341324885686,-87,9,3.07192397118,-781
00:13:33:cc:2f:03,PLDTHOMEDSLMPBAC1214,WPA2/WPA,11,9.64580979347,-88,5,48.2290489674,-440
b8:27:eb:b9:1c:be,ss,WPA,1,2.85516787978,-85,17,48.5378539562,-1442
d4:6e:0e:49:c1:cc,TP-LINK_C1CC,WPA2,2,7.98730877608,-76,121,966.464361906,-9159
38:a2:8c:fb:45:52,Mitsubishi Wireless TV 767,OPN,44,3.1949283123,-68,10,31.949283123,-672
5c:f2:86:23:2e:2a,MakiMykz,WPA2,6,0.218062048373,-79,23,5.01542711258,-1797
00:13:33:f5:8c:48,PLDTHOMEDSL,WPA2/WPA,6,1.99886948586,-87,25,49.9717371464,-2158
5c:f2:86:23:83:46,JOANJO,WPA2/WPA,7,1.26722680955,-87,21,26.6117630005,-1821
f0:98:38:3d:9c:ec,HUAWEI-6we7,WPA2/WPA,7,-1,-89,1,0,-89
e4:6f:13:64:45:5c,Omakase DA,WPA2/WPA,9,28.6259421869,-89,33,944.656092167,-2914
3e:36:bb:9d:da:53,Bernadette Chantle’s iPhone,WPA2,1,20.1468716175,-81,47,946.902966022,-3783
00:1f:fb:b2:ea:95,HomeBro_ULTERA,WPA2,1,12.1517438491,-88,6,72.9104630947,-527
c0:c1:c0:e7:d4:69,The Frame,WPA2/WPA,1,19.7078527311,-84,48,945.976931095,-4020
c0:c1:c0:e7:d4:6a,The Frame-guest,OPN,1,22.5086860032,-83,42,945.364812136,-3477
b4:75:0e:19:ab:67,ICON,WPA2/WPA,1,-1,-90,1,0,-90
c4:86:e9:6e:58:c1,wifi not in range,WPA2/WPA,5,0.695245422815,-82,38,26.419326067,-3111
98:e7:f5:90:21:92,davebb,WPA2/WPA,0,0.163767051697,-83,20,3.27534103394,-1646
94:46:96:0e:ba:04,PLDTHOMEDSL,WPA2/WPA,9,-1,-93,1,0,-93
2c:dd:95:f4:0d:42,PLDTHOMEDSL40D42,WPA2/WPA,10,7.91900865237,-88,6,47.5140519142,-524
94:46:96:0f:83:6c,PLDTHOMEDSL,WPA2/WPA,11,31.2433031031,-83,28,874.812486887,-2323
00:13:33:ea:58:2a,PLDTHOMEDSL,WPA2/WPA,11,19.8423361616,-79,44,873.062791109,-3448
10:7b:44:ca:85:40,Hermes,WPA2,6,8.34534847616,-74,99,826.18949914,-7260
cc:06:77:76:52:60,PLDTHOMEFIBR65260,WPA2/WPA,8,12.3293893302,-74,67,826.069085121,-4892
2c:30:33:e6:e1:35,space.gap.home1_2GEXT,WPA2,10,0.102355321248,-89,3,0.307065963745,-266
5c:54:6d:43:f1:b8,RGAMILLA,WPA2/WPA,1,0.677385985851,-87,4,2.70954394341,-345
10:7b:44:44:64:e0,FlashRouter24,WPA2,1,14.3636406618,-75,56,804.363877058,-4149
90:61:0c:40:a9:d2,PLDTHOMEDSL43474,WPA2/WPA,1,114.689861161,-86,7,802.82902813,-601
70:5a:9e:64:3d:3a,SKYbroadband3D37,WPA2/WPA,1,137.321082989,-84,6,823.926497936,-502
bc:c0:0f:7b:89:38,whitehouse,WPA2/WPA,5,28.6755735363,-84,28,802.916059017,-2348
10:7b:44:ca:60:48,Hermes,WPA2,6,133.25981315,-86,6,799.558878899,-512
10:7b:44:ca:7f:90,Hermes,WPA2,6,0.179211974144,-90,4,0.716847896576,-359
04:4f:4c:26:1c:e1,HUAWEI-1CE1,WPA2,9,0.174197398699,-82,13,2.26456618309,-1057
3c:1e:04:0d:98:4a,Mojo,WPA2/WPA,9,19.986186552,-80,40,799.447462082,-3169
9c:3d:cf:1a:c7:38,NETGEAR32,WPA2,13,17.7877906398,-77,44,782.662788153,-3376
f0:98:38:a0:20:38,NBI Surveillance,WPA2/WPA,11,25.1238579673,-82,31,778.839596987,-2542
b6:75:0e:f9:5d:7c,happycow-guest,OPN,1,86.5516936779,-86,9,778.965243101,-770
b4:75:0e:f9:5d:7a,happycow,WPA2,1,70.8058762767,-86,11,778.864639044,-936
90:61:0c:2e:bf:c8,PLDTHOMEDSL49096,WPA2/WPA,1,0.236304998398,-80,13,3.07196497917,-1028
f0:98:38:f9:0a:74,mjcortes,WPA2/WPA,1,-1,-85,1,0,-85
cc:06:77:6f:f1:08,Segunial,WPA2/WPA,5,0.227558440632,-82,18,4.09605193138,-1463
e0:8e:3c:0b:5d:82,Aztech 01,WPA2,6,0.25855110821,-81,19,4.91247105598,-1522
94:46:96:1d:7c:34,PLDTHOMEDSLJYJY0,WPA2/WPA,5,0.184320322673,-85,15,2.76480484009,-1267
00:16:b6:ed:3d:58,linksys,OPN,6,0.140812784433,-76,32,4.50600910187,-2405
e0:8e:3c:0b:5c:b2,Aztech 02,WPA2/WPA,6,0.170580625534,-90,3,0.511741876602,-270
7a:40:4e:9d:99:5b,Sheena Martinez,WPA2,11,0.281624734402,-84,4,1.12649893761,-335
00:13:33:c6:84:c2,PLDTHOMEDSL,WPA2/WPA,11,47.0401422381,-83,16,752.64227581,-1322
64:66:b3:a4:3c:f7,Martinez Home Network,WPA2/WPA,1,0.215043210983,-83,10,2.15043210983,-830
90:61:0c:3e:af:30,PLDTHOMEDSL44848,WPA2/WPA,1,0.153603136539,-79,16,2.45765018463,-1254
9c:6f:52:19:9f:e7,ZTEH108N_99FE7,WPA,1,0.14628807136,-80,14,2.04803299904,-1116
84:16:f9:ec:1c:b4,EZ office 2,WPA2/WPA,2,0.170667761848,-75,21,3.58402299881,-1569
f0:98:38:f9:56:4c,HUAWEI-QhMs,WPA2/WPA,2,0.205268545584,-79,22,4.51590800285,-1738
90:61:0c:35:e4:47,brgydelgado,WPA2/WPA,1,0.0512084960938,-89,2,0.102416992188,-177
90:61:0c:38:1c:3c,PLDTHOMEREPEATER81C3C,WPA2/WPA,2,0.147917111715,-89,9,1.33125400543,-794
00:1f:fb:b7:b8:8b,HomeBro_ULTERA,WPA2,5,0.204800049464,-90,3,0.614400148392,-270
2c:dd:95:f4:06:0a,PLDTHOMEDSL4060A,WPA2/WPA,6,-1,-83,1,0,-83
78:c1:a7:25:3f:26,Avino Rivera,WPA2/WPA,6,0.153600231806,-79,30,4.60800695419,-2353
bc:c0:0f:7b:d4:90,KawawaKaNamanWalangWifi,WPA2/WPA,7,0.501753997803,-82,10,5.01753997803,-812
18:de:d7:33:e8:64,JR.Net,WPA2/WPA,6,0.337563731454,-85,11,3.71320104599,-925
14:ab:f0:4d:22:b0,OC17,WPA2,11,0.175544432231,-87,21,3.68643307686,-1812
48:f8:b3:a9:ad:05,MYLO,WPA2/WPA,10,0.140799492598,-87,8,1.12639594078,-694
4a:f8:b3:a9:ad:06,MYLO-guest,OPN,10,0.0877707345145,-86,7,0.614395141602,-601
bc:96:80:d9:a2:7e,PLDTMyDSL,WPA2/WPA,11,-1,-90,1,0,-90
90:61:0c:2e:40:3a,PLDTHOMEDSL16442,WPA2/WPA,1,0.106193666105,-67,27,2.86722898483,-1793
94:46:96:16:90:03,PLDTHOMEDSLGRGM0,WPA2/WPA,2,0.21997362596,-78,27,5.93928790092,-2091
94:46:96:0e:57:53,PLDTHOMEDSLkuting,WPA2/WPA,2,-1,-90,1,0,-90
94:46:96:16:f9:5d,PLDTHOMEDSLZFZF0,WPA2/WPA,5,0.156804464757,-78,32,5.01774287224,-2484
4c:81:20:f3:2b:8f,PLDTHOMEDSL32B8F,WPA2/WPA,5,0.307222414017,-88,5,1.53611207008,-439
cc:06:77:22:87:50,Mendoza,WPA2/WPA,5,0.307261387507,-87,3,0.921784162521,-260
00:1d:0f:d5:38:64,TP-LINK,WEP,6,0.153141975403,-91,2,0.306283950806,-181
cc:06:77:b5:6b:88,VALDERRAMA,WPA2/WPA,11,0.256059408188,-91,2,0.512118816376,-182
cc:06:77:75:8d:60,PLDTHOMEFIBR58d60,WPA2/WPA,1,1.66392593086,-83,16,26.6228148937,-1319
d8:5d:4c:9f:64:e0,TP-LINK_9F64E0,WPA2/WPA,1,2.45094239712,-85,10,24.5094239712,-844
00:22:75:f1:5e:95,dmv,WPA2/WPA,1,0.511969327927,-89,3,1.53590798378,-266
00:1a:ef:46:d5:67,montsrous101,WPA,1,0.614395993096,-82,7,4.30077195168,-568
90:f6:52:df:2f:59,MONTSTER101,WPA2/WPA,1,0.666644513607,-87,4,2.66657805443,-347
90:61:0c:2e:95:a5,PLDTHOMEDSL38309,WPA2/WPA,1,0.102421522141,-88,2,0.204843044281,-175
2c:4d:54:e7:87:c0,Adrian's_WiFi,WPA2,2,0.182020346324,-86,9,1.63818311691,-767
2c:4d:54:e7:87:c1,MOMARCO_WiFi,WPA2,2,0.160892009735,-86,7,1.12624406815,-600
94:46:96:14:b6:d1,PLDTHOMEDSLT6TB0,WPA2/WPA,2,14.291654923,-70,39,557.374541998,-2706
c8:d7:19:a6:79:05,LinksysExtender02460,OPN,1,0.153605461121,-84,2,0.307210922241,-167
88:3f:d3:2c:53:c8,SY FAMILY,WPA2/WPA,3,0.910892651631,-84,26,23.6832089424,-2173
c8:be:19:71:1e:b2,dlink-1EB2,WPA2/WPA,3,-1,-91,1,0,-91
cc:06:77:72:23:40,PLDTHOMEFIBR22340,WPA2/WPA,5,-1,-92,1,0,-92
ec:08:6b:89:ae:aa,#pamjay,WPA2/WPA,6,0.146795480148,-86,23,3.3762960434,-1974
00:02:6f:95:63:cc,dimayuga,WPA,7,0.235523247719,-83,20,4.71046495438,-1655
f0:98:38:07:6c:d8,HYPRTONIC,WPA2/WPA,11,0.30103858312,-87,12,3.61246299744,-1040
14:ab:f0:4c:cb:10,ARRIS-CB12,WPA2,11,0.156618286582,-86,17,2.66251087189,-1450
20:aa:4b:98:b4:36,Linksys,WPA2,11,0.256028532982,-89,2,0.512057065964,-178
00:71:c2:3b:12:96,ac9ad6,WPA2/WPA,11,-1,-91,1,0,-91
00:13:33:ea:e1:19,PLDTHOMEDSL,WPA2/WPA,11,0.409630417824,-84,2,0.819260835648,-168
00:13:33:ff:72:80,PLDTHOMEDSLDAVID,WPA2/WPA,2,11.420891361,-77,47,536.781893969,-3580
00:13:33:ff:72:84,,WPA2/WPA,2,12.1995850422,-75,44,536.781741858,-3260
cc:06:77:e1:4e:d0,PLDTHOMEFIBR14ed0,WPA2/WPA,5,133.812141776,-89,4,535.248567104,-356
fc:b4:e6:4a:d1:90,SKYbroadbandFCB8,WPA2/WPA,6,0.176871104674,-86,11,1.94558215141,-937
60:02:92:3d:f9:8f,a8d3c4,WPA2/WPA,6,12.5178723859,-83,41,513.23276782,-3394
f0:98:38:07:d6:2c,JV,WPA2/WPA,6,5.20811932428,-71,98,510.395693779,-6916
d4:40:f0:34:b4:d8,VIRUS,WPA2/WPA,8,13.4496378208,-84,38,511.086237192,-3182
60:a4:4c:56:a7:f4,ASUS,WPA2,9,20.4761701965,-86,25,511.904254913,-2129
9c:6f:52:35:01:38,DAXEL,WPA2/WPA,10,3.88551983261,-77,125,485.689979076,-9590
88:3f:d3:2c:44:d4,cristina24,WPA2/WPA,11,15.0662094986,-85,34,512.251122952,-2858
78:c1:a7:02:93:a0,pretty in pink,WPA,11,25.6110094221,-78,19,486.60917902,-1479
90:61:0c:0d:99:db,PLDTMyDSL,WPA2/WPA,11,3.75272333797,-73,136,510.370373964,-9924
9c:6f:52:1c:cd:9f,ZTEH108N_CCD9F,WPA,11,26.9940445556,-87,18,485.892802,-1560
44:6e:e5:07:fc:99,B315_7FC99,WPA2,11,29.949411294,-88,17,509.139991999,-1489
9c:6f:52:19:93:7a,Avino Family,WPA2/WPA,11,40.405850331,-90,12,484.870203972,-1069
aa:a6:68:b4:bc:21,antrax,WPA2/WPA,13,38.4262090921,-92,12,461.114509106,-1099
88:d2:74:86:ab:85,bayanDSLWIFI_AB85,WPA2/WPA,1,161.930879037,-88,3,485.79263711,-264
94:46:96:1f:88:b7,PLDTHOMEDSLRoma1616,WPA2/WPA,1,8.01575214746,-72,61,488.960880995,-4366
94:46:96:18:a1:95,PLDTHOMEDSLXPXP0,WPA2/WPA,1,80.743446509,-89,6,484.460679054,-532
90:61:0c:40:ce:47,prettyinpink1208,WPA2/WPA,1,121.345673978,-90,4,485.382695913,-357
e0:8e:3c:22:3c:c3,SDDR2017,WPA2/WPA,2,11.0732613423,-80,44,487.22349906,-3520
94:46:96:0f:89:2f,PLDTHOMEDSL,WPA2/WPA,1,37.3527719975,-84,13,485.586035967,-1092
90:61:0c:3a:42:26,No Internet,WPA2/WPA,1,17.3314596755,-80,28,485.280870914,-2220
4c:81:20:92:e1:02,GaliciaFamily,WPA2,2,10.9952987254,-80,40,439.811949015,-3179
78:c1:a7:22:f1:32,CloudCityPortal,WPA2,3,25.5150253905,-84,18,459.270457029,-1501
18:de:d7:34:71:30,SANTIAGO,WPA2/WPA,5,6.5961584175,-81,74,488.115722895,-5955
88:3f:d3:2c:34:f8,Marky Broadband,WPA2/WPA,5,15.1564119384,-87,32,485.005182028,-2784
4c:54:99:11:2f:ae,B200W,WEP,6,12.5607211454,-81,35,439.625240088,-2824
18:de:d7:34:25:7c,HUAWEI-4Dc3,WPA2/WPA,6,-1,-92,1,0,-92
94:46:96:14:c1:1a,PLDTHOMEDSLZMZD0,WPA2/WPA,7,12.3989563246,-82,37,458.76138401,-3001
1c:74:0d:18:d3:68,PLDTHOMEDSL8NTZM,WPA2/WPA,8,5.4931087721,-76,84,461.421136856,-6334
be:44:34:fa:0f:b4,Thrill Access,WPA2,11,43.878710103,-86,10,438.78710103,-856
5c:54:6d:43:e1:c8,HUAWEI-GKUp,WPA2/WPA,11,10.7059506614,-86,41,438.943977118,-3486
38:d8:2f:22:91:e0,BayanDSL,WPA2/WPA,10,48.3217794365,-86,9,434.896014929,-769
70:9f:2d:a0:5c:18,bayanDSLWiFi_5C18,WPA2/WPA,10,5.1516212328,-67,81,417.281319857,-5397
1c:74:0d:16:31:30,PLDTHOMEDSLairport,WPA,10,-1,-88,1,0,-88
90:61:0c:38:28:9c,PLDTHOMEREPEATER8289C,WPA2/WPA,11,0.133124685287,-82,10,1.33124685287,-820
90:61:0c:37:5c:6c,WAG KANG MAKI-WIFI!!!!!,WPA2/WPA,11,0.0768020153046,-87,4,0.307208061218,-347
00:13:33:e2:c2:2f,PLDTHOMEDSL,WPA2/WPA,11,39.6197411797,-84,11,435.817152977,-921
1c:a5:32:90:40:58,PLDTHOMEDSL04058,WPA2,11,0.179215013981,-85,4,0.716860055923,-338
18:de:d7:34:92:ec,,WPA2/WPA,2,6.76369082543,-70,62,419.348831177,-4299
90:61:0c:36:0c:3d,PLDTHOMEDSL03133,WPA2/WPA,1,0.0682440598806,-84,3,0.204732179642,-252
2c:dd:95:f5:80:2e,DIZONWIFI,WPA2,1,0.179151713848,-84,4,0.716606855392,-336
94:46:96:1f:4b:0e,PLDTHOMEDSLGEGJ0,WPA2/WPA,1,52.0712621212,-85,8,416.57009697,-674
94:46:96:18:a1:90,,WPA2/WPA,1,0.170686324437,-86,3,0.512058973312,-258
00:1f:fb:c5:f1:d5,HomeBro_ULTERA,WPA2,1,0.0511045455933,-87,2,0.102209091187,-173
90:61:0c:3a:85:d2,,WPA2/WPA,1,37.8047373728,-81,11,415.852111101,-888
f0:98:38:72:f2:2c,Hellokitty,WPA2/WPA,3,4.04657772476,-71,102,412.750927925,-7178
9c:6f:52:1b:db:cb,ZTEH108N_BDBCB,WPA,3,0.102435946465,-87,2,0.204871892929,-174
78:c1:a7:06:58:08,buraot kaba,WPA,5,6.95969633471,-74,57,396.702691078,-4177
5c:54:6d:43:8a:e0,BoB Soler,WPA2/WPA,6,83.3928397655,-82,5,416.964198828,-410
94:46:96:17:05:ab,BALADADFAMILY,WPA2/WPA,5,0.153600752354,-73,28,4.3008210659,-2035
94:46:96:1d:8a:86,,OPN,5,0.2252617836,-90,5,1.126308918,-450
1c:74:0d:15:ac:20,PLDTHOMEDSLpoof,WPA2/WPA,6,3.10646921955,-72,128,397.628060102,-9158
00:23:69:c3:af:58,,WPA,6,0.187725007534,-83,12,2.25270009041,-985
f2:98:38:3d:ac:a9,159,WPA,7,27.7508073966,-81,15,416.262110949,-1215
90:61:0c:2c:81:0b,globe,WPA2,11,9.83302046613,-78,41,403.153839111,-3198
78:c1:a7:05:40:5c,ZTEH108N_5405C,WPA,11,9.89453560114,-81,40,395.781424046,-3238
f0:98:38:07:e9:28,HUAWEI-t8s9,WPA2/WPA,11,12.2932843417,-83,32,393.385098934,-2653
90:61:0c:10:31:04,PLDTMyDSL,WPA2/WPA,11,9.98277462495,-75,37,369.362661123,-2775
00:26:75:b6:8a:8b,Aztech5001_initAzt,WPA,13,10.5473808289,-81,35,369.15832901,-2810
88:d2:74:86:b7:bc,bayanDSLWIFI_B7BC,WPA2/WPA,1,19.5424185803,-79,19,371.305953026,-1486
90:61:0c:37:76:20,PLDTHOMEDSL30240,WPA2/WPA,1,15.4625820418,-78,24,371.101969004,-1854
94:46:96:1f:4a:32,PLDTHOMEDSLCTCP0,WPA2/WPA,1,23.0275273025,-74,16,368.44043684,-1184
6c:3b:6b:d7:3d:94,MikroTik-D73D94,WPA2/WPA,1,17.0298843487,-82,23,391.687340021,-1886
e0:8e:3c:2e:7d:a1,Baby Lavares,WPA,1,40.9033069876,-88,9,368.129762888,-785
00:13:33:fd:55:4a,PLDTHOMEDSL,WPA2/WPA,2,122.676980972,-89,3,368.030942917,-267
88:d2:74:86:d3:cd,COMCAST1,WPA2/WPA,3,21.7331831736,-82,17,369.464113951,-1386
d0:ff:98:32:66:6b,CHRIXTUS,WPA2/WPA,4,-1,-80,1,0,-80
78:c1:a7:25:91:fa,,WPA,3,184.68001008,-87,2,369.360020161,-173
48:7b:6b:f0:67:8c,HUAWEI-YXXt,WPA2/WPA,5,-1,-89,1,0,-89
8c:eb:c6:ee:56:5b,FAMILY,WPA2/WPA,5,-1,-93,1,0,-93
e4:6f:13:61:0b:94,SMACQBYTES,WPA2/WPA,10,6.46263200265,-75,54,348.982128143,-4005
72:4d:7b:07:ed:c3,ASUS_X008D,WPA2,9,-1,-89,1,0,-89
e0:8e:3c:2e:00:b5,bayanDSLWIFI_00B5,WPA2/WPA,10,0.341301043828,-90,3,1.02390313148,-270
90:61:0c:12:c2:6b,WIFINIDADO,WPA2/WPA,11,7.67297439243,-75,43,329.937898874,-3222
00:1d:7e:b1:54:a4,FNALA2,OPN,11,0.56331205368,-87,2,1.12662410736,-173
90:61:0c:12:c2:6a,,WPA,11,5.49725964864,-75,60,329.835578918,-4462
bc:96:80:d9:83:8e,PLDTMyDSL,WPA2,11,12.5481226903,-84,26,326.251189947,-2159
00:13:33:e9:84:72,PLDTHOMEDSL,WPA2/WPA,11,173.364477038,-88,2,346.728954077,-176
90:61:0c:0d:93:10,PLDTMyDSLTE,WPA2/WPA,11,0.358057022095,-89,2,0.716114044189,-177
90:61:0c:29:b9:12,dndcrepair,WPA2/WPA,11,-1,-80,1,0,-80
d2:5b:a8:f8:cc:2f,ABRIL FAMILY WIFI,WPA2/WPA,13,7.23162418888,-72,42,303.728215933,-3006
90:61:0c:2e:a2:c5,PLDTHOMEDSL41669,WPA2/WPA,1,46.6068768501,-81,7,326.248137951,-567
00:13:33:fe:77:31,PLDTHOMEDSL,WPA2/WPA,1,12.6267721194,-74,26,328.296075106,-1914
90:61:0c:39:c0:67,WhyPhy1234,WPA2/WPA,1,16.3836102009,-77,20,327.672204018,-1529
00:13:33:f5:8f:18,PLDTHOMEDSL09968084405,WPA2/WPA,2,5.33150477563,-65,62,330.553296089,-3995
90:61:0c:35:df:c1,PLDTHOMEDSL57281,WPA2/WPA,1,32.5739366055,-83,10,325.739366055,-822
88:3f:d3:2c:44:90,connect_me_zeihg,WPA2/WPA,4,6.56911245823,-76,50,328.455622911,-3763
00:13:33:ff:ac:f5,,WPA2/WPA,6,0.716800570488,-88,2,1.43360114098,-176
90:61:0c:3a:62:92,SACHI,WPA2/WPA,6,17.1806430022,-84,18,309.251574039,-1511
c8:3a:35:3c:8a:c8,Tenda_3C8AC8,WPA2/WPA,5,0.0512294769287,-90,2,0.102458953857,-180
88:3f:d3:2c:45:90,Basura,WPA2/WPA,7,8.14433528875,-80,38,309.484740973,-3004
00:13:33:ff:ac:f6,CLAVERIA,WPA2/WPA,6,152.728342533,-87,2,305.456685066,-174
90:61:0c:41:05:8c,PLDTHOMEDSL01420,WPA2/WPA,7,7.88228807694,-82,39,307.409235001,-3187
4c:81:20:f3:92:5b,PLDTHOMEDSL3925B,WPA2,8,-1,-92,1,0,-92
a4:71:74:3a:bc:c3,FREE WIFI,WPA2/WPA,10,9.94939864835,-77,31,308.431358099,-2378
80:1f:02:6e:f5:1e,ninja,WPA,11,14.6922177133,-84,21,308.53657198,-1758
ec:8a:4c:94:59:75,iLog,WPA2/WPA,10,0.102375030518,-88,2,0.204750061035,-176
f4:9e:ef:d1:1e:d0,PLDTHOMEDSLMIRALLES,WPA2,11,12.0022216241,-82,24,288.053318977,-1959
00:13:33:e7:bf:1b,PLDTHOMEDSL,WPA2/WPA,11,5.70366101742,-76,50,285.183050871,-3800
90:61:0c:35:ee:8f,PLDTHOMEDSL_Yeoboseyo,WPA2/WPA,11,47.5996323427,-86,6,285.597794056,-512
f0:98:38:3d:99:44,HUAWEI-y28t,WPA2/WPA,11,-1,-90,1,0,-90
90:61:0c:3a:47:39,PLDTHOMEDSL18233,WPA2/WPA,11,8.9888824746,-68,32,287.644239187,-2164
00:13:33:dd:f2:f4,,WPA2/WPA,11,4.91346094526,-65,58,284.980734825,-3734
00:13:33:c6:1d:ca,PLDTHOMEDSL,WPA2/WPA,11,-1,-92,1,0,-92
90:61:0c:35:ef:52,PLDTHOMEDSL61266,WPA2/WPA,1,0.286734771729,-85,5,1.43367385864,-423
90:61:0c:3a:81:21,Bayad muna bago connect,WPA2/WPA,1,5.61599431318,-67,51,286.415709972,-3375
90:61:0c:39:f9:bb,PLDTHOMEDSL63931,WPA2/WPA,1,0.175536836897,-81,7,1.22875785828,-566
88:d2:74:a9:8c:20,ZTEH108N_98C20,WPA,1,14.3156996012,-79,20,286.313992023,-1567
90:61:0c:35:4c:00,haideelhynnford,WPA2/WPA,1,5.20640843055,-72,51,265.526829958,-3633
00:26:75:f7:0f:0c,BAYMAXXX,WPA,1,0.102401971817,-84,2,0.204803943634,-168
00:13:33:f6:1c:4e,PLDTHOMEDSL_BOY3T,WPA2/WPA,1,47.121595184,-84,6,282.729571104,-499
88:d2:74:86:b2:f6,wifi ni mommy,WPA2/WPA,1,7.16809972127,-87,3,21.5042991638,-261
e0:8e:3c:2e:7e:21,Aztech5068_E7E21,WPA,1,-1,-86,1,0,-86
c4:e9:84:66:f9:36,PLDTHOMEDSL,WPA2,2,23.7399580677,-85,12,284.879496813,-1020
f0:98:38:f9:18:34,HappyHome,WPA2/WPA,4,35.4372545183,-85,8,283.498036146,-674
08:86:3b:e2:8b:0e,connectkaboi,WPA2,6,15.5890017678,-85,17,265.013030052,-1440
00:13:33:f4:e9:05,PLDTHOMEDSL,WPA2/WPA,9,12.2554032803,-75,22,269.618872166,-1636
